feature	chromosome	start	end	SLX-17921.D704tp_D503tp.H5J55BBXY.s_8.r_1	SLX-16150.D710tp_D505tp.HC22VBBXY.s_3.r_1	SLX-16150.D710tp_D508tp.HC22VBBXY.s_3.r_1
5:69000001-69500000	5	69000001	69500000	0.881	0.771	0.89
5:71500001-72000000	5	71500001	72000000	0.958	0.827	1.105
5:72000001-72500000	5	72000001	72500000	0.993	0.856	0.936
5:72500001-73000000	5	72500001	73000000	1.029	0.887	1.071
5:73000001-73500000	5	73000001	73500000	0.913	0.885	0.948
5:74000001-74500000	5	74000001	74500000	1.076	0.897	1.049
5:74500001-75000000	5	74500001	75000000	1.043	0.773	0.972
5:75000001-75500000	5	75000001	75500000	0.939	0.815	0.951
5:75500001-76000000	5	75500001	76000000	1.086	0.779	1.05
5:76000001-76500000	5	76000001	76500000	0.979	0.902	0.96
5:76500001-77000000	5	76500001	77000000	1.016	0.816	0.936
5:77000001-77500000	5	77000001	77500000	1.082	0.85	0.975
5:77500001-78000000	5	77500001	78000000	0.934	0.894	0.97
5:78000001-78500000	5	78000001	78500000	0.966	0.838	1.108
5:78500001-79000000	5	78500001	79000000	1.009	0.916	1.049
5:79500001-80000000	5	79500001	80000000	1.025	0.837	1.074
5:80000001-80500000	5	80000001	80500000	0.977	0.761	0.955
5:81000001-81500000	5	81000001	81500000	1.042	0.845	1.06
5:81500001-82000000	5	81500001	82000000	1.065	0.828	1.047
5:82000001-82500000	5	82000001	82500000	0.914	0.78	1.065
5:82500001-83000000	5	82500001	83000000	0.99	0.911	1.054
5:83000001-83500000	5	83000001	83500000	1.066	0.824	1.082
5:83500001-84000000	5	83500001	84000000	0.956	0.884	0.95
5:84000001-84500000	5	84000001	84500000	0.974	0.786	1.071
5:84500001-85000000	5	84500001	85000000	0.984	0.77	0.935
5:85000001-85500000	5	85000001	85500000	0.835	0.728	0.919
5:85500001-86000000	5	85500001	86000000	0.979	0.677	0.981
5:86000001-86500000	5	86000001	86500000	0.986	0.755	0.925
5:86500001-87000000	5	86500001	87000000	1.017	0.781	1.081
5:87000001-87500000	5	87000001	87500000	0.991	0.774	0.976
5:87500001-88000000	5	87500001	88000000	1.015	0.872	1.022
5:88000001-88500000	5	88000001	88500000	0.83	0.823	0.987
5:88500001-89000000	5	88500001	89000000	1	0.828	1.039
5:89000001-89500000	5	89000001	89500000	0.904	0.788	0.978
5:89500001-90000000	5	89500001	90000000	1.025	0.842	1.034
5:90000001-90500000	5	90000001	90500000	1.024	0.842	1.119
5:90500001-91000000	5	90500001	91000000	1.062	0.841	1.055
5:91000001-91500000	5	91000001	91500000	0.95	0.76	0.971
5:91500001-92000000	5	91500001	92000000	0.989	0.937	0.964
5:92000001-92500000	5	92000001	92500000	0.936	0.741	0.932
5:92500001-93000000	5	92500001	93000000	0.914	0.808	0.95
5:93000001-93500000	5	93000001	93500000	0.919	0.821	1.143
5:93500001-94000000	5	93500001	94000000	1.051	0.848	1.046
5:94000001-94500000	5	94000001	94500000	1.029	0.799	0.967
5:95000001-95500000	5	95000001	95500000	0.999	0.876	1.027
5:95500001-96000000	5	95500001	96000000	0.924	0.78	1.009
5:96000001-96500000	5	96000001	96500000	1.054	0.879	1.048
5:96500001-97000000	5	96500001	97000000	0.954	0.794	1.019
5:97000001-97500000	5	97000001	97500000	0.905	0.763	0.997
5:98500001-99000000	5	98500001	99000000	0.922	0.769	0.946
5:99000001-99500000	5	99000001	99500000	0.892	0.679	0.949
5:100500001-101000000	5	100500001	101000000	0.898	0.83	1.034
5:101000001-101500000	5	101000001	101500000	1.023	0.814	1.024
5:101500001-102000000	5	101500001	102000000	0.903	0.758	0.957
5:102000001-102500000	5	102000001	102500000	1.072	0.785	1.059
5:102500001-103000000	5	102500001	103000000	0.962	0.864	1.02
5:103000001-103500000	5	103000001	103500000	0.92	0.865	0.959
5:103500001-104000000	5	103500001	104000000	0.939	0.86	0.979
5:104000001-104500000	5	104000001	104500000	0.904	0.721	0.985
5:104500001-105000000	5	104500001	105000000	0.954	0.818	0.975
5:105000001-105500000	5	105000001	105500000	0.947	0.785	1.021
5:105500001-106000000	5	105500001	106000000	0.973	0.761	0.985
5:106000001-106500000	5	106000001	106500000	0.963	0.791	0.933
5:107000001-107500000	5	107000001	107500000	0.959	0.855	0.99
5:107500001-108000000	5	107500001	108000000	1.082	0.936	1.051
5:108000001-108500000	5	108000001	108500000	0.995	0.792	1.002
5:108500001-109000000	5	108500001	109000000	1.082	0.815	1.031
5:109000001-109500000	5	109000001	109500000	0.919	0.822	1.044
5:109500001-110000000	5	109500001	110000000	1.102	0.784	0.964
5:110000001-110500000	5	110000001	110500000	0.968	0.83	0.891
5:110500001-111000000	5	110500001	111000000	0.977	0.836	1.03
5:111500001-112000000	5	111500001	112000000	0.974	0.861	1.033
5:112000001-112500000	5	112000001	112500000	0.997	0.853	0.985
5:112500001-113000000	5	112500001	113000000	0.992	0.759	0.856
5:113000001-113500000	5	113000001	113500000	0.979	0.839	1.068
5:113500001-114000000	5	113500001	114000000	1.071	0.776	0.963
5:114000001-114500000	5	114000001	114500000	0.923	0.919	1.032
5:114500001-115000000	5	114500001	115000000	1.012	0.79	1.052
5:115000001-115500000	5	115000001	115500000	0.986	0.808	1.069
5:115500001-116000000	5	115500001	116000000	1	0.758	0.965
5:116000001-116500000	5	116000001	116500000	1.145	0.876	1.063
5:116500001-117000000	5	116500001	117000000	0.979	0.838	1
5:117000001-117500000	5	117000001	117500000	1.009	0.8	0.997
5:117500001-118000000	5	117500001	118000000	0.971	0.804	1.026
5:118000001-118500000	5	118000001	118500000	0.978	0.828	0.962
5:118500001-119000000	5	118500001	119000000	1.029	0.85	0.995
5:119500001-120000000	5	119500001	120000000	1.104	0.804	1.068
5:120000001-120500000	5	120000001	120500000	0.871	0.811	0.986
5:120500001-121000000	5	120500001	121000000	0.989	0.823	0.992
5:121500001-122000000	5	121500001	122000000	1.036	0.848	1.082
5:122500001-123000000	5	122500001	123000000	0.958	0.856	0.972
5:123000001-123500000	5	123000001	123500000	1	0.889	0.981
5:124000001-124500000	5	124000001	124500000	0.898	0.785	0.974
5:124500001-125000000	5	124500001	125000000	0.96	0.858	1.004
5:125000001-125500000	5	125000001	125500000	1.036	0.89	1.001
5:125500001-126000000	5	125500001	126000000	0.935	0.83	1.03
5:126000001-126500000	5	126000001	126500000	0.931	0.869	0.981
5:126500001-127000000	5	126500001	127000000	1.051	0.795	0.978
5:127000001-127500000	5	127000001	127500000	1.096	0.85	1.064
5:127500001-128000000	5	127500001	128000000	0.974	0.762	1.094
5:128000001-128500000	5	128000001	128500000	1.071	0.832	1.065
5:128500001-129000000	5	128500001	129000000	1.108	0.839	1.058
5:129000001-129500000	5	129000001	129500000	0.979	0.83	1.112
5:129500001-130000000	5	129500001	130000000	0.985	0.758	1.037
5:130000001-130500000	5	130000001	130500000	0.945	0.813	1.038
5:131000001-131500000	5	131000001	131500000	0.895	0.833	0.956
5:131500001-132000000	5	131500001	132000000	0.956	0.831	0.899
5:132000001-132500000	5	132000001	132500000	0.915	0.902	1.038
5:132500001-133000000	5	132500001	133000000	0.958	0.807	0.952
5:133000001-133500000	5	133000001	133500000	1.042	0.88	1.088
5:133500001-134000000	5	133500001	134000000	1.055	0.888	1.022
5:134000001-134500000	5	134000001	134500000	1.068	0.725	1.062
5:135000001-135500000	5	135000001	135500000	1.022	0.898	1.007
5:135500001-136000000	5	135500001	136000000	0.919	0.945	1.085
5:136000001-136500000	5	136000001	136500000	0.992	0.887	1.021
5:137500001-138000000	5	137500001	138000000	1.128	1.501	1.098
5:138000001-138500000	5	138000001	138500000	0.968	1.211	1.059
5:138500001-139000000	5	138500001	139000000	1.091	1.315	1.037
5:139000001-139500000	5	139000001	139500000	1.137	1.365	1.129
5:139500001-140000000	5	139500001	140000000	1.067	1.384	1.12
5:140000001-140500000	5	140000001	140500000	1	1.411	1.117
5:140500001-141000000	5	140500001	141000000	1.012	1.308	1.044
5:141000001-141500000	5	141000001	141500000	0.982	1.393	1.058
5:141500001-142000000	5	141500001	142000000	0.954	1.501	1.046
5:142000001-142500000	5	142000001	142500000	1.067	1.445	1.192
5:142500001-143000000	5	142500001	143000000	1.013	1.525	1.084
5:143000001-143500000	5	143000001	143500000	1.025	1.557	1.07
5:144000001-144500000	5	144000001	144500000	0.952	1.52	1.105
5:144500001-145000000	5	144500001	145000000	1.059	1.421	1.097
5:145000001-145500000	5	145000001	145500000	0.99	1.426	0.991
5:145500001-146000000	5	145500001	146000000	1.088	1.487	1.114
5:146000001-146500000	5	146000001	146500000	1.157	1.517	1.043
5:146500001-147000000	5	146500001	147000000	1.119	1.581	1.195
5:147000001-147500000	5	147000001	147500000	1.168	1.471	1.093
5:147500001-148000000	5	147500001	148000000	1.264	1.517	1.168
5:148000001-148500000	5	148000001	148500000	1.144	1.498	1.062
5:148500001-149000000	5	148500001	149000000	1.043	1.702	1.19
5:149000001-149500000	5	149000001	149500000	1.015	1.471	1.108
5:149500001-150000000	5	149500001	150000000	1.001	1.492	1.051
5:150000001-150500000	5	150000001	150500000	1.028	1.554	1.092
5:150500001-151000000	5	150500001	151000000	0.953	1.372	1.024
5:151000001-151500000	5	151000001	151500000	1.003	1.384	1.092
5:151500001-152000000	5	151500001	152000000	1.054	1.461	1.133
5:152500001-153000000	5	152500001	153000000	1.074	1.505	1.069
5:153000001-153500000	5	153000001	153500000	1.122	1.664	1.175
5:153500001-154000000	5	153500001	154000000	1.119	1.721	1.183
5:154000001-154500000	5	154000001	154500000	1.02	1.495	1.02
5:154500001-155000000	5	154500001	155000000	1.12	1.485	1.102
5:155000001-155500000	5	155000001	155500000	1.13	1.633	1.186
5:155500001-156000000	5	155500001	156000000	0.987	1.531	1.058
5:156000001-156500000	5	156000001	156500000	0.976	1.579	1.167
5:156500001-157000000	5	156500001	157000000	1.043	1.605	1.144
5:157000001-157500000	5	157000001	157500000	1.035	1.493	1.123
5:157500001-158000000	5	157500001	158000000	0.956	1.275	1.097
5:158000001-158500000	5	158000001	158500000	1.126	1.685	1.065
5:158500001-159000000	5	158500001	159000000	1.141	1.635	1.147
5:159000001-159500000	5	159000001	159500000	0.995	1.45	1.07
5:159500001-160000000	5	159500001	160000000	1.244	1.61	1.193
5:160000001-160500000	5	160000001	160500000	0.928	1.277	0.976
5:161000001-161500000	5	161000001	161500000	1.103	1.48	1.086
5:161500001-162000000	5	161500001	162000000	1.113	1.497	1.149
5:162000001-162500000	5	162000001	162500000	1.039	1.477	1.039
5:162500001-163000000	5	162500001	163000000	0.997	1.411	1.009
5:164000001-164500000	5	164000001	164500000	1.016	1.549	1.171
5:165000001-165500000	5	165000001	165500000	1.068	1.471	1.124
5:165500001-166000000	5	165500001	166000000	1.053	1.547	1.12
5:166000001-166500000	5	166000001	166500000	1.034	1.533	1.05
5:167000001-167500000	5	167000001	167500000	1.053	0.899	0.946
5:167500001-168000000	5	167500001	168000000	1.007	0.877	0.953
5:168000001-168500000	5	168000001	168500000	0.937	0.9	0.997
5:168500001-169000000	5	168500001	169000000	1.009	0.83	0.996
5:169000001-169500000	5	169000001	169500000	1.04	0.926	1.13
5:169500001-170000000	5	169500001	170000000	1.085	0.936	0.967
5:170000001-170500000	5	170000001	170500000	0.868	0.933	0.982
5:171000001-171500000	5	171000001	171500000	1.074	0.86	1.038
5:171500001-172000000	5	171500001	172000000	1.016	1.192	0.998
5:172000001-172500000	5	172000001	172500000	1.048	1.007	1.013
5:172500001-173000000	5	172500001	173000000	1.047	1.055	0.992
5:173000001-173500000	5	173000001	173500000	0.998	1.045	0.999
5:173500001-174000000	5	173500001	174000000	0.907	1.111	0.921
5:174000001-174500000	5	174000001	174500000	1.019	0.878	1.082
5:174500001-175000000	5	174500001	175000000	0.936	0.864	0.972
5:175000001-175500000	5	175000001	175500000	1.023	1.102	1.022
5:175500001-176000000	5	175500001	176000000	0.959	1.127	1.085
5:176500001-177000000	5	176500001	177000000	1.032	1.242	1.076
5:177000001-177500000	5	177000001	177500000	0.934	0.96	0.899
5:178000001-178500000	5	178000001	178500000	1.041	1.125	1.056
5:178500001-179000000	5	178500001	179000000	1.113	1.062	0.997
5:179000001-179500000	5	179000001	179500000	1.031	1.16	1.078
5:179500001-180000000	5	179500001	180000000	0.924	1.001	1.025
5:180000001-180500000	5	180000001	180500000	1.144	1.079	1.12
5:180500001-181000000	5	180500001	181000000	1.039	0.993	1.05
6:500001-1000000	6	500001	1000000	1.177	0.922	1.034
6:1000001-1500000	6	1000001	1500000	1.028	0.955	0.994
6:2000001-2500000	6	2000001	2500000	1.076	0.976	0.978
6:2500001-3000000	6	2500001	3000000	0.946	0.919	0.976
6:3000001-3500000	6	3000001	3500000	0.947	0.893	0.885
6:4000001-4500000	6	4000001	4500000	0.962	0.879	1.006
6:4500001-5000000	6	4500001	5000000	1.03	0.951	0.999
6:5000001-5500000	6	5000001	5500000	1.053	1.414	0.97
6:5500001-6000000	6	5500001	6000000	1.063	1.324	1.115
6:6000001-6500000	6	6000001	6500000	1.045	1.337	1.106
6:6500001-7000000	6	6500001	7000000	0.989	1.316	1.012
6:7000001-7500000	6	7000001	7500000	0.943	1.183	0.959
6:7500001-8000000	6	7500001	8000000	1.067	1.335	1.007
6:8000001-8500000	6	8000001	8500000	0.949	1.029	1.031
6:8500001-9000000	6	8500001	9000000	0.925	1.039	1.089
6:9000001-9500000	6	9000001	9500000	0.966	0.976	1.078
6:9500001-10000000	6	9500001	10000000	0.981	0.994	1.07
6:10000001-10500000	6	10000001	10500000	0.974	0.869	0.962
6:10500001-11000000	6	10500001	11000000	1.036	0.978	1.04
6:11000001-11500000	6	11000001	11500000	0.966	0.904	0.982
6:11500001-12000000	6	11500001	12000000	1.062	0.948	0.984
6:12000001-12500000	6	12000001	12500000	1.066	0.946	0.963
6:12500001-13000000	6	12500001	13000000	1.068	0.948	1.003
6:13000001-13500000	6	13000001	13500000	0.973	0.87	0.948
6:13500001-14000000	6	13500001	14000000	1.099	0.679	0.916
6:14000001-14500000	6	14000001	14500000	0.876	0.561	1.066
6:14500001-15000000	6	14500001	15000000	0.938	0.591	0.917
6:15000001-15500000	6	15000001	15500000	0.905	0.496	0.924
6:15500001-16000000	6	15500001	16000000	1.023	0.902	0.933
6:16000001-16500000	6	16000001	16500000	0.916	0.903	1.078
6:16500001-17000000	6	16500001	17000000	1.11	0.987	0.939
6:17000001-17500000	6	17000001	17500000	1.072	0.897	0.965
6:17500001-18000000	6	17500001	18000000	0.897	0.897	0.912
6:18000001-18500000	6	18000001	18500000	1.046	0.839	0.954
6:18500001-19000000	6	18500001	19000000	0.967	0.985	0.997
6:19000001-19500000	6	19000001	19500000	0.955	0.926	1.111
6:19500001-20000000	6	19500001	20000000	1.095	0.989	0.979
6:20000001-20500000	6	20000001	20500000	1.044	0.843	0.939
6:20500001-21000000	6	20500001	21000000	0.985	0.911	1.006
6:21000001-21500000	6	21000001	21500000	1.053	0.911	1.053
6:21500001-22000000	6	21500001	22000000	1.091	0.876	0.927
6:22000001-22500000	6	22000001	22500000	1.043	0.972	1.021
6:22500001-23000000	6	22500001	23000000	1.057	0.605	0.95
6:23000001-23500000	6	23000001	23500000	0.948	0.523	0.996
6:23500001-24000000	6	23500001	24000000	1.08	0.549	0.916
6:24000001-24500000	6	24000001	24500000	1.016	0.635	0.951
6:24500001-25000000	6	24500001	25000000	0.893	0.909	0.896
6:25000001-25500000	6	25000001	25500000	1.051	0.86	1.007
6:25500001-26000000	6	25500001	26000000	1.09	1.006	1.042
6:26000001-26500000	6	26000001	26500000	0.883	0.669	0.818
6:27000001-27500000	6	27000001	27500000	1.001	0.827	0.902
6:27500001-28000000	6	27500001	28000000	0.956	0.797	0.905
6:28000001-28500000	6	28000001	28500000	0.968	1.15	1.015
6:28500001-29000000	6	28500001	29000000	1.05	1.107	1.022
6:29500001-30000000	6	29500001	30000000	0.969	1.186	0.938
6:30000001-30500000	6	30000001	30500000	1.024	1.229	1.043
6:30500001-31000000	6	30500001	31000000	1.079	1.125	1.062
6:31500001-32000000	6	31500001	32000000	0.921	0.987	0.966
6:32000001-32500000	6	32000001	32500000	1.065	1.195	0.989
6:33000001-33500000	6	33000001	33500000	1.084	1.369	1.032
6:33500001-34000000	6	33500001	34000000	1.03	1.625	1.139
6:34000001-34500000	6	34000001	34500000	1.067	1.202	1.092
6:34500001-35000000	6	34500001	35000000	0.908	1.369	1.071
6:35000001-35500000	6	35000001	35500000	1.068	1.348	1.104
6:35500001-36000000	6	35500001	36000000	1.138	1.11	1.035
6:36000001-36500000	6	36000001	36500000	1.014	1.273	0.976
6:36500001-37000000	6	36500001	37000000	0.987	1.113	1.007
6:37000001-37500000	6	37000001	37500000	1.001	0.887	0.993
6:37500001-38000000	6	37500001	38000000	0.911	0.97	1.025
6:38000001-38500000	6	38000001	38500000	1.115	0.896	0.972
6:38500001-39000000	6	38500001	39000000	1.051	0.977	0.974
6:39000001-39500000	6	39000001	39500000	1.022	0.992	0.965
6:39500001-40000000	6	39500001	40000000	1.001	0.969	1.093
6:40000001-40500000	6	40000001	40500000	1.102	1.012	1.063
6:40500001-41000000	6	40500001	41000000	1.117	0.978	1.077
6:41000001-41500000	6	41000001	41500000	0.992	0.972	0.997
6:41500001-42000000	6	41500001	42000000	0.97	0.894	1.038
6:42000001-42500000	6	42000001	42500000	1.048	1.004	1.024
6:42500001-43000000	6	42500001	43000000	0.933	1.126	0.916
6:43500001-44000000	6	43500001	44000000	1.095	1.17	0.993
6:44000001-44500000	6	44000001	44500000	1.008	0.995	1.093
6:44500001-45000000	6	44500001	45000000	1.086	1.092	1.051
6:45000001-45500000	6	45000001	45500000	1.037	0.95	0.971
6:45500001-46000000	6	45500001	46000000	1.123	1.043	1.027
6:46000001-46500000	6	46000001	46500000	1.054	1.05	1.099
6:46500001-47000000	6	46500001	47000000	1.077	1.071	1.077
6:47000001-47500000	6	47000001	47500000	0.988	0.901	1.009
6:47500001-48000000	6	47500001	48000000	0.948	1.068	1.014
6:48000001-48500000	6	48000001	48500000	1.028	0.849	1.047
6:48500001-49000000	6	48500001	49000000	0.993	0.99	0.987
6:49000001-49500000	6	49000001	49500000	0.995	0.898	0.906
6:49500001-50000000	6	49500001	50000000	0.966	0.961	1.017
6:50000001-50500000	6	50000001	50500000	1.008	1.179	1.099
6:50500001-51000000	6	50500001	51000000	1.093	1.131	1.011
6:51000001-51500000	6	51000001	51500000	1.026	0.991	1.093
6:51500001-52000000	6	51500001	52000000	1.044	0.986	1.033
6:52000001-52500000	6	52000001	52500000	1.12	1.334	1.16
6:52500001-53000000	6	52500001	53000000	1.155	1.297	0.975
6:53000001-53500000	6	53000001	53500000	1.056	1.319	1.077
6:53500001-54000000	6	53500001	54000000	1.041	1.322	1.025
6:54000001-54500000	6	54000001	54500000	1.045	1.239	1.116
6:55000001-55500000	6	55000001	55500000	1.066	1.09	0.974
6:55500001-56000000	6	55500001	56000000	1.067	1.17	1.027
6:56000001-56500000	6	56000001	56500000	1.061	1.289	1.057
6:56500001-57000000	6	56500001	57000000	1.084	1.204	1.11
6:62000001-62500000	6	62000001	62500000	0.958	0.983	0.993
6:62500001-63000000	6	62500001	63000000	0.986	0.87	0.974
6:63000001-63500000	6	63000001	63500000	0.913	0.816	1.035
6:63500001-64000000	6	63500001	64000000	0.914	0.844	0.991
6:64000001-64500000	6	64000001	64500000	1.087	0.86	1.024
6:64500001-65000000	6	64500001	65000000	0.942	0.892	0.949
6:65000001-65500000	6	65000001	65500000	1.031	1.061	0.909
6:65500001-66000000	6	65500001	66000000	0.956	1.104	0.972
6:66000001-66500000	6	66000001	66500000	0.963	1.096	0.903
6:66500001-67000000	6	66500001	67000000	0.954	0.986	0.933
6:67000001-67500000	6	67000001	67500000	0.994	1.217	0.96
6:67500001-68000000	6	67500001	68000000	1.008	1.077	0.927
6:68000001-68500000	6	68000001	68500000	1.015	1.084	0.927
6:68500001-69000000	6	68500001	69000000	1.098	1.048	1.009
6:69000001-69500000	6	69000001	69500000	0.968	1.033	1.044
6:69500001-70000000	6	69500001	70000000	0.993	1.071	1.064
6:70000001-70500000	6	70000001	70500000	0.997	1.075	1.027
6:70500001-71000000	6	70500001	71000000	1.037	1.063	0.927
6:71000001-71500000	6	71000001	71500000	1.043	1.233	1.043
6:71500001-72000000	6	71500001	72000000	1.07	1.587	1.137
6:72000001-72500000	6	72000001	72500000	1.117	2.061	1.284
6:73000001-73500000	6	73000001	73500000	1.102	1.357	1.06
6:73500001-74000000	6	73500001	74000000	0.937	1.238	1.044
6:74000001-74500000	6	74000001	74500000	1.055	1.32	1.134
6:74500001-75000000	6	74500001	75000000	1.047	1.038	1.036
6:75000001-75500000	6	75000001	75500000	1.09	1.282	1.026
6:75500001-76000000	6	75500001	76000000	1.076	1.087	0.977
6:76000001-76500000	6	76000001	76500000	0.973	1.212	1.011
6:77000001-77500000	6	77000001	77500000	1.01	1.137	0.992
6:77500001-78000000	6	77500001	78000000	1.091	1.124	0.997
6:78000001-78500000	6	78000001	78500000	0.908	1.164	1.062
6:78500001-79000000	6	78500001	79000000	1.019	1.09	1.007
