feature	chromosome	start	end	SLX-16150.D711tp_D503tp.HC22VBBXY.s_3.r_1	SLX-16150.D712tp_D504tp.HC22VBBXY.s_3.r_1	SLX-17921.D709tp_D507tp.H5J55BBXY.s_8.r_1
18:52000001-52500000	18	52000001	52500000	1.03	0.96	0.874
18:53000001-53500000	18	53000001	53500000	1.133	0.974	1.006
18:53500001-54000000	18	53500001	54000000	0.905	1.014	0.88
18:54000001-54500000	18	54000001	54500000	0.932	1.087	1
18:54500001-55000000	18	54500001	55000000	0.903	1.031	1.057
18:55000001-55500000	18	55000001	55500000	1.062	1.057	0.934
18:55500001-56000000	18	55500001	56000000	0.965	1.088	1.001
18:56000001-56500000	18	56000001	56500000	1.132	1.044	1.096
18:56500001-57000000	18	56500001	57000000	0.941	1.075	1.071
18:57000001-57500000	18	57000001	57500000	0.914	1.166	1.054
18:57500001-58000000	18	57500001	58000000	0.985	1.03	0.989
18:58000001-58500000	18	58000001	58500000	0.89	0.981	0.943
18:58500001-59000000	18	58500001	59000000	0.993	1.028	1.09
18:59500001-60000000	18	59500001	60000000	0.975	1.026	0.998
18:60000001-60500000	18	60000001	60500000	0.96	1.005	1.007
18:60500001-61000000	18	60500001	61000000	0.936	0.974	1.019
18:61000001-61500000	18	61000001	61500000	1.089	0.945	0.95
18:62000001-62500000	18	62000001	62500000	0.879	0.992	0.935
18:62500001-63000000	18	62500001	63000000	0.931	1.07	1.052
18:63000001-63500000	18	63000001	63500000	1.019	1.018	0.988
18:63500001-64000000	18	63500001	64000000	0.928	1.052	1.093
18:64000001-64500000	18	64000001	64500000	1.059	0.952	1.032
18:64500001-65000000	18	64500001	65000000	1.023	0.962	0.954
18:65000001-65500000	18	65000001	65500000	1	1.057	0.992
18:65500001-66000000	18	65500001	66000000	0.89	0.926	0.975
18:66000001-66500000	18	66000001	66500000	0.934	0.942	0.977
18:66500001-67000000	18	66500001	67000000	1.02	0.942	0.904
18:67000001-67500000	18	67000001	67500000	0.971	1.046	0.936
18:67500001-68000000	18	67500001	68000000	0.923	1.057	1.01
18:68000001-68500000	18	68000001	68500000	0.975	0.894	0.922
18:68500001-69000000	18	68500001	69000000	0.917	0.887	1.014
18:69000001-69500000	18	69000001	69500000	1.027	0.999	0.956
18:69500001-70000000	18	69500001	70000000	0.891	0.966	0.967
18:70000001-70500000	18	70000001	70500000	0.921	0.932	1.048
18:70500001-71000000	18	70500001	71000000	0.874	1.073	0.996
18:71000001-71500000	18	71000001	71500000	0.872	1.058	0.889
18:71500001-72000000	18	71500001	72000000	0.945	0.98	0.889
18:72000001-72500000	18	72000001	72500000	1.029	1.101	0.993
18:72500001-73000000	18	72500001	73000000	0.988	0.88	0.938
18:73000001-73500000	18	73000001	73500000	0.98	1.006	0.992
18:73500001-74000000	18	73500001	74000000	0.976	0.975	0.858
18:74000001-74500000	18	74000001	74500000	0.973	0.942	1.074
18:74500001-75000000	18	74500001	75000000	0.86	0.926	0.923
18:75000001-75500000	18	75000001	75500000	0.991	0.979	0.99
18:75500001-76000000	18	75500001	76000000	0.974	1.045	0.926
18:76000001-76500000	18	76000001	76500000	0.934	0.945	0.916
18:76500001-77000000	18	76500001	77000000	1.028	0.991	1.073
18:77500001-78000000	18	77500001	78000000	0.926	1.127	0.976
18:78000001-78500000	18	78000001	78500000	0.856	0.963	0.934
18:78500001-79000000	18	78500001	79000000	0.901	0.937	0.927
18:79000001-79500000	18	79000001	79500000	0.947	0.94	1.019
18:79500001-80000000	18	79500001	80000000	0.891	0.985	0.83
18:80000001-80373285	18	80000001	80373285	0.752	1.039	0.927
19:500001-1000000	19	500001	1000000	0.997	1.015	1.004
19:1000001-1500000	19	1000001	1500000	0.974	0.922	0.941
19:1500001-2000000	19	1500001	2000000	1.031	1.01	0.932
19:2000001-2500000	19	2000001	2500000	0.946	1.076	1.011
19:2500001-3000000	19	2500001	3000000	0.983	1.012	0.868
19:3000001-3500000	19	3000001	3500000	1.029	1.005	0.957
19:3500001-4000000	19	3500001	4000000	0.965	0.965	0.991
19:4000001-4500000	19	4000001	4500000	1.013	1.038	1.038
19:4500001-5000000	19	4500001	5000000	0.98	1.048	1.036
19:5000001-5500000	19	5000001	5500000	1.255	1.087	1.033
19:5500001-6000000	19	5500001	6000000	1.146	0.971	1.046
19:6000001-6500000	19	6000001	6500000	1.027	1.076	0.885
19:6500001-7000000	19	6500001	7000000	0.879	1.087	0.953
19:7500001-8000000	19	7500001	8000000	0.945	0.989	0.993
19:9000001-9500000	19	9000001	9500000	1.001	1.012	0.99
19:10000001-10500000	19	10000001	10500000	0.846	0.875	0.992
19:10500001-11000000	19	10500001	11000000	0.99	0.917	0.926
19:11000001-11500000	19	11000001	11500000	1.017	0.959	1.014
19:12500001-13000000	19	12500001	13000000	0.962	0.914	0.912
19:13500001-14000000	19	13500001	14000000	0.965	0.995	1.033
19:14500001-15000000	19	14500001	15000000	0.934	1.117	0.868
19:15000001-15500000	19	15000001	15500000	0.854	1.035	1.116
19:15500001-16000000	19	15500001	16000000	0.975	0.924	0.944
19:16000001-16500000	19	16000001	16500000	0.925	0.998	0.896
19:16500001-17000000	19	16500001	17000000	0.963	1.034	1.034
19:17000001-17500000	19	17000001	17500000	0.99	1.017	0.906
19:17500001-18000000	19	17500001	18000000	1.04	1.065	1.214
19:18000001-18500000	19	18000001	18500000	0.836	1.045	0.954
19:18500001-19000000	19	18500001	19000000	0.951	0.961	1.013
19:19000001-19500000	19	19000001	19500000	1	0.896	0.991
19:19500001-20000000	19	19500001	20000000	0.843	1.028	0.982
19:28000001-28500000	19	28000001	28500000	1.029	1.028	0.893
19:28500001-29000000	19	28500001	29000000	0.85	0.996	0.931
19:29000001-29500000	19	29000001	29500000	0.944	0.94	1.11
19:29500001-30000000	19	29500001	30000000	1.018	1.087	1.037
19:30000001-30500000	19	30000001	30500000	1.116	1.076	1.002
19:30500001-31000000	19	30500001	31000000	1.004	0.97	0.976
19:31000001-31500000	19	31000001	31500000	0.988	0.995	1
19:31500001-32000000	19	31500001	32000000	0.98	1.053	0.956
19:32000001-32500000	19	32000001	32500000	0.921	0.963	0.979
19:32500001-33000000	19	32500001	33000000	0.99	1.049	1.012
19:33000001-33500000	19	33000001	33500000	0.973	1.038	1.055
19:33500001-34000000	19	33500001	34000000	1.009	0.914	1.044
19:34000001-34500000	19	34000001	34500000	1.007	0.869	1.009
19:34500001-35000000	19	34500001	35000000	1.094	0.963	0.922
19:35000001-35500000	19	35000001	35500000	0.96	1.046	0.965
19:35500001-36000000	19	35500001	36000000	0.963	1.01	0.952
19:36500001-37000000	19	36500001	37000000	0.944	0.861	0.915
19:38000001-38500000	19	38000001	38500000	1.11	1.032	1.004
19:38500001-39000000	19	38500001	39000000	0.872	1.097	1.032
19:39000001-39500000	19	39000001	39500000	0.964	1.037	0.995
19:39500001-40000000	19	39500001	40000000	1.103	0.987	0.941
19:40000001-40500000	19	40000001	40500000	1.057	0.945	0.902
19:40500001-41000000	19	40500001	41000000	1.064	1.041	1.024
19:41000001-41500000	19	41000001	41500000	0.942	0.998	0.855
19:41500001-42000000	19	41500001	42000000	0.926	0.977	1.082
19:42000001-42500000	19	42000001	42500000	0.871	0.919	1.076
19:43500001-44000000	19	43500001	44000000	0.888	0.909	0.962
19:44000001-44500000	19	44000001	44500000	0.997	0.937	0.947
19:44500001-45000000	19	44500001	45000000	0.915	0.996	0.953
19:45000001-45500000	19	45000001	45500000	0.976	0.951	0.956
19:45500001-46000000	19	45500001	46000000	1.046	0.875	0.91
19:46500001-47000000	19	46500001	47000000	1.124	0.911	0.981
19:47000001-47500000	19	47000001	47500000	0.973	0.983	0.945
19:48000001-48500000	19	48000001	48500000	0.875	1.019	1.064
19:49000001-49500000	19	49000001	49500000	0.803	0.975	1.047
19:49500001-50000000	19	49500001	50000000	0.882	0.991	0.884
19:50500001-51000000	19	50500001	51000000	1.097	1.157	0.981
19:51000001-51500000	19	51000001	51500000	1.01	0.976	0.911
19:51500001-52000000	19	51500001	52000000	0.942	0.897	0.974
19:52000001-52500000	19	52000001	52500000	0.89	0.847	0.926
19:54000001-54500000	19	54000001	54500000	0.882	1.005	1.061
19:55000001-55500000	19	55000001	55500000	1.15	0.998	1.01
19:55500001-56000000	19	55500001	56000000	0.941	0.929	1.019
19:56000001-56500000	19	56000001	56500000	1.032	0.98	0.92
19:57000001-57500000	19	57000001	57500000	0.907	0.858	0.952
19:57500001-58000000	19	57500001	58000000	1.04	0.915	0.852
19:58000001-58500000	19	58000001	58500000	0.982	0.843	0.795
20:1-500000	20	1	500000	1.072	0.998	0.937
20:500001-1000000	20	500001	1000000	1.058	1.051	1.011
20:1000001-1500000	20	1000001	1500000	0.996	0.921	0.898
20:1500001-2000000	20	1500001	2000000	0.85	0.899	0.992
20:2000001-2500000	20	2000001	2500000	1.053	1.002	0.929
20:2500001-3000000	20	2500001	3000000	1.144	0.992	0.978
20:3000001-3500000	20	3000001	3500000	1.064	1.026	1.125
20:3500001-4000000	20	3500001	4000000	0.981	0.918	0.881
20:4000001-4500000	20	4000001	4500000	1.115	1.112	1.07
20:4500001-5000000	20	4500001	5000000	0.977	0.988	0.957
20:5000001-5500000	20	5000001	5500000	1.069	0.968	1.069
20:6000001-6500000	20	6000001	6500000	1.027	0.994	1.01
20:6500001-7000000	20	6500001	7000000	1.043	1.088	0.969
20:7000001-7500000	20	7000001	7500000	0.975	1.005	1.075
20:7500001-8000000	20	7500001	8000000	0.963	1.066	0.995
20:8000001-8500000	20	8000001	8500000	1.009	1.008	1.022
20:8500001-9000000	20	8500001	9000000	1.075	1.052	1.003
20:9500001-10000000	20	9500001	10000000	0.98	0.894	0.992
20:10500001-11000000	20	10500001	11000000	0.966	0.94	0.995
20:11000001-11500000	20	11000001	11500000	0.917	0.965	1.055
20:11500001-12000000	20	11500001	12000000	0.962	0.941	1.038
20:12000001-12500000	20	12000001	12500000	1.014	1.056	1.082
20:12500001-13000000	20	12500001	13000000	1.07	1.042	0.979
20:13500001-14000000	20	13500001	14000000	1.046	0.976	0.987
20:14000001-14500000	20	14000001	14500000	1.003	0.975	1.026
20:14500001-15000000	20	14500001	15000000	1.011	1.023	1.027
20:15000001-15500000	20	15000001	15500000	1.078	0.984	1.067
20:15500001-16000000	20	15500001	16000000	0.897	1.068	0.947
20:16000001-16500000	20	16000001	16500000	0.986	0.982	1.016
20:16500001-17000000	20	16500001	17000000	0.991	1.007	1.006
20:17000001-17500000	20	17000001	17500000	1.049	1.014	1.023
20:17500001-18000000	20	17500001	18000000	0.976	0.943	0.957
20:18500001-19000000	20	18500001	19000000	1.051	1.019	1.073
20:19000001-19500000	20	19000001	19500000	0.955	0.953	0.946
20:19500001-20000000	20	19500001	20000000	1.045	0.902	1.003
20:20000001-20500000	20	20000001	20500000	0.998	1	0.948
20:20500001-21000000	20	20500001	21000000	0.989	1.045	0.978
20:21000001-21500000	20	21000001	21500000	1.001	0.968	0.994
20:21500001-22000000	20	21500001	22000000	1.015	1.049	1.014
20:22500001-23000000	20	22500001	23000000	1.027	1.143	1.026
20:23000001-23500000	20	23000001	23500000	0.945	1.07	1.038
20:23500001-24000000	20	23500001	24000000	0.939	0.957	1.018
20:24500001-25000000	20	24500001	25000000	0.969	0.984	1.074
20:25000001-25500000	20	25000001	25500000	1.045	1.141	0.948
20:31500001-32000000	20	31500001	32000000	0.949	1.01	1.127
20:32000001-32500000	20	32000001	32500000	1.061	1.027	0.986
20:32500001-33000000	20	32500001	33000000	0.982	0.977	1.065
20:33000001-33500000	20	33000001	33500000	0.939	1.006	1.013
20:33500001-34000000	20	33500001	34000000	0.954	1.007	1.049
20:34000001-34500000	20	34000001	34500000	1.115	0.987	1.017
20:35000001-35500000	20	35000001	35500000	1.08	0.956	1.039
20:35500001-36000000	20	35500001	36000000	0.967	1.146	0.993
20:36000001-36500000	20	36000001	36500000	1.045	1.021	0.968
20:36500001-37000000	20	36500001	37000000	1.194	0.981	1.081
20:37000001-37500000	20	37000001	37500000	1.168	1.071	0.961
20:37500001-38000000	20	37500001	38000000	1.011	0.934	0.976
20:38000001-38500000	20	38000001	38500000	0.922	1.123	0.938
20:38500001-39000000	20	38500001	39000000	0.975	1.069	0.976
20:39000001-39500000	20	39000001	39500000	0.99	1.042	0.949
20:39500001-40000000	20	39500001	40000000	1.101	1.004	0.955
20:40000001-40500000	20	40000001	40500000	1.029	0.977	1.036
20:40500001-41000000	20	40500001	41000000	1.072	0.993	1.044
20:41000001-41500000	20	41000001	41500000	1.064	1.157	0.929
20:41500001-42000000	20	41500001	42000000	1.119	1.152	0.967
20:42000001-42500000	20	42000001	42500000	1.05	1.074	1.053
20:42500001-43000000	20	42500001	43000000	1.034	0.932	1.044
20:43000001-43500000	20	43000001	43500000	1.157	1.031	1.098
20:43500001-44000000	20	43500001	44000000	1.168	1.13	1.031
20:44000001-44500000	20	44000001	44500000	1.044	1.005	1.01
20:44500001-45000000	20	44500001	45000000	1.014	1.01	1.009
20:45000001-45500000	20	45000001	45500000	1.012	0.868	1.095
20:45500001-46000000	20	45500001	46000000	0.929	1.023	1.013
20:46000001-46500000	20	46000001	46500000	0.866	1.037	0.919
20:46500001-47000000	20	46500001	47000000	0.995	1.056	0.904
20:47000001-47500000	20	47000001	47500000	0.934	0.951	1.001
20:48000001-48500000	20	48000001	48500000	1.032	1.012	1.08
20:48500001-49000000	20	48500001	49000000	0.972	1.064	1.095
20:49000001-49500000	20	49000001	49500000	0.922	0.994	0.982
20:49500001-50000000	20	49500001	50000000	0.913	0.901	0.842
20:50000001-50500000	20	50000001	50500000	0.993	1.046	0.902
20:50500001-51000000	20	50500001	51000000	0.932	0.986	0.996
20:51000001-51500000	20	51000001	51500000	1.111	1.032	1.037
20:51500001-52000000	20	51500001	52000000	1.069	0.965	1.049
20:52000001-52500000	20	52000001	52500000	0.818	1.001	1.052
20:52500001-53000000	20	52500001	53000000	0.875	1.014	1.082
20:53000001-53500000	20	53000001	53500000	0.861	1.027	1.063
20:53500001-54000000	20	53500001	54000000	1.043	0.876	0.896
20:54000001-54500000	20	54000001	54500000	0.916	1.078	0.972
20:54500001-55000000	20	54500001	55000000	1.01	1.079	0.982
20:55000001-55500000	20	55000001	55500000	1.078	0.949	0.994
20:55500001-56000000	20	55500001	56000000	1.108	0.923	1.015
20:56000001-56500000	20	56000001	56500000	1.06	0.934	1.054
20:56500001-57000000	20	56500001	57000000	0.943	0.971	0.954
20:57500001-58000000	20	57500001	58000000	0.956	1.015	1.058
20:58000001-58500000	20	58000001	58500000	1.083	1.042	0.957
20:58500001-59000000	20	58500001	59000000	1.048	0.945	1.105
20:59000001-59500000	20	59000001	59500000	1.043	0.965	1.086
20:59500001-60000000	20	59500001	60000000	1.019	1.016	1.054
20:60000001-60500000	20	60000001	60500000	0.974	1.061	0.927
20:60500001-61000000	20	60500001	61000000	0.984	0.862	1.038
20:61000001-61500000	20	61000001	61500000	1.078	1.02	0.963
20:61500001-62000000	20	61500001	62000000	1.069	0.972	0.963
20:62000001-62500000	20	62000001	62500000	0.944	1.008	0.911
20:62500001-63000000	20	62500001	63000000	0.861	0.909	0.993
20:63000001-63500000	20	63000001	63500000	0.975	0.863	1.055
20:64000001-64444167	20	64000001	64444167	1.084	1.25	1.353
21:14000001-14500000	21	14000001	14500000	0.992	0.948	0.942
21:14500001-15000000	21	14500001	15000000	1.027	1.106	1.131
21:15000001-15500000	21	15000001	15500000	1.023	0.978	1.021
21:15500001-16000000	21	15500001	16000000	1.074	0.969	1.013
21:16000001-16500000	21	16000001	16500000	1.087	1.093	1.009
21:17000001-17500000	21	17000001	17500000	1.05	1.109	1.001
21:17500001-18000000	21	17500001	18000000	0.977	0.957	0.94
21:18000001-18500000	21	18000001	18500000	1.038	0.999	1.058
21:18500001-19000000	21	18500001	19000000	1.002	0.932	0.976
21:19000001-19500000	21	19000001	19500000	1.02	1.033	1.038
21:19500001-20000000	21	19500001	20000000	0.986	0.862	0.988
21:20000001-20500000	21	20000001	20500000	0.876	0.992	0.985
21:20500001-21000000	21	20500001	21000000	0.908	0.923	1.049
21:21000001-21500000	21	21000001	21500000	1.057	1.025	0.922
21:21500001-22000000	21	21500001	22000000	0.971	0.952	1.032
21:22000001-22500000	21	22000001	22500000	0.895	0.887	1.12
21:22500001-23000000	21	22500001	23000000	0.97	0.949	0.943
21:23000001-23500000	21	23000001	23500000	1.025	0.965	0.931
21:23500001-24000000	21	23500001	24000000	0.951	0.949	0.949
21:24000001-24500000	21	24000001	24500000	0.978	0.983	0.975
21:24500001-25000000	21	24500001	25000000	1.012	0.976	1.011
21:25000001-25500000	21	25000001	25500000	1.079	0.965	1.107
21:25500001-26000000	21	25500001	26000000	1.019	0.913	0.956
21:26000001-26500000	21	26000001	26500000	0.941	1.051	0.916
21:26500001-27000000	21	26500001	27000000	1.054	1.02	0.945
21:27000001-27500000	21	27000001	27500000	1.004	0.997	0.977
21:27500001-28000000	21	27500001	28000000	1.014	1.024	1.007
21:28000001-28500000	21	28000001	28500000	0.943	0.895	0.88
21:28500001-29000000	21	28500001	29000000	0.89	0.937	0.985
21:29000001-29500000	21	29000001	29500000	0.962	0.995	0.862
21:29500001-30000000	21	29500001	30000000	1.044	1.028	0.979
21:30000001-30500000	21	30000001	30500000	0.946	1.035	0.967
21:30500001-31000000	21	30500001	31000000	0.91	0.894	0.95
21:31000001-31500000	21	31000001	31500000	1.002	1.041	1.066
21:31500001-32000000	21	31500001	32000000	0.975	1.044	1.101
21:32500001-33000000	21	32500001	33000000	0.984	1.069	0.938
21:33000001-33500000	21	33000001	33500000	0.976	0.906	0.943
21:33500001-34000000	21	33500001	34000000	1.078	0.929	0.977
21:34000001-34500000	21	34000001	34500000	1.005	1.001	0.957
21:34500001-35000000	21	34500001	35000000	0.905	1.06	0.983
21:35000001-35500000	21	35000001	35500000	1.082	1.13	1.041
21:36000001-36500000	21	36000001	36500000	0.985	1.032	0.922
21:36500001-37000000	21	36500001	37000000	1.098	0.984	1.009
21:37000001-37500000	21	37000001	37500000	0.947	0.979	0.97
21:37500001-38000000	21	37500001	38000000	1.103	1.01	1.014
21:38000001-38500000	21	38000001	38500000	1.046	1.003	1.02
21:38500001-39000000	21	38500001	39000000	0.891	1.036	1.003
21:39000001-39500000	21	39000001	39500000	0.885	0.99	0.949
21:39500001-40000000	21	39500001	40000000	0.979	0.932	1.11
21:40000001-40500000	21	40000001	40500000	0.917	1.002	0.973
21:40500001-41000000	21	40500001	41000000	1.114	1.023	1.061
21:41000001-41500000	21	41000001	41500000	1.007	1.026	1.005
21:41500001-42000000	21	41500001	42000000	1.009	0.962	0.99
21:42000001-42500000	21	42000001	42500000	1.02	0.962	0.977
21:42500001-43000000	21	42500001	43000000	0.929	1.068	0.932
21:43500001-44000000	21	43500001	44000000	0.963	0.915	0.985
21:44500001-45000000	21	44500001	45000000	0.993	0.985	1.048
21:45500001-46000000	21	45500001	46000000	1.095	0.99	1.058
21:46000001-46500000	21	46000001	46500000	1.036	0.999	1.123
21:46500001-46709983	21	46500001	46709983	0.929	0.991	0.952
22:17000001-17500000	22	17000001	17500000	1.114	1.006	1.094
22:17500001-18000000	22	17500001	18000000	1.066	0.962	1.12
22:19000001-19500000	22	19000001	19500000	0.896	0.927	0.985
22:19500001-20000000	22	19500001	20000000	0.986	1.006	0.962
22:20000001-20500000	22	20000001	20500000	1.15	1.246	1.146
22:20500001-21000000	22	20500001	21000000	1.003	0.927	0.923
22:22000001-22500000	22	22000001	22500000	1.098	1.217	1.159
22:23000001-23500000	22	23000001	23500000	0.771	1.067	1.18
22:23500001-24000000	22	23500001	24000000	0.928	1.146	0.986
22:24000001-24500000	22	24000001	24500000	1.029	1.017	1.166
22:25000001-25500000	22	25000001	25500000	1.013	0.985	1.068
22:25500001-26000000	22	25500001	26000000	0.937	0.972	0.918
22:26000001-26500000	22	26000001	26500000	0.868	1.022	1.009
22:26500001-27000000	22	26500001	27000000	1	0.975	1.05
22:27000001-27500000	22	27000001	27500000	1.098	1.004	1.098
22:27500001-28000000	22	27500001	28000000	0.968	1.06	0.936
22:28000001-28500000	22	28000001	28500000	1.032	1.019	1.12
22:28500001-29000000	22	28500001	29000000	1.003	0.988	1.116
22:29000001-29500000	22	29000001	29500000	1.043	0.918	1.007
22:29500001-30000000	22	29500001	30000000	0.979	0.979	1.028
22:30000001-30500000	22	30000001	30500000	0.97	1.022	1.062
22:30500001-31000000	22	30500001	31000000	1.016	1.037	0.932
22:31000001-31500000	22	31000001	31500000	0.968	0.953	1.002
22:31500001-32000000	22	31500001	32000000	0.926	0.985	0.934
22:32000001-32500000	22	32000001	32500000	0.899	1.038	1.006
22:33000001-33500000	22	33000001	33500000	1.093	1.104	1.013
22:34000001-34500000	22	34000001	34500000	0.988	0.929	1.04
22:34500001-35000000	22	34500001	35000000	1.031	1.029	0.977
22:35000001-35500000	22	35000001	35500000	1.014	1.041	1.007
22:36500001-37000000	22	36500001	37000000	0.979	0.976	0.987
