feature	chromosome	start	end	SLX-17921.D702tp_D503tp.H5J55BBXY.s_8.r_1	SLX-17921.D703tp_D506tp.H5J55BBXY.s_8.r_1
17:62500001-63000000	17	62500001	63000000	1.059	1.035
17:63500001-64000000	17	63500001	64000000	0.882	0.972
17:64000001-64500000	17	64000001	64500000	0.834	0.997
17:65000001-65500000	17	65000001	65500000	0.963	1.042
17:66000001-66500000	17	66000001	66500000	0.957	1.057
17:66500001-67000000	17	66500001	67000000	1.055	1.07
17:67000001-67500000	17	67000001	67500000	0.976	1.035
17:67500001-68000000	17	67500001	68000000	0.938	0.975
17:68500001-69000000	17	68500001	69000000	0.984	0.909
17:69000001-69500000	17	69000001	69500000	0.972	0.976
17:69500001-70000000	17	69500001	70000000	1.106	0.987
17:70000001-70500000	17	70000001	70500000	1.008	1.047
17:70500001-71000000	17	70500001	71000000	0.98	1.057
17:71000001-71500000	17	71000001	71500000	0.98	0.99
17:71500001-72000000	17	71500001	72000000	0.973	0.997
17:72500001-73000000	17	72500001	73000000	1.088	1.074
17:73000001-73500000	17	73000001	73500000	1.031	1.02
17:73500001-74000000	17	73500001	74000000	1.103	1.024
17:74000001-74500000	17	74000001	74500000	1.124	0.969
17:74500001-75000000	17	74500001	75000000	1.045	0.956
17:75000001-75500000	17	75000001	75500000	0.972	0.797
17:75500001-76000000	17	75500001	76000000	1.086	1.021
17:76000001-76500000	17	76000001	76500000	1.016	1.053
17:76500001-77000000	17	76500001	77000000	1.098	1.004
17:77000001-77500000	17	77000001	77500000	0.994	0.941
17:77500001-78000000	17	77500001	78000000	1.104	1.128
17:78000001-78500000	17	78000001	78500000	1.086	0.926
17:78500001-79000000	17	78500001	79000000	0.983	0.979
17:79000001-79500000	17	79000001	79500000	1.061	1.063
17:79500001-80000000	17	79500001	80000000	0.971	1.032
17:80000001-80500000	17	80000001	80500000	0.972	0.995
17:81000001-81500000	17	81000001	81500000	0.954	0.88
17:81500001-82000000	17	81500001	82000000	0.887	0.904
17:82000001-82500000	17	82000001	82500000	0.9	0.992
17:82500001-83000000	17	82500001	83000000	0.982	1.014
17:83000001-83257441	17	83000001	83257441	1.328	1.284
18:1-500000	18	1	500000	1.175	1.034
18:500001-1000000	18	500001	1000000	1.075	0.988
18:1000001-1500000	18	1000001	1500000	0.924	1.016
18:1500001-2000000	18	1500001	2000000	0.881	1.022
18:2000001-2500000	18	2000001	2500000	0.954	1.028
18:3000001-3500000	18	3000001	3500000	0.877	0.93
18:3500001-4000000	18	3500001	4000000	0.997	1.001
18:4000001-4500000	18	4000001	4500000	0.936	0.959
18:4500001-5000000	18	4500001	5000000	0.981	1.004
18:5000001-5500000	18	5000001	5500000	0.908	0.939
18:5500001-6000000	18	5500001	6000000	0.997	0.945
18:6000001-6500000	18	6000001	6500000	0.994	1
18:6500001-7000000	18	6500001	7000000	1.068	0.933
18:7000001-7500000	18	7000001	7500000	1.094	1.13
18:7500001-8000000	18	7500001	8000000	1.147	1.075
18:9000001-9500000	18	9000001	9500000	0.944	0.914
18:9500001-10000000	18	9500001	10000000	0.98	0.959
18:10000001-10500000	18	10000001	10500000	1.055	0.967
18:10500001-11000000	18	10500001	11000000	0.928	1.038
18:11000001-11500000	18	11000001	11500000	1.045	1.057
18:11500001-12000000	18	11500001	12000000	1.004	1.134
18:12500001-13000000	18	12500001	13000000	0.979	0.968
18:13000001-13500000	18	13000001	13500000	1.013	1.003
18:13500001-14000000	18	13500001	14000000	0.994	0.977
18:21000001-21500000	18	21000001	21500000	0.994	0.993
18:21500001-22000000	18	21500001	22000000	1.02	0.976
18:22000001-22500000	18	22000001	22500000	0.958	1.055
18:22500001-23000000	18	22500001	23000000	1.02	1.081
18:23000001-23500000	18	23000001	23500000	1.001	1.062
18:23500001-24000000	18	23500001	24000000	1.05	0.944
18:24000001-24500000	18	24000001	24500000	0.922	0.942
18:24500001-25000000	18	24500001	25000000	1.059	1.025
18:25000001-25500000	18	25000001	25500000	1.127	1.011
18:25500001-26000000	18	25500001	26000000	1.126	1.029
18:26000001-26500000	18	26000001	26500000	0.872	0.942
18:26500001-27000000	18	26500001	27000000	1.022	0.989
18:27000001-27500000	18	27000001	27500000	0.995	1
18:27500001-28000000	18	27500001	28000000	0.952	0.947
18:28000001-28500000	18	28000001	28500000	0.98	1.027
18:28500001-29000000	18	28500001	29000000	1.134	1.02
18:29000001-29500000	18	29000001	29500000	1.038	1.075
18:29500001-30000000	18	29500001	30000000	0.924	0.984
18:30000001-30500000	18	30000001	30500000	0.896	0.921
18:30500001-31000000	18	30500001	31000000	0.969	1.042
18:31000001-31500000	18	31000001	31500000	1.022	1.008
18:31500001-32000000	18	31500001	32000000	1.034	0.942
18:32000001-32500000	18	32000001	32500000	0.964	0.972
18:32500001-33000000	18	32500001	33000000	0.923	1.017
18:33000001-33500000	18	33000001	33500000	1.045	0.968
18:33500001-34000000	18	33500001	34000000	1.001	1.04
18:34000001-34500000	18	34000001	34500000	0.985	0.999
18:35000001-35500000	18	35000001	35500000	0.96	0.963
18:35500001-36000000	18	35500001	36000000	0.915	1.045
18:36000001-36500000	18	36000001	36500000	1.043	1.06
18:36500001-37000000	18	36500001	37000000	1.106	0.987
18:37000001-37500000	18	37000001	37500000	1.123	1.037
18:37500001-38000000	18	37500001	38000000	1.092	1.108
18:38000001-38500000	18	38000001	38500000	1.027	1.045
18:38500001-39000000	18	38500001	39000000	0.956	1.022
18:39000001-39500000	18	39000001	39500000	1.045	1.043
18:39500001-40000000	18	39500001	40000000	1.047	1.016
18:40000001-40500000	18	40000001	40500000	1.056	1.071
18:40500001-41000000	18	40500001	41000000	0.928	0.933
18:41000001-41500000	18	41000001	41500000	0.958	0.926
18:41500001-42000000	18	41500001	42000000	1.007	1.024
18:42000001-42500000	18	42000001	42500000	0.93	1.003
18:42500001-43000000	18	42500001	43000000	0.983	0.993
18:43000001-43500000	18	43000001	43500000	1.067	0.992
18:43500001-44000000	18	43500001	44000000	1.002	1.065
18:44000001-44500000	18	44000001	44500000	0.98	1.028
18:44500001-45000000	18	44500001	45000000	1.061	1.036
18:45000001-45500000	18	45000001	45500000	0.94	1.079
18:45500001-46000000	18	45500001	46000000	1.102	1.065
18:46000001-46500000	18	46000001	46500000	0.997	1.023
18:46500001-47000000	18	46500001	47000000	1.095	1.081
18:47000001-47500000	18	47000001	47500000	1.069	1.064
18:48000001-48500000	18	48000001	48500000	1.108	0.97
18:48500001-49000000	18	48500001	49000000	1.094	0.953
18:49000001-49500000	18	49000001	49500000	1.074	0.932
18:49500001-50000000	18	49500001	50000000	1.081	1.082
18:50000001-50500000	18	50000001	50500000	1.081	0.984
18:50500001-51000000	18	50500001	51000000	0.96	1.015
18:51000001-51500000	18	51000001	51500000	0.94	0.993
18:51500001-52000000	18	51500001	52000000	0.973	0.963
18:52000001-52500000	18	52000001	52500000	1.01	0.997
18:53000001-53500000	18	53000001	53500000	0.956	1.019
18:53500001-54000000	18	53500001	54000000	1.05	0.941
18:54000001-54500000	18	54000001	54500000	1.053	1.063
18:54500001-55000000	18	54500001	55000000	0.967	0.98
18:55000001-55500000	18	55000001	55500000	0.989	1.018
18:55500001-56000000	18	55500001	56000000	0.977	1.062
18:56000001-56500000	18	56000001	56500000	1.074	1.068
18:56500001-57000000	18	56500001	57000000	1.01	1.045
18:57000001-57500000	18	57000001	57500000	1.036	1.03
18:57500001-58000000	18	57500001	58000000	1.025	0.954
18:58000001-58500000	18	58000001	58500000	1.006	1.002
18:58500001-59000000	18	58500001	59000000	1.054	1.067
18:59500001-60000000	18	59500001	60000000	1.119	0.982
18:60000001-60500000	18	60000001	60500000	1.055	1.041
18:60500001-61000000	18	60500001	61000000	1.052	1.034
18:61000001-61500000	18	61000001	61500000	0.947	0.988
18:62000001-62500000	18	62000001	62500000	0.957	0.953
18:62500001-63000000	18	62500001	63000000	0.952	0.962
18:63000001-63500000	18	63000001	63500000	1.031	1.069
18:63500001-64000000	18	63500001	64000000	0.918	0.937
18:64000001-64500000	18	64000001	64500000	1.07	1.017
18:64500001-65000000	18	64500001	65000000	0.973	1.019
18:65000001-65500000	18	65000001	65500000	1.016	0.929
18:65500001-66000000	18	65500001	66000000	1.057	0.996
18:66000001-66500000	18	66000001	66500000	0.928	0.989
18:66500001-67000000	18	66500001	67000000	1.056	0.98
18:67000001-67500000	18	67000001	67500000	1.018	1.01
18:67500001-68000000	18	67500001	68000000	1.08	0.981
18:68000001-68500000	18	68000001	68500000	1.014	1.007
18:68500001-69000000	18	68500001	69000000	1.043	1.056
18:69000001-69500000	18	69000001	69500000	0.966	1.039
18:69500001-70000000	18	69500001	70000000	1.036	0.996
18:70000001-70500000	18	70000001	70500000	0.956	1.009
18:70500001-71000000	18	70500001	71000000	1.074	0.943
18:71000001-71500000	18	71000001	71500000	0.994	0.987
18:71500001-72000000	18	71500001	72000000	0.924	0.998
18:72000001-72500000	18	72000001	72500000	0.946	0.965
18:72500001-73000000	18	72500001	73000000	0.95	0.957
18:73000001-73500000	18	73000001	73500000	1.012	0.994
18:73500001-74000000	18	73500001	74000000	0.978	0.969
18:74000001-74500000	18	74000001	74500000	0.948	0.977
18:74500001-75000000	18	74500001	75000000	0.993	0.94
18:75000001-75500000	18	75000001	75500000	0.935	0.922
18:75500001-76000000	18	75500001	76000000	1.024	1.032
18:76000001-76500000	18	76000001	76500000	0.912	0.97
18:76500001-77000000	18	76500001	77000000	0.941	0.969
18:77500001-78000000	18	77500001	78000000	1.006	0.937
18:78000001-78500000	18	78000001	78500000	1.012	0.935
18:78500001-79000000	18	78500001	79000000	0.905	1
18:79000001-79500000	18	79000001	79500000	0.923	0.981
18:79500001-80000000	18	79500001	80000000	0.928	0.948
18:80000001-80373285	18	80000001	80373285	0.943	0.951
19:500001-1000000	19	500001	1000000	1.063	1.004
19:1000001-1500000	19	1000001	1500000	0.892	0.855
19:1500001-2000000	19	1500001	2000000	0.966	1.037
19:2000001-2500000	19	2000001	2500000	0.963	0.899
19:2500001-3000000	19	2500001	3000000	0.923	0.993
19:3000001-3500000	19	3000001	3500000	1.097	0.953
19:3500001-4000000	19	3500001	4000000	1.01	1.038
19:4000001-4500000	19	4000001	4500000	0.934	0.972
19:4500001-5000000	19	4500001	5000000	0.991	0.944
19:5000001-5500000	19	5000001	5500000	1.153	1.145
19:5500001-6000000	19	5500001	6000000	1.068	1.103
19:6000001-6500000	19	6000001	6500000	0.967	0.995
19:6500001-7000000	19	6500001	7000000	1.042	0.9
19:7500001-8000000	19	7500001	8000000	1.057	0.939
19:9000001-9500000	19	9000001	9500000	1.034	1.045
19:10000001-10500000	19	10000001	10500000	0.978	0.995
19:10500001-11000000	19	10500001	11000000	0.931	0.826
19:11000001-11500000	19	11000001	11500000	0.94	1.043
19:12500001-13000000	19	12500001	13000000	0.965	0.941
19:13500001-14000000	19	13500001	14000000	1.065	0.979
19:14500001-15000000	19	14500001	15000000	0.91	0.914
19:15000001-15500000	19	15000001	15500000	1.092	1.008
19:15500001-16000000	19	15500001	16000000	1.032	0.998
19:16000001-16500000	19	16000001	16500000	0.886	0.905
19:16500001-17000000	19	16500001	17000000	0.921	0.998
19:17000001-17500000	19	17000001	17500000	1.013	0.989
19:17500001-18000000	19	17500001	18000000	0.991	1.001
19:18000001-18500000	19	18000001	18500000	0.967	0.936
19:18500001-19000000	19	18500001	19000000	1.007	1.041
19:19000001-19500000	19	19000001	19500000	0.906	0.98
19:19500001-20000000	19	19500001	20000000	0.968	0.927
19:28000001-28500000	19	28000001	28500000	0.985	1.006
19:28500001-29000000	19	28500001	29000000	0.955	0.937
19:29000001-29500000	19	29000001	29500000	1.07	0.977
19:29500001-30000000	19	29500001	30000000	1.055	1.037
19:30000001-30500000	19	30000001	30500000	0.978	1.002
19:30500001-31000000	19	30500001	31000000	0.954	0.951
19:31000001-31500000	19	31000001	31500000	0.999	0.974
19:31500001-32000000	19	31500001	32000000	0.977	0.998
19:32000001-32500000	19	32000001	32500000	1.003	0.94
19:32500001-33000000	19	32500001	33000000	1.084	1.007
19:33000001-33500000	19	33000001	33500000	1.115	1.128
19:33500001-34000000	19	33500001	34000000	1.036	1.012
19:34000001-34500000	19	34000001	34500000	0.933	0.92
19:34500001-35000000	19	34500001	35000000	1.021	0.949
19:35000001-35500000	19	35000001	35500000	0.929	0.871
19:35500001-36000000	19	35500001	36000000	0.975	1.054
19:36500001-37000000	19	36500001	37000000	0.9	0.91
19:38000001-38500000	19	38000001	38500000	1.028	1.119
19:38500001-39000000	19	38500001	39000000	0.931	1.065
19:39000001-39500000	19	39000001	39500000	0.94	0.997
19:39500001-40000000	19	39500001	40000000	1.015	1.001
19:40000001-40500000	19	40000001	40500000	0.91	0.977
19:40500001-41000000	19	40500001	41000000	1.01	0.983
19:41000001-41500000	19	41000001	41500000	1.094	0.968
19:41500001-42000000	19	41500001	42000000	0.978	1
19:42000001-42500000	19	42000001	42500000	0.953	0.919
19:43500001-44000000	19	43500001	44000000	0.893	0.835
19:44000001-44500000	19	44000001	44500000	0.984	0.882
19:44500001-45000000	19	44500001	45000000	1.035	0.985
19:45000001-45500000	19	45000001	45500000	0.927	0.902
19:45500001-46000000	19	45500001	46000000	1.047	0.934
19:46500001-47000000	19	46500001	47000000	0.91	0.966
19:47000001-47500000	19	47000001	47500000	0.957	0.983
19:48000001-48500000	19	48000001	48500000	0.92	0.91
19:49000001-49500000	19	49000001	49500000	1.213	1.019
19:49500001-50000000	19	49500001	50000000	0.946	0.975
19:50500001-51000000	19	50500001	51000000	1.075	1.114
19:51000001-51500000	19	51000001	51500000	1.02	1.046
19:51500001-52000000	19	51500001	52000000	0.896	0.832
19:52000001-52500000	19	52000001	52500000	0.886	0.939
19:54000001-54500000	19	54000001	54500000	0.912	0.893
19:55000001-55500000	19	55000001	55500000	0.926	0.905
19:55500001-56000000	19	55500001	56000000	0.99	0.939
19:56000001-56500000	19	56000001	56500000	0.904	0.937
19:57000001-57500000	19	57000001	57500000	0.839	0.923
19:57500001-58000000	19	57500001	58000000	0.877	0.975
19:58000001-58500000	19	58000001	58500000	0.78	0.966
20:1-500000	20	1	500000	0.934	0.981
20:500001-1000000	20	500001	1000000	1.072	0.955
20:1000001-1500000	20	1000001	1500000	0.929	0.942
20:1500001-2000000	20	1500001	2000000	1.036	0.926
20:2000001-2500000	20	2000001	2500000	0.855	0.982
20:2500001-3000000	20	2500001	3000000	1.049	0.993
20:3000001-3500000	20	3000001	3500000	0.875	0.94
20:3500001-4000000	20	3500001	4000000	0.874	1.018
20:4000001-4500000	20	4000001	4500000	1.106	1.115
20:4500001-5000000	20	4500001	5000000	1.039	0.908
20:5000001-5500000	20	5000001	5500000	1.043	1.07
20:6000001-6500000	20	6000001	6500000	1.084	0.973
20:6500001-7000000	20	6500001	7000000	0.993	1.063
20:7000001-7500000	20	7000001	7500000	0.891	0.952
20:7500001-8000000	20	7500001	8000000	1.077	1.041
20:8000001-8500000	20	8000001	8500000	1.128	1.032
20:8500001-9000000	20	8500001	9000000	1.175	0.989
20:9500001-10000000	20	9500001	10000000	1.095	1.087
20:10500001-11000000	20	10500001	11000000	1.02	0.938
20:11000001-11500000	20	11000001	11500000	0.946	1.011
20:11500001-12000000	20	11500001	12000000	1.027	0.995
20:12000001-12500000	20	12000001	12500000	1.03	1.14
20:12500001-13000000	20	12500001	13000000	0.975	0.984
20:13500001-14000000	20	13500001	14000000	0.984	0.992
20:14000001-14500000	20	14000001	14500000	1.062	1.011
20:14500001-15000000	20	14500001	15000000	0.988	1.02
20:15000001-15500000	20	15000001	15500000	1.012	1.047
20:15500001-16000000	20	15500001	16000000	0.948	0.985
20:16000001-16500000	20	16000001	16500000	0.939	0.969
20:16500001-17000000	20	16500001	17000000	1.011	1.032
20:17000001-17500000	20	17000001	17500000	1.111	1.05
20:17500001-18000000	20	17500001	18000000	0.977	0.891
20:18500001-19000000	20	18500001	19000000	1.091	1.035
20:19000001-19500000	20	19000001	19500000	1.066	1.029
20:19500001-20000000	20	19500001	20000000	1.065	1.005
20:20000001-20500000	20	20000001	20500000	0.942	0.959
20:20500001-21000000	20	20500001	21000000	0.988	1.037
20:21000001-21500000	20	21000001	21500000	1.018	1.028
20:21500001-22000000	20	21500001	22000000	1.015	1.018
20:22500001-23000000	20	22500001	23000000	1.048	1.131
20:23000001-23500000	20	23000001	23500000	0.97	0.926
20:23500001-24000000	20	23500001	24000000	1.1	1.056
20:24500001-25000000	20	24500001	25000000	1.198	1.115
20:25000001-25500000	20	25000001	25500000	1.109	1.019
20:31500001-32000000	20	31500001	32000000	1.007	1.03
20:32000001-32500000	20	32000001	32500000	1.101	0.934
20:32500001-33000000	20	32500001	33000000	1.006	1.031
20:33000001-33500000	20	33000001	33500000	0.998	1.068
20:33500001-34000000	20	33500001	34000000	1.074	0.988
20:34000001-34500000	20	34000001	34500000	1.151	1.059
20:35000001-35500000	20	35000001	35500000	0.98	1.002
20:35500001-36000000	20	35500001	36000000	0.993	0.889
20:36000001-36500000	20	36000001	36500000	1.13	1.046
20:36500001-37000000	20	36500001	37000000	0.985	0.98
20:37000001-37500000	20	37000001	37500000	1.05	0.966
20:37500001-38000000	20	37500001	38000000	0.994	0.962
20:38000001-38500000	20	38000001	38500000	0.939	1.021
20:38500001-39000000	20	38500001	39000000	1.041	0.991
20:39000001-39500000	20	39000001	39500000	1.018	1.017
20:39500001-40000000	20	39500001	40000000	1.006	1.014
20:40000001-40500000	20	40000001	40500000	1.124	1.021
20:40500001-41000000	20	40500001	41000000	1.004	1.038
20:41000001-41500000	20	41000001	41500000	0.934	0.956
20:41500001-42000000	20	41500001	42000000	0.98	1.047
20:42000001-42500000	20	42000001	42500000	0.971	1.006
20:42500001-43000000	20	42500001	43000000	1.018	1.012
20:43000001-43500000	20	43000001	43500000	0.991	1.005
20:43500001-44000000	20	43500001	44000000	1.084	1.109
20:44000001-44500000	20	44000001	44500000	0.972	1.049
20:44500001-45000000	20	44500001	45000000	1.031	0.987
20:45000001-45500000	20	45000001	45500000	1.014	0.979
20:45500001-46000000	20	45500001	46000000	0.996	1.096
20:46000001-46500000	20	46000001	46500000	0.993	0.918
20:46500001-47000000	20	46500001	47000000	1.091	1.019
20:47000001-47500000	20	47000001	47500000	0.987	1.002
20:48000001-48500000	20	48000001	48500000	1.112	1.039
20:48500001-49000000	20	48500001	49000000	1.001	0.956
20:49000001-49500000	20	49000001	49500000	0.903	1.032
20:49500001-50000000	20	49500001	50000000	0.939	0.953
20:50000001-50500000	20	50000001	50500000	1.037	0.911
20:50500001-51000000	20	50500001	51000000	1.045	0.955
20:51000001-51500000	20	51000001	51500000	0.907	1.04
20:51500001-52000000	20	51500001	52000000	1.026	1.017
20:52000001-52500000	20	52000001	52500000	1.026	1.04
20:52500001-53000000	20	52500001	53000000	1.067	1.032
20:53000001-53500000	20	53000001	53500000	0.925	1.06
20:53500001-54000000	20	53500001	54000000	0.897	0.982
20:54000001-54500000	20	54000001	54500000	0.972	1.004
20:54500001-55000000	20	54500001	55000000	1.013	1.001
20:55000001-55500000	20	55000001	55500000	0.975	1.087
20:55500001-56000000	20	55500001	56000000	1.041	0.986
20:56000001-56500000	20	56000001	56500000	0.948	1.031
20:56500001-57000000	20	56500001	57000000	1.029	1.031
20:57500001-58000000	20	57500001	58000000	1.023	1.042
20:58000001-58500000	20	58000001	58500000	0.946	1.019
