feature	chromosome	start	end	SLX-16150.D712tp_D505tp.HC22VBBXY.s_3.r_1	SLX-17922.D706tp_D502tp.HC22GBBXY.s_6.r_1
15:81500001-82000000	15	81500001	82000000	1.155	1.291
15:82500001-83000000	15	82500001	83000000	1.085	1.217
15:83000001-83500000	15	83000001	83500000	1.054	1.028
15:83500001-84000000	15	83500001	84000000	1.051	1.041
15:84500001-85000000	15	84500001	85000000	1.09	0.912
15:85500001-86000000	15	85500001	86000000	0.952	0.963
15:86000001-86500000	15	86000001	86500000	1.029	0.993
15:86500001-87000000	15	86500001	87000000	0.974	1.048
15:87000001-87500000	15	87000001	87500000	1.048	0.995
15:87500001-88000000	15	87500001	88000000	0.999	1.029
15:88000001-88500000	15	88000001	88500000	1.021	1.009
15:88500001-89000000	15	88500001	89000000	1.088	0.989
15:89000001-89500000	15	89000001	89500000	1.009	0.96
15:89500001-90000000	15	89500001	90000000	1.089	1.098
15:90000001-90500000	15	90000001	90500000	0.904	0.947
15:90500001-91000000	15	90500001	91000000	0.916	0.987
15:91000001-91500000	15	91000001	91500000	0.986	1.063
15:92000001-92500000	15	92000001	92500000	1.06	1.036
15:92500001-93000000	15	92500001	93000000	0.979	0.976
15:93000001-93500000	15	93000001	93500000	1.093	1.111
15:93500001-94000000	15	93500001	94000000	1.125	1.047
15:94000001-94500000	15	94000001	94500000	1.037	0.928
15:94500001-95000000	15	94500001	95000000	1	1.057
15:95000001-95500000	15	95000001	95500000	0.993	0.957
15:95500001-96000000	15	95500001	96000000	1.051	1.096
15:96000001-96500000	15	96000001	96500000	0.961	0.936
15:96500001-97000000	15	96500001	97000000	1.022	1.012
15:97000001-97500000	15	97000001	97500000	0.968	1.089
15:97500001-98000000	15	97500001	98000000	1.006	1.034
15:98000001-98500000	15	98000001	98500000	1.035	1.073
15:98500001-99000000	15	98500001	99000000	0.917	1.036
15:99000001-99500000	15	99000001	99500000	0.947	1.018
15:99500001-100000000	15	99500001	100000000	0.865	0.99
15:100000001-100500000	15	100000001	100500000	1.022	0.947
15:100500001-101000000	15	100500001	101000000	1.06	1.051
15:101000001-101500000	15	101000001	101500000	0.926	0.879
16:1-500000	16	1	500000	1.008	0.901
16:500001-1000000	16	500001	1000000	1.015	1.012
16:1000001-1500000	16	1000001	1500000	1.024	1.114
16:1500001-2000000	16	1500001	2000000	0.934	0.874
16:2000001-2500000	16	2000001	2500000	0.975	1.003
16:3500001-4000000	16	3500001	4000000	0.945	0.994
16:4000001-4500000	16	4000001	4500000	0.915	1.01
16:4500001-5000000	16	4500001	5000000	0.903	1.017
16:5500001-6000000	16	5500001	6000000	0.891	0.896
16:6000001-6500000	16	6000001	6500000	0.952	0.943
16:6500001-7000000	16	6500001	7000000	0.969	0.975
16:7000001-7500000	16	7000001	7500000	0.907	0.832
16:7500001-8000000	16	7500001	8000000	0.911	1.054
16:8000001-8500000	16	8000001	8500000	0.993	0.93
16:8500001-9000000	16	8500001	9000000	0.941	1.001
16:9000001-9500000	16	9000001	9500000	0.926	0.938
16:9500001-10000000	16	9500001	10000000	1.021	0.982
16:10000001-10500000	16	10000001	10500000	0.959	1.006
16:11000001-11500000	16	11000001	11500000	1.028	0.902
16:11500001-12000000	16	11500001	12000000	0.905	1.046
16:12000001-12500000	16	12000001	12500000	1.032	1.044
16:12500001-13000000	16	12500001	13000000	0.994	1.102
16:13000001-13500000	16	13000001	13500000	1.003	1.076
16:13500001-14000000	16	13500001	14000000	0.962	0.906
16:14000001-14500000	16	14000001	14500000	1.008	1.046
16:15500001-16000000	16	15500001	16000000	0.954	1.004
16:17000001-17500000	16	17000001	17500000	0.991	1.04
16:17500001-18000000	16	17500001	18000000	1.061	1.11
16:19000001-19500000	16	19000001	19500000	0.914	1.085
16:19500001-20000000	16	19500001	20000000	0.934	1.012
16:20000001-20500000	16	20000001	20500000	0.994	0.972
16:22000001-22500000	16	22000001	22500000	1.042	0.971
16:23000001-23500000	16	23000001	23500000	1.019	0.944
16:23500001-24000000	16	23500001	24000000	0.976	0.964
16:24000001-24500000	16	24000001	24500000	0.886	1.041
16:24500001-25000000	16	24500001	25000000	0.937	0.882
16:25000001-25500000	16	25000001	25500000	0.97	1.011
16:25500001-26000000	16	25500001	26000000	0.982	0.951
16:26000001-26500000	16	26000001	26500000	1.024	0.981
16:26500001-27000000	16	26500001	27000000	1.011	1.02
16:27000001-27500000	16	27000001	27500000	0.942	0.931
16:27500001-28000000	16	27500001	28000000	0.994	1.035
16:30500001-31000000	16	30500001	31000000	0.912	0.796
16:31000001-31500000	16	31000001	31500000	0.958	1.035
16:46500001-47000000	16	46500001	47000000	0.953	0.844
16:47000001-47500000	16	47000001	47500000	1.013	1.023
16:47500001-48000000	16	47500001	48000000	1.038	1.101
16:48000001-48500000	16	48000001	48500000	1.041	1.056
16:48500001-49000000	16	48500001	49000000	1.032	0.969
16:49000001-49500000	16	49000001	49500000	1.007	1.038
16:49500001-50000000	16	49500001	50000000	0.993	1.009
16:50000001-50500000	16	50000001	50500000	0.965	0.937
16:50500001-51000000	16	50500001	51000000	1.01	0.979
16:51000001-51500000	16	51000001	51500000	0.962	1.056
16:51500001-52000000	16	51500001	52000000	0.951	1.033
16:52000001-52500000	16	52000001	52500000	0.991	0.936
16:52500001-53000000	16	52500001	53000000	0.909	0.924
16:53000001-53500000	16	53000001	53500000	0.993	0.933
16:53500001-54000000	16	53500001	54000000	0.952	1.021
16:54000001-54500000	16	54000001	54500000	0.957	0.957
16:54500001-55000000	16	54500001	55000000	0.99	1.002
16:55000001-55500000	16	55000001	55500000	0.984	0.956
16:55500001-56000000	16	55500001	56000000	1.026	0.961
16:56000001-56500000	16	56000001	56500000	1	0.932
16:56500001-57000000	16	56500001	57000000	0.998	1.038
16:57000001-57500000	16	57000001	57500000	0.936	0.921
16:57500001-58000000	16	57500001	58000000	0.901	0.827
16:58000001-58500000	16	58000001	58500000	0.993	0.984
16:58500001-59000000	16	58500001	59000000	0.966	1.03
16:59000001-59500000	16	59000001	59500000	1.024	0.985
16:59500001-60000000	16	59500001	60000000	1.005	0.965
16:60500001-61000000	16	60500001	61000000	0.988	0.914
16:61000001-61500000	16	61000001	61500000	1.008	0.872
16:61500001-62000000	16	61500001	62000000	0.954	1.103
16:62000001-62500000	16	62000001	62500000	0.909	0.966
16:62500001-63000000	16	62500001	63000000	0.934	0.942
16:63000001-63500000	16	63000001	63500000	1.02	0.861
16:63500001-64000000	16	63500001	64000000	1.031	0.998
16:64000001-64500000	16	64000001	64500000	0.987	0.937
16:64500001-65000000	16	64500001	65000000	0.978	1.024
16:65000001-65500000	16	65000001	65500000	0.992	0.974
16:66000001-66500000	16	66000001	66500000	1.059	0.997
16:66500001-67000000	16	66500001	67000000	0.942	0.992
16:67000001-67500000	16	67000001	67500000	0.918	1.013
16:68000001-68500000	16	68000001	68500000	0.973	1.015
16:68500001-69000000	16	68500001	69000000	1.012	1.126
16:69500001-70000000	16	69500001	70000000	1.009	1.046
16:71500001-72000000	16	71500001	72000000	0.97	1.043
16:72000001-72500000	16	72000001	72500000	1.002	0.966
16:72500001-73000000	16	72500001	73000000	1.053	1.028
16:73500001-74000000	16	73500001	74000000	0.967	0.941
16:74000001-74500000	16	74000001	74500000	1.053	1.036
16:74500001-75000000	16	74500001	75000000	0.935	0.95
16:75000001-75500000	16	75000001	75500000	0.978	0.962
16:75500001-76000000	16	75500001	76000000	0.998	0.88
16:76000001-76500000	16	76000001	76500000	0.968	0.986
16:76500001-77000000	16	76500001	77000000	0.965	1.01
16:77000001-77500000	16	77000001	77500000	0.934	0.945
16:77500001-78000000	16	77500001	78000000	1.02	0.995
16:78000001-78500000	16	78000001	78500000	0.975	1.082
16:78500001-79000000	16	78500001	79000000	1.017	0.987
16:79000001-79500000	16	79000001	79500000	0.985	0.935
16:79500001-80000000	16	79500001	80000000	0.986	1.1
16:80000001-80500000	16	80000001	80500000	1.037	0.939
16:80500001-81000000	16	80500001	81000000	0.921	0.851
16:81000001-81500000	16	81000001	81500000	0.922	1.05
16:81500001-82000000	16	81500001	82000000	0.944	0.947
16:82500001-83000000	16	82500001	83000000	0.945	0.988
16:83000001-83500000	16	83000001	83500000	1.006	0.997
16:83500001-84000000	16	83500001	84000000	0.957	1.023
16:84000001-84500000	16	84000001	84500000	1.047	0.975
16:84500001-85000000	16	84500001	85000000	0.956	0.939
16:85000001-85500000	16	85000001	85500000	0.972	0.941
16:85500001-86000000	16	85500001	86000000	0.989	1.003
16:86000001-86500000	16	86000001	86500000	1.046	1.095
16:86500001-87000000	16	86500001	87000000	0.97	1.023
16:87000001-87500000	16	87000001	87500000	0.987	0.937
16:87500001-88000000	16	87500001	88000000	1.101	1.022
16:88500001-89000000	16	88500001	89000000	0.874	1.008
16:89000001-89500000	16	89000001	89500000	0.976	0.992
16:89500001-90000000	16	89500001	90000000	1.013	1.013
17:500001-1000000	17	500001	1000000	1.053	1
17:1000001-1500000	17	1000001	1500000	1.045	1.141
17:1500001-2000000	17	1500001	2000000	0.992	1.058
17:2000001-2500000	17	2000001	2500000	0.929	0.916
17:2500001-3000000	17	2500001	3000000	1.045	1.057
17:3500001-4000000	17	3500001	4000000	1.035	1.084
17:4000001-4500000	17	4000001	4500000	0.961	1.021
17:4500001-5000000	17	4500001	5000000	1.001	0.959
17:5000001-5500000	17	5000001	5500000	1.027	0.936
17:5500001-6000000	17	5500001	6000000	0.793	0.839
17:6000001-6500000	17	6000001	6500000	1.059	0.944
17:6500001-7000000	17	6500001	7000000	1.056	1.102
17:7000001-7500000	17	7000001	7500000	0.995	0.947
17:7500001-8000000	17	7500001	8000000	0.983	0.901
17:8000001-8500000	17	8000001	8500000	0.954	0.899
17:8500001-9000000	17	8500001	9000000	0.901	0.987
17:9000001-9500000	17	9000001	9500000	1.129	1.116
17:9500001-10000000	17	9500001	10000000	1.037	1.065
17:10000001-10500000	17	10000001	10500000	1.067	1.157
17:10500001-11000000	17	10500001	11000000	1.057	0.953
17:11000001-11500000	17	11000001	11500000	0.969	0.96
17:11500001-12000000	17	11500001	12000000	0.975	0.98
17:12000001-12500000	17	12000001	12500000	0.934	1.003
17:12500001-13000000	17	12500001	13000000	1.009	0.923
17:13000001-13500000	17	13000001	13500000	0.991	0.968
17:13500001-14000000	17	13500001	14000000	1.008	1.061
17:14500001-15000000	17	14500001	15000000	1.007	1.057
17:15000001-15500000	17	15000001	15500000	1.056	1.126
17:16000001-16500000	17	16000001	16500000	0.991	1.014
17:17000001-17500000	17	17000001	17500000	0.974	1.098
17:17500001-18000000	17	17500001	18000000	0.969	0.953
17:21000001-21500000	17	21000001	21500000	1.015	1.048
17:27000001-27500000	17	27000001	27500000	0.995	1.031
17:27500001-28000000	17	27500001	28000000	0.981	0.95
17:28000001-28500000	17	28000001	28500000	0.971	0.86
17:28500001-29000000	17	28500001	29000000	0.922	0.985
17:29000001-29500000	17	29000001	29500000	0.913	1.075
17:29500001-30000000	17	29500001	30000000	0.988	1.047
17:30000001-30500000	17	30000001	30500000	0.922	1.016
17:31000001-31500000	17	31000001	31500000	1.017	0.987
17:31500001-32000000	17	31500001	32000000	1.097	1.158
17:32500001-33000000	17	32500001	33000000	1.004	1.005
17:33000001-33500000	17	33000001	33500000	1.054	1.042
17:33500001-34000000	17	33500001	34000000	1.055	0.902
17:34000001-34500000	17	34000001	34500000	1.078	1.101
17:34500001-35000000	17	34500001	35000000	1.052	1.119
17:35000001-35500000	17	35000001	35500000	0.978	1.059
17:36500001-37000000	17	36500001	37000000	1.023	0.911
17:37000001-37500000	17	37000001	37500000	1.01	1.025
17:38500001-39000000	17	38500001	39000000	1.043	1.018
17:39000001-39500000	17	39000001	39500000	1.113	0.972
17:39500001-40000000	17	39500001	40000000	0.944	1.026
17:40000001-40500000	17	40000001	40500000	0.894	0.952
17:40500001-41000000	17	40500001	41000000	1.04	1.084
17:41000001-41500000	17	41000001	41500000	1.098	1.09
17:41500001-42000000	17	41500001	42000000	1.104	1.097
17:42000001-42500000	17	42000001	42500000	0.983	0.994
17:42500001-43000000	17	42500001	43000000	0.952	0.875
17:44000001-44500000	17	44000001	44500000	0.946	1
17:44500001-45000000	17	44500001	45000000	0.997	0.969
17:45000001-45500000	17	45000001	45500000	1.013	1.019
17:45500001-46000000	17	45500001	46000000	1.35	1.188
17:47500001-48000000	17	47500001	48000000	1.152	0.842
17:48000001-48500000	17	48000001	48500000	1.065	1.113
17:48500001-49000000	17	48500001	49000000	1.009	1.019
17:49000001-49500000	17	49000001	49500000	1.096	1.071
17:49500001-50000000	17	49500001	50000000	1.031	1.142
17:50000001-50500000	17	50000001	50500000	0.975	0.96
17:50500001-51000000	17	50500001	51000000	0.988	0.946
17:51000001-51500000	17	51000001	51500000	0.955	1.061
17:51500001-52000000	17	51500001	52000000	1.039	0.985
17:52000001-52500000	17	52000001	52500000	0.951	0.9
17:52500001-53000000	17	52500001	53000000	0.942	0.939
17:53500001-54000000	17	53500001	54000000	1.002	0.925
17:54000001-54500000	17	54000001	54500000	0.972	1.092
17:55000001-55500000	17	55000001	55500000	1.022	0.962
17:55500001-56000000	17	55500001	56000000	1.112	0.971
17:56000001-56500000	17	56000001	56500000	1.073	1.179
17:56500001-57000000	17	56500001	57000000	0.986	0.925
17:57000001-57500000	17	57000001	57500000	0.954	1
17:57500001-58000000	17	57500001	58000000	0.978	0.915
17:58000001-58500000	17	58000001	58500000	0.946	0.982
17:58500001-59000000	17	58500001	59000000	0.989	0.95
17:59500001-60000000	17	59500001	60000000	0.893	0.783
17:60500001-61000000	17	60500001	61000000	0.903	0.972
17:61000001-61500000	17	61000001	61500000	1.02	1.06
17:61500001-62000000	17	61500001	62000000	1.003	1.074
17:62500001-63000000	17	62500001	63000000	1.102	1.078
17:63500001-64000000	17	63500001	64000000	0.969	0.866
17:64000001-64500000	17	64000001	64500000	0.872	0.936
17:65000001-65500000	17	65000001	65500000	1.026	0.974
17:66000001-66500000	17	66000001	66500000	0.979	0.992
17:66500001-67000000	17	66500001	67000000	0.995	0.985
17:67000001-67500000	17	67000001	67500000	0.932	1.003
17:67500001-68000000	17	67500001	68000000	0.972	0.903
17:68500001-69000000	17	68500001	69000000	1.003	0.947
17:69000001-69500000	17	69000001	69500000	0.993	1.03
17:69500001-70000000	17	69500001	70000000	1.032	1.098
17:70000001-70500000	17	70000001	70500000	1.046	1.057
17:70500001-71000000	17	70500001	71000000	1.068	0.992
17:71000001-71500000	17	71000001	71500000	0.966	1.074
17:71500001-72000000	17	71500001	72000000	0.955	0.966
17:72500001-73000000	17	72500001	73000000	1.124	1.053
17:73000001-73500000	17	73000001	73500000	1.061	1.183
17:73500001-74000000	17	73500001	74000000	1.098	1.096
17:74000001-74500000	17	74000001	74500000	1.093	1.086
17:74500001-75000000	17	74500001	75000000	0.983	0.936
17:75000001-75500000	17	75000001	75500000	0.986	0.879
17:75500001-76000000	17	75500001	76000000	1	1.006
17:76000001-76500000	17	76000001	76500000	0.999	0.996
17:76500001-77000000	17	76500001	77000000	1.034	1.097
17:77000001-77500000	17	77000001	77500000	1.018	1.061
17:77500001-78000000	17	77500001	78000000	1.07	1.111
17:78000001-78500000	17	78000001	78500000	1.03	0.955
17:78500001-79000000	17	78500001	79000000	1.083	0.927
17:79000001-79500000	17	79000001	79500000	1.034	1.021
17:79500001-80000000	17	79500001	80000000	1.027	1.005
17:80000001-80500000	17	80000001	80500000	0.962	1.034
17:81000001-81500000	17	81000001	81500000	0.968	0.96
17:81500001-82000000	17	81500001	82000000	0.951	1.044
17:82000001-82500000	17	82000001	82500000	0.945	0.864
17:82500001-83000000	17	82500001	83000000	1.041	0.869
17:83000001-83257441	17	83000001	83257441	1.267	1.282
18:1-500000	18	1	500000	0.957	0.92
18:500001-1000000	18	500001	1000000	1.027	0.943
18:1000001-1500000	18	1000001	1500000	0.99	0.941
18:1500001-2000000	18	1500001	2000000	1.032	1.039
18:2000001-2500000	18	2000001	2500000	0.954	0.937
18:3000001-3500000	18	3000001	3500000	0.881	0.82
18:3500001-4000000	18	3500001	4000000	1.009	0.991
18:4000001-4500000	18	4000001	4500000	0.963	0.886
18:4500001-5000000	18	4500001	5000000	0.913	0.764
18:5000001-5500000	18	5000001	5500000	0.933	0.829
18:5500001-6000000	18	5500001	6000000	0.973	1.011
18:6000001-6500000	18	6000001	6500000	1.004	0.955
18:6500001-7000000	18	6500001	7000000	0.965	1.011
18:7000001-7500000	18	7000001	7500000	1.127	1.098
18:7500001-8000000	18	7500001	8000000	1.054	1.021
18:9000001-9500000	18	9000001	9500000	0.933	0.976
18:9500001-10000000	18	9500001	10000000	0.962	0.79
18:10000001-10500000	18	10000001	10500000	1.031	1.05
18:10500001-11000000	18	10500001	11000000	0.97	0.993
18:11000001-11500000	18	11000001	11500000	1.017	1.097
18:11500001-12000000	18	11500001	12000000	1.045	1.026
18:12500001-13000000	18	12500001	13000000	0.981	0.855
18:13000001-13500000	18	13000001	13500000	0.964	0.964
18:13500001-14000000	18	13500001	14000000	0.998	0.961
18:21000001-21500000	18	21000001	21500000	1.046	0.974
18:21500001-22000000	18	21500001	22000000	0.959	1.05
18:22000001-22500000	18	22000001	22500000	0.995	0.933
18:22500001-23000000	18	22500001	23000000	1.05	1.141
18:23000001-23500000	18	23000001	23500000	1.011	0.921
18:23500001-24000000	18	23500001	24000000	1.009	1.028
18:24000001-24500000	18	24000001	24500000	0.994	1.071
18:24500001-25000000	18	24500001	25000000	1.028	1.145
18:25000001-25500000	18	25000001	25500000	1.052	0.99
18:25500001-26000000	18	25500001	26000000	1.047	1.067
18:26000001-26500000	18	26000001	26500000	0.954	1.014
18:26500001-27000000	18	26500001	27000000	1.007	1.027
18:27000001-27500000	18	27000001	27500000	0.963	0.958
18:27500001-28000000	18	27500001	28000000	0.982	0.96
18:28000001-28500000	18	28000001	28500000	1.041	1.026
18:28500001-29000000	18	28500001	29000000	1.081	1.078
18:29000001-29500000	18	29000001	29500000	1.043	1.05
18:29500001-30000000	18	29500001	30000000	0.914	0.91
18:30000001-30500000	18	30000001	30500000	0.872	0.946
18:30500001-31000000	18	30500001	31000000	0.972	0.969
18:31000001-31500000	18	31000001	31500000	0.996	0.93
18:31500001-32000000	18	31500001	32000000	1.015	0.991
18:32000001-32500000	18	32000001	32500000	0.979	1.087
18:32500001-33000000	18	32500001	33000000	0.996	1.079
18:33000001-33500000	18	33000001	33500000	1.011	1.057
18:33500001-34000000	18	33500001	34000000	0.961	0.997
18:34000001-34500000	18	34000001	34500000	0.987	1.117
18:35000001-35500000	18	35000001	35500000	0.946	0.892
18:35500001-36000000	18	35500001	36000000	1.018	0.919
18:36000001-36500000	18	36000001	36500000	0.956	0.956
18:36500001-37000000	18	36500001	37000000	1.035	1.126
18:37000001-37500000	18	37000001	37500000	1.115	1.019
18:37500001-38000000	18	37500001	38000000	1.08	1.049
