feature	chromosome	start	end	SLX-17922.D708tp_D506tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D709tp_D507tp.HC22VBBXY.s_3.r_1
4:46500001-47000000	4	46500001	47000000	1.022	1.072	0.989	0.998
4:47000001-47500000	4	47000001	47500000	0.958	1.019	0.984	0.977
4:48000001-48500000	4	48000001	48500000	0.95	0.94	0.845	0.797
4:48500001-49000000	4	48500001	49000000	0.995	0.914	0.998	1.047
4:52000001-52500000	4	52000001	52500000	1.103	1.135	1.075	1.101
4:52500001-53000000	4	52500001	53000000	1.02	1.205	1.143	1.088
4:53000001-53500000	4	53000001	53500000	1.066	1.125	1.058	1.117
4:53500001-54000000	4	53500001	54000000	1.003	1.033	1.118	1.108
4:54000001-54500000	4	54000001	54500000	0.986	0.978	0.976	1.012
4:54500001-55000000	4	54500001	55000000	0.977	0.995	1.005	1.121
4:55500001-56000000	4	55500001	56000000	0.891	0.953	0.961	1.053
4:56000001-56500000	4	56000001	56500000	0.986	0.957	0.93	1.052
4:56500001-57000000	4	56500001	57000000	0.959	1.013	1.09	1.022
4:57000001-57500000	4	57000001	57500000	1.015	1.032	0.992	0.955
4:57500001-58000000	4	57500001	58000000	1.009	1.024	0.959	1.071
4:58000001-58500000	4	58000001	58500000	0.914	0.986	1	0.981
4:58500001-59000000	4	58500001	59000000	0.956	0.953	0.998	0.915
4:59000001-59500000	4	59000001	59500000	0.919	0.907	0.974	1.01
4:59500001-60000000	4	59500001	60000000	0.99	1.027	1.116	1.022
4:60000001-60500000	4	60000001	60500000	1	0.889	0.878	0.846
4:60500001-61000000	4	60500001	61000000	0.962	1.052	1.086	0.908
4:61000001-61500000	4	61000001	61500000	1.049	1.062	0.926	0.986
4:61500001-62000000	4	61500001	62000000	1.013	0.993	0.931	0.928
4:62000001-62500000	4	62000001	62500000	0.889	1	0.992	0.868
4:62500001-63000000	4	62500001	63000000	0.951	0.945	1.025	0.905
4:63000001-63500000	4	63000001	63500000	0.893	0.922	0.967	0.935
4:63500001-64000000	4	63500001	64000000	0.999	0.927	0.902	0.926
4:64000001-64500000	4	64000001	64500000	0.955	0.87	0.947	0.818
4:65000001-65500000	4	65000001	65500000	0.986	0.891	0.983	0.947
4:65500001-66000000	4	65500001	66000000	0.903	1.01	0.95	1.034
4:66500001-67000000	4	66500001	67000000	0.96	1.098	1.155	0.986
4:67000001-67500000	4	67000001	67500000	1.09	0.959	0.984	1.111
4:67500001-68000000	4	67500001	68000000	0.964	0.948	0.977	0.936
4:69500001-70000000	4	69500001	70000000	1.044	0.92	1.016	0.98
4:70000001-70500000	4	70000001	70500000	1.041	0.973	0.953	1.018
4:70500001-71000000	4	70500001	71000000	0.96	0.903	1.009	0.937
4:71000001-71500000	4	71000001	71500000	0.989	1.085	1.068	1.146
4:71500001-72000000	4	71500001	72000000	0.988	1.007	1.103	0.855
4:72000001-72500000	4	72000001	72500000	1.044	1.081	1.119	1.174
4:72500001-73000000	4	72500001	73000000	1.032	1.177	1.019	1.082
4:73000001-73500000	4	73000001	73500000	0.899	1.025	1.048	0.971
4:73500001-74000000	4	73500001	74000000	0.895	1.043	1.03	0.932
4:74000001-74500000	4	74000001	74500000	0.926	0.907	0.939	0.991
4:74500001-75000000	4	74500001	75000000	0.974	1.07	1.03	1.18
4:75500001-76000000	4	75500001	76000000	0.948	1.018	0.992	1.008
4:76000001-76500000	4	76000001	76500000	0.965	0.914	0.957	1.038
4:76500001-77000000	4	76500001	77000000	0.963	0.942	0.952	0.928
4:77000001-77500000	4	77000001	77500000	1.008	1.028	0.944	1.026
4:77500001-78000000	4	77500001	78000000	1.012	1.052	1.079	1.002
4:78500001-79000000	4	78500001	79000000	0.938	0.956	0.925	0.941
4:79000001-79500000	4	79000001	79500000	1.004	1.116	0.946	1.169
4:79500001-80000000	4	79500001	80000000	0.966	0.996	0.979	1.171
4:80000001-80500000	4	80000001	80500000	0.959	1.041	1.079	0.98
4:80500001-81000000	4	80500001	81000000	1.037	1.036	1.025	1.022
4:81000001-81500000	4	81000001	81500000	1.029	1.067	1.042	1.065
4:81500001-82000000	4	81500001	82000000	0.979	1.02	0.965	0.999
4:82000001-82500000	4	82000001	82500000	0.984	1.051	1.047	0.962
4:82500001-83000000	4	82500001	83000000	1.001	0.871	1.066	1.109
4:83500001-84000000	4	83500001	84000000	0.957	0.96	0.918	1.024
4:84000001-84500000	4	84000001	84500000	1.015	1.034	1.062	1.037
4:84500001-85000000	4	84500001	85000000	0.993	1.005	0.887	0.998
4:85000001-85500000	4	85000001	85500000	0.961	1.019	0.915	0.951
4:85500001-86000000	4	85500001	86000000	0.997	1.078	1.017	1.012
4:86000001-86500000	4	86000001	86500000	1.059	1.108	1.024	1.177
4:86500001-87000000	4	86500001	87000000	0.964	1.069	0.939	1.023
4:87000001-87500000	4	87000001	87500000	0.88	0.924	0.916	0.895
4:87500001-88000000	4	87500001	88000000	0.968	0.987	0.992	1.137
4:88000001-88500000	4	88000001	88500000	0.998	0.915	0.986	1.034
4:88500001-89000000	4	88500001	89000000	0.956	1.081	1.052	0.926
4:89000001-89500000	4	89000001	89500000	0.99	1.009	0.968	1.036
4:90000001-90500000	4	90000001	90500000	0.966	1.053	1.164	1.057
4:90500001-91000000	4	90500001	91000000	0.943	0.897	1.048	1.133
4:91000001-91500000	4	91000001	91500000	0.993	1.031	1.03	0.961
4:91500001-92000000	4	91500001	92000000	0.87	1.007	0.979	0.958
4:92000001-92500000	4	92000001	92500000	1	1.051	0.983	0.928
4:93000001-93500000	4	93000001	93500000	0.905	1.103	1.008	1.122
4:93500001-94000000	4	93500001	94000000	0.994	1.061	1.01	1.098
4:94000001-94500000	4	94000001	94500000	1.004	0.886	1.016	1.08
4:94500001-95000000	4	94500001	95000000	0.907	1.148	1.04	1.146
4:95000001-95500000	4	95000001	95500000	1.048	1.047	1.039	1.027
4:95500001-96000000	4	95500001	96000000	0.923	0.999	1.043	0.98
4:96000001-96500000	4	96000001	96500000	1.014	0.922	0.917	1.029
4:96500001-97000000	4	96500001	97000000	0.927	1.017	1.089	1.139
4:97000001-97500000	4	97000001	97500000	0.954	1.06	1.004	0.986
4:97500001-98000000	4	97500001	98000000	1.014	0.944	0.937	0.907
4:98000001-98500000	4	98000001	98500000	0.97	1.011	1.049	1.145
4:98500001-99000000	4	98500001	99000000	1.023	1.037	0.93	0.93
4:99000001-99500000	4	99000001	99500000	1.006	0.995	0.949	1.084
4:99500001-100000000	4	99500001	100000000	0.958	1.007	1.025	1.018
4:100000001-100500000	4	100000001	100500000	0.888	0.978	0.951	0.837
4:100500001-101000000	4	100500001	101000000	0.934	1.112	1.035	0.983
4:101000001-101500000	4	101000001	101500000	0.934	1.06	0.986	1.045
4:101500001-102000000	4	101500001	102000000	0.985	1.009	1.047	1.01
4:102000001-102500000	4	102000001	102500000	0.916	0.982	1.093	1.089
4:103000001-103500000	4	103000001	103500000	0.973	0.967	1.096	0.919
4:103500001-104000000	4	103500001	104000000	1.052	1.097	1	1.11
4:104000001-104500000	4	104000001	104500000	1.029	1.024	1.105	1.072
4:104500001-105000000	4	104500001	105000000	1.048	0.981	1.036	1.095
4:105000001-105500000	4	105000001	105500000	0.952	0.938	1.09	1.047
4:105500001-106000000	4	105500001	106000000	0.966	0.989	1.053	1.142
4:106000001-106500000	4	106000001	106500000	0.911	1.077	0.945	1.1
4:106500001-107000000	4	106500001	107000000	0.914	1.077	1.101	0.925
4:107000001-107500000	4	107000001	107500000	1.019	1	1.03	0.968
4:108000001-108500000	4	108000001	108500000	1.029	0.989	1.05	1.091
4:108500001-109000000	4	108500001	109000000	1.067	1.013	1.015	1.045
4:109000001-109500000	4	109000001	109500000	0.959	1.02	0.938	1.043
4:109500001-110000000	4	109500001	110000000	1.003	1.031	0.976	0.98
4:110000001-110500000	4	110000001	110500000	1.013	0.948	0.976	1.03
4:110500001-111000000	4	110500001	111000000	0.984	0.999	1.042	1.062
4:111000001-111500000	4	111000001	111500000	0.843	0.981	1.027	1.05
4:111500001-112000000	4	111500001	112000000	0.974	1.094	1.121	1.089
4:112500001-113000000	4	112500001	113000000	0.988	1.079	0.929	0.974
4:113000001-113500000	4	113000001	113500000	0.998	0.924	1.074	0.949
4:113500001-114000000	4	113500001	114000000	1.081	0.875	0.992	1.021
4:114000001-114500000	4	114000001	114500000	0.984	0.913	0.905	0.891
4:114500001-115000000	4	114500001	115000000	0.983	0.993	1.056	0.998
4:115000001-115500000	4	115000001	115500000	1.017	0.926	1.024	1.083
4:115500001-116000000	4	115500001	116000000	0.92	1.067	0.944	0.973
4:116500001-117000000	4	116500001	117000000	0.93	1.075	1.01	0.986
4:117000001-117500000	4	117000001	117500000	0.931	1.031	0.937	0.971
4:117500001-118000000	4	117500001	118000000	1.01	0.992	1.04	0.98
4:118000001-118500000	4	118000001	118500000	0.901	0.928	1.156	0.838
4:119500001-120000000	4	119500001	120000000	0.925	0.967	0.976	1.048
4:120000001-120500000	4	120000001	120500000	0.862	1.063	1.061	1.048
4:120500001-121000000	4	120500001	121000000	0.961	0.955	0.983	0.972
4:121000001-121500000	4	121000001	121500000	0.936	0.978	0.931	0.916
4:121500001-122000000	4	121500001	122000000	1.019	0.905	1.032	1.008
4:122000001-122500000	4	122000001	122500000	1.055	0.951	1.109	1.054
4:122500001-123000000	4	122500001	123000000	1.059	1.037	0.926	0.912
4:123000001-123500000	4	123000001	123500000	0.933	0.899	1.063	0.944
4:123500001-124000000	4	123500001	124000000	0.975	0.968	0.952	1.086
4:124000001-124500000	4	124000001	124500000	0.937	1.084	1.024	1.02
4:124500001-125000000	4	124500001	125000000	0.925	0.957	0.872	1.07
4:125000001-125500000	4	125000001	125500000	0.945	0.986	1.065	1.024
4:125500001-126000000	4	125500001	126000000	0.916	0.876	1.004	0.969
4:126000001-126500000	4	126000001	126500000	0.966	0.952	1.071	0.946
4:126500001-127000000	4	126500001	127000000	1.014	0.935	0.961	0.889
4:127000001-127500000	4	127000001	127500000	1.01	1.022	0.977	1.026
4:127500001-128000000	4	127500001	128000000	1.035	1.019	1.013	1.07
4:128500001-129000000	4	128500001	129000000	0.931	1.03	0.982	1.064
4:129000001-129500000	4	129000001	129500000	0.942	0.984	1.051	1.039
4:129500001-130000000	4	129500001	130000000	0.994	1.033	1.058	1.088
4:130000001-130500000	4	130000001	130500000	0.914	1.023	0.9	0.98
4:130500001-131000000	4	130500001	131000000	0.965	0.922	0.942	0.983
4:131000001-131500000	4	131000001	131500000	0.994	0.968	0.952	0.934
4:132000001-132500000	4	132000001	132500000	0.911	0.989	0.894	0.92
4:132500001-133000000	4	132500001	133000000	0.966	1.01	1.037	1.017
4:133000001-133500000	4	133000001	133500000	0.935	1.075	0.984	1.022
4:133500001-134000000	4	133500001	134000000	0.862	0.828	1.016	0.873
4:134000001-134500000	4	134000001	134500000	1.023	0.974	1.013	0.989
4:134500001-135000000	4	134500001	135000000	0.895	0.935	0.974	0.9
4:135000001-135500000	4	135000001	135500000	0.996	0.909	0.98	0.947
4:135500001-136000000	4	135500001	136000000	1.003	1.068	0.96	0.971
4:136000001-136500000	4	136000001	136500000	1.023	0.918	0.916	0.907
4:136500001-137000000	4	136500001	137000000	0.965	0.926	0.929	1.001
4:137000001-137500000	4	137000001	137500000	0.95	0.98	0.938	0.865
4:137500001-138000000	4	137500001	138000000	1.081	0.963	0.913	1.109
4:138000001-138500000	4	138000001	138500000	0.973	1.017	0.982	1.052
4:138500001-139000000	4	138500001	139000000	1.053	0.993	1.022	1.029
4:139000001-139500000	4	139000001	139500000	0.8	0.894	0.896	0.822
4:139500001-140000000	4	139500001	140000000	0.951	0.927	1.028	0.978
4:140000001-140500000	4	140000001	140500000	0.948	0.978	1.009	0.998
4:141000001-141500000	4	141000001	141500000	1.114	0.984	1.047	0.973
4:141500001-142000000	4	141500001	142000000	0.979	1.035	1.057	1.044
4:142000001-142500000	4	142000001	142500000	0.998	1.023	1.048	1.135
4:142500001-143000000	4	142500001	143000000	1.047	1.08	1.043	1.09
4:144500001-145000000	4	144500001	145000000	0.96	1.081	1.024	1.178
4:145000001-145500000	4	145000001	145500000	1	0.972	1.086	0.943
4:145500001-146000000	4	145500001	146000000	0.979	0.946	1.012	1.138
4:146000001-146500000	4	146000001	146500000	0.965	1.004	0.982	1.025
4:146500001-147000000	4	146500001	147000000	1.006	0.947	1.021	0.99
4:147000001-147500000	4	147000001	147500000	1.009	1.007	0.901	0.941
4:147500001-148000000	4	147500001	148000000	0.954	1.026	0.926	1.002
4:148000001-148500000	4	148000001	148500000	1.011	1.05	1.013	1.043
4:148500001-149000000	4	148500001	149000000	0.911	0.984	0.95	1.174
4:149000001-149500000	4	149000001	149500000	1.003	1.014	1.025	1.017
4:149500001-150000000	4	149500001	150000000	1.012	1.012	0.989	1.13
4:150000001-150500000	4	150000001	150500000	0.875	0.934	1.038	1.02
4:150500001-151000000	4	150500001	151000000	1.005	1.021	0.942	0.956
4:151000001-151500000	4	151000001	151500000	0.883	1.02	0.956	1.011
4:151500001-152000000	4	151500001	152000000	1.042	1.043	0.994	1.079
4:152000001-152500000	4	152000001	152500000	0.929	0.988	0.952	1.019
4:152500001-153000000	4	152500001	153000000	0.969	0.934	0.985	0.957
4:153000001-153500000	4	153000001	153500000	0.995	0.922	0.98	0.912
4:153500001-154000000	4	153500001	154000000	0.944	0.946	1.034	0.911
4:154000001-154500000	4	154000001	154500000	0.975	0.96	1.04	1.07
4:154500001-155000000	4	154500001	155000000	0.98	1.031	1.006	1.071
4:155500001-156000000	4	155500001	156000000	0.984	1.034	0.935	1.036
4:156000001-156500000	4	156000001	156500000	0.988	1.121	1.048	1.022
4:156500001-157000000	4	156500001	157000000	0.945	1.015	0.956	1.001
4:157000001-157500000	4	157000001	157500000	1.081	0.974	1.017	1.055
4:158000001-158500000	4	158000001	158500000	0.933	0.967	0.955	1.047
4:158500001-159000000	4	158500001	159000000	0.922	0.95	0.967	1.012
4:159000001-159500000	4	159000001	159500000	0.94	1.092	0.995	1.011
4:159500001-160000000	4	159500001	160000000	1.005	1.029	1.009	1.064
4:160500001-161000000	4	160500001	161000000	0.97	0.875	1.061	0.947
4:162500001-163000000	4	162500001	163000000	0.984	0.958	0.9	0.882
4:163000001-163500000	4	163000001	163500000	0.964	1.09	1.113	1.069
4:163500001-164000000	4	163500001	164000000	0.919	0.914	1.057	1.067
4:164000001-164500000	4	164000001	164500000	0.94	1.037	0.992	1.013
4:164500001-165000000	4	164500001	165000000	0.984	0.989	1.019	1.104
4:165000001-165500000	4	165000001	165500000	1.067	0.877	0.905	0.93
4:165500001-166000000	4	165500001	166000000	1.107	1.045	1.027	0.98
4:166000001-166500000	4	166000001	166500000	0.99	0.995	0.976	0.989
4:166500001-167000000	4	166500001	167000000	0.958	0.992	0.979	0.939
4:167000001-167500000	4	167000001	167500000	1.06	0.975	1.031	0.975
4:167500001-168000000	4	167500001	168000000	0.936	0.982	1.021	0.905
4:168000001-168500000	4	168000001	168500000	0.914	0.948	1.046	0.945
4:168500001-169000000	4	168500001	169000000	0.955	0.998	0.847	1.031
4:169000001-169500000	4	169000001	169500000	0.97	0.98	1.017	1.073
4:169500001-170000000	4	169500001	170000000	0.886	1.033	1.032	1.008
4:170000001-170500000	4	170000001	170500000	0.913	0.974	1.021	1.077
4:170500001-171000000	4	170500001	171000000	1	1.003	1.1	1.041
4:171000001-171500000	4	171000001	171500000	1.011	1.031	1.04	0.883
4:171500001-172000000	4	171500001	172000000	1.047	1.01	1.022	1.061
4:172500001-173000000	4	172500001	173000000	0.91	0.955	0.986	0.977
4:173000001-173500000	4	173000001	173500000	0.958	0.977	1.012	0.94
4:173500001-174000000	4	173500001	174000000	0.99	0.998	0.985	0.996
4:174000001-174500000	4	174000001	174500000	0.954	1.013	0.942	0.994
4:174500001-175000000	4	174500001	175000000	0.87	1.016	1.071	0.963
4:175000001-175500000	4	175000001	175500000	0.951	1.06	0.967	0.874
4:175500001-176000000	4	175500001	176000000	0.946	0.92	0.957	0.89
4:176000001-176500000	4	176000001	176500000	0.984	0.96	0.941	1.002
4:176500001-177000000	4	176500001	177000000	0.957	0.99	1.082	0.944
4:177000001-177500000	4	177000001	177500000	0.948	0.968	1.026	1.027
4:177500001-178000000	4	177500001	178000000	0.968	0.894	1.077	1.017
4:178000001-178500000	4	178000001	178500000	0.909	0.852	0.949	1.031
4:178500001-179000000	4	178500001	179000000	0.941	1.028	1.084	0.959
4:179500001-180000000	4	179500001	180000000	0.903	0.952	1.092	1.016
4:180000001-180500000	4	180000001	180500000	0.989	0.986	0.92	0.931
4:180500001-181000000	4	180500001	181000000	0.948	0.9	0.879	0.901
4:181000001-181500000	4	181000001	181500000	0.973	1.086	0.964	0.997
4:181500001-182000000	4	181500001	182000000	0.926	0.981	1.004	0.857
4:182000001-182500000	4	182000001	182500000	0.953	0.986	1.04	0.978
4:182500001-183000000	4	182500001	183000000	0.928	0.868	0.876	1.043
4:183500001-184000000	4	183500001	184000000	0.961	1.01	1.076	1.09
4:184000001-184500000	4	184000001	184500000	0.917	0.966	0.966	1.088
4:184500001-185000000	4	184500001	185000000	0.94	1.072	1.018	0.932
4:185000001-185500000	4	185000001	185500000	0.961	1.007	0.953	0.956
4:185500001-186000000	4	185500001	186000000	0.929	0.968	1.019	0.943
4:186000001-186500000	4	186000001	186500000	0.885	1.015	1.034	1.007
4:186500001-187000000	4	186500001	187000000	0.992	1.012	0.948	1.017
4:187000001-187500000	4	187000001	187500000	0.941	0.943	1.016	0.95
4:187500001-188000000	4	187500001	188000000	0.821	1.017	0.947	0.938
4:188500001-189000000	4	188500001	189000000	0.864	0.918	0.944	0.837
4:189000001-189500000	4	189000001	189500000	0.931	0.888	0.908	0.942
5:500001-1000000	5	500001	1000000	1.007	1	1.034	1.092
5:1000001-1500000	5	1000001	1500000	1.023	1.062	1.029	0.99
5:1500001-2000000	5	1500001	2000000	0.98	1.005	0.94	1.074
5:2000001-2500000	5	2000001	2500000	1.034	1.004	0.938	0.998
5:2500001-3000000	5	2500001	3000000	0.941	0.907	1.029	0.862
5:3000001-3500000	5	3000001	3500000	0.863	0.971	1.018	0.881
5:4000001-4500000	5	4000001	4500000	0.963	0.946	0.881	1.111
5:4500001-5000000	5	4500001	5000000	1.002	1.096	1.004	0.972
5:5500001-6000000	5	5500001	6000000	1.006	0.97	0.96	0.951
5:6000001-6500000	5	6000001	6500000	1.037	0.947	0.982	1.078
5:6500001-7000000	5	6500001	7000000	1.026	1.032	1.02	1.064
5:7000001-7500000	5	7000001	7500000	0.943	1.056	1.032	0.913
5:7500001-8000000	5	7500001	8000000	0.938	0.942	1.016	0.943
5:8000001-8500000	5	8000001	8500000	0.921	1.041	0.966	0.869
5:9000001-9500000	5	9000001	9500000	1.001	0.93	0.994	1.001
5:9500001-10000000	5	9500001	10000000	0.995	1.042	1.002	0.991
5:10000001-10500000	5	10000001	10500000	1.022	0.939	0.948	0.948
5:10500001-11000000	5	10500001	11000000	0.964	0.889	0.949	0.981
5:11000001-11500000	5	11000001	11500000	1.055	0.99	0.999	0.981
5:11500001-12000000	5	11500001	12000000	0.99	1.03	0.946	0.877
5:12000001-12500000	5	12000001	12500000	1.043	1.038	0.894	0.992
5:12500001-13000000	5	12500001	13000000	0.956	0.951	0.997	0.909
5:13000001-13500000	5	13000001	13500000	0.958	0.987	1.002	0.941
5:13500001-14000000	5	13500001	14000000	1	1.016	1.015	1.078
5:14000001-14500000	5	14000001	14500000	0.846	0.982	1.01	0.976
5:14500001-15000000	5	14500001	15000000	0.95	0.919	0.977	0.888
5:15000001-15500000	5	15000001	15500000	0.988	0.969	1	1.072
5:15500001-16000000	5	15500001	16000000	0.972	0.922	0.954	1.017
5:16000001-16500000	5	16000001	16500000	1.046	1.027	0.935	0.944
5:16500001-17000000	5	16500001	17000000	1.066	1.041	0.972	1.02
5:17000001-17500000	5	17000001	17500000	0.932	0.982	1.051	1.034
5:17500001-18000000	5	17500001	18000000	1.04	1.019	1.047	0.828
5:18000001-18500000	5	18000001	18500000	1.01	0.99	0.954	0.93
5:18500001-19000000	5	18500001	19000000	1.016	0.845	0.957	0.911
5:19000001-19500000	5	19000001	19500000	0.92	0.975	0.963	0.952
5:19500001-20000000	5	19500001	20000000	0.927	1.055	1.009	0.968
5:20000001-20500000	5	20000001	20500000	0.942	0.963	0.9	0.989
5:21500001-22000000	5	21500001	22000000	0.959	0.934	1.018	0.974
5:22000001-22500000	5	22000001	22500000	0.969	1.004	0.92	0.942
5:22500001-23000000	5	22500001	23000000	1.037	1.016	0.97	0.893
5:23000001-23500000	5	23000001	23500000	0.958	0.962	0.919	0.952
5:23500001-24000000	5	23500001	24000000	0.874	1.055	0.868	0.782
5:24000001-24500000	5	24000001	24500000	0.976	0.97	1.046	0.92
5:24500001-25000000	5	24500001	25000000	1.014	0.998	0.972	0.977
5:25000001-25500000	5	25000001	25500000	0.948	0.987	0.863	0.927
5:25500001-26000000	5	25500001	26000000	0.98	0.924	0.931	0.953
5:26000001-26500000	5	26000001	26500000	0.89	0.945	0.915	0.854
5:26500001-27000000	5	26500001	27000000	1.007	0.926	0.997	1.013
5:27000001-27500000	5	27000001	27500000	1.076	1.055	1.048	1.007
5:27500001-28000000	5	27500001	28000000	0.959	0.965	0.931	0.854
5:28000001-28500000	5	28000001	28500000	0.988	1.024	0.846	0.92
5:28500001-29000000	5	28500001	29000000	0.978	0.987	0.952	0.972
5:29000001-29500000	5	29000001	29500000	0.973	0.987	0.99	1.047
5:29500001-30000000	5	29500001	30000000	0.983	1.024	0.979	1.01
5:30000001-30500000	5	30000001	30500000	0.978	1.02	1.037	1.032
5:30500001-31000000	5	30500001	31000000	1.013	1.003	1.007	1.044
5:31000001-31500000	5	31000001	31500000	1.057	1.012	0.961	0.955
5:31500001-32000000	5	31500001	32000000	0.993	0.99	1.022	1.101
5:32000001-32500000	5	32000001	32500000	0.951	0.897	0.969	0.942
