feature	chromosome	start	end	SLX-17921.D706tp_D503tp.H5J55BBXY.s_8.r_1	SLX-16150.D706tp_D502tp.HC22VBBXY.s_3.r_1
7:131500001-132000000	7	131500001	132000000	1.178	1.04
7:132000001-132500000	7	132000001	132500000	0.961	1.003
7:132500001-133000000	7	132500001	133000000	1.076	0.985
7:133000001-133500000	7	133000001	133500000	0.987	1.015
7:133500001-134000000	7	133500001	134000000	1.008	0.949
7:134000001-134500000	7	134000001	134500000	1.094	1.047
7:134500001-135000000	7	134500001	135000000	0.945	1.04
7:135000001-135500000	7	135000001	135500000	1.004	1.028
7:135500001-136000000	7	135500001	136000000	0.939	0.906
7:136000001-136500000	7	136000001	136500000	1.146	1.071
7:136500001-137000000	7	136500001	137000000	0.978	1.067
7:137000001-137500000	7	137000001	137500000	0.972	0.949
7:137500001-138000000	7	137500001	138000000	0.972	1.015
7:138000001-138500000	7	138000001	138500000	0.955	0.834
7:138500001-139000000	7	138500001	139000000	0.974	0.942
7:139000001-139500000	7	139000001	139500000	0.957	0.962
7:139500001-140000000	7	139500001	140000000	1.117	1.012
7:140000001-140500000	7	140000001	140500000	1.098	0.949
7:140500001-141000000	7	140500001	141000000	0.961	1.016
7:142000001-142500000	7	142000001	142500000	0.847	0.973
7:144500001-145000000	7	144500001	145000000	1.021	1.013
7:145000001-145500000	7	145000001	145500000	1.101	0.958
7:146000001-146500000	7	146000001	146500000	1.019	0.932
7:146500001-147000000	7	146500001	147000000	1.026	0.944
7:147000001-147500000	7	147000001	147500000	1.111	0.95
7:147500001-148000000	7	147500001	148000000	0.86	1.056
7:148000001-148500000	7	148000001	148500000	1.047	1.064
7:148500001-149000000	7	148500001	149000000	0.959	0.952
7:149000001-149500000	7	149000001	149500000	1.133	1.023
7:150500001-151000000	7	150500001	151000000	1.044	1.074
7:151000001-151500000	7	151000001	151500000	0.99	1.003
7:151500001-152000000	7	151500001	152000000	1.051	0.964
7:153000001-153500000	7	153000001	153500000	1.03	0.992
7:154500001-155000000	7	154500001	155000000	1.008	1.017
7:155000001-155500000	7	155000001	155500000	1.092	1.008
7:155500001-156000000	7	155500001	156000000	0.899	1.015
7:156000001-156500000	7	156000001	156500000	1.008	1.017
7:156500001-157000000	7	156500001	157000000	0.889	1.039
7:157000001-157500000	7	157000001	157500000	1.057	1.026
7:157500001-158000000	7	157500001	158000000	1.18	1.024
7:158000001-158500000	7	158000001	158500000	1.143	1.029
7:158500001-159000000	7	158500001	159000000	0.969	0.922
8:1000001-1500000	8	1000001	1500000	0.215	1.023
8:1500001-2000000	8	1500001	2000000	1.213	1.054
8:2500001-3000000	8	2500001	3000000	0.195	0.913
8:3000001-3500000	8	3000001	3500000	0.201	0.832
8:3500001-4000000	8	3500001	4000000	0.217	0.922
8:4000001-4500000	8	4000001	4500000	0.202	0.864
8:4500001-5000000	8	4500001	5000000	0.267	0.918
8:5000001-5500000	8	5000001	5500000	0.223	0.867
8:5500001-6000000	8	5500001	6000000	0.216	0.927
8:6000001-6500000	8	6000001	6500000	0.217	0.967
8:6500001-7000000	8	6500001	7000000	1.206	0.913
8:8500001-9000000	8	8500001	9000000	1.175	0.946
8:9000001-9500000	8	9000001	9500000	1.277	1.056
8:9500001-10000000	8	9500001	10000000	1.444	1.054
8:10000001-10500000	8	10000001	10500000	2.121	0.994
8:10500001-11000000	8	10500001	11000000	2.341	1.073
8:11000001-11500000	8	11000001	11500000	2.237	1.105
8:11500001-12000000	8	11500001	12000000	2.227	1.013
8:13500001-14000000	8	13500001	14000000	3.23	1.083
8:14000001-14500000	8	14000001	14500000	3.23	1.036
8:14500001-15000000	8	14500001	15000000	4.044	1.192
8:15000001-15500000	8	15000001	15500000	3.601	1.158
8:15500001-16000000	8	15500001	16000000	2.756	1.059
8:16500001-17000000	8	16500001	17000000	3.852	1.14
8:17000001-17500000	8	17000001	17500000	4.206	1.109
8:17500001-18000000	8	17500001	18000000	3.951	1.009
8:18000001-18500000	8	18000001	18500000	4.569	1.116
8:19000001-19500000	8	19000001	19500000	2.775	1.108
8:19500001-20000000	8	19500001	20000000	3.077	1.087
8:20000001-20500000	8	20000001	20500000	3.418	1.187
8:21000001-21500000	8	21000001	21500000	0.579	1.017
8:21500001-22000000	8	21500001	22000000	0.572	1.024
8:22000001-22500000	8	22000001	22500000	0.641	0.933
8:22500001-23000000	8	22500001	23000000	0.652	0.946
8:23000001-23500000	8	23000001	23500000	0.585	0.89
8:23500001-24000000	8	23500001	24000000	0.614	0.956
8:24000001-24500000	8	24000001	24500000	0.635	0.937
8:24500001-25000000	8	24500001	25000000	0.666	0.971
8:25000001-25500000	8	25000001	25500000	0.612	0.899
8:25500001-26000000	8	25500001	26000000	0.63	1.013
8:26000001-26500000	8	26000001	26500000	0.572	0.917
8:26500001-27000000	8	26500001	27000000	0.623	0.897
8:27000001-27500000	8	27000001	27500000	0.648	0.973
8:27500001-28000000	8	27500001	28000000	0.537	0.977
8:28000001-28500000	8	28000001	28500000	0.589	0.908
8:28500001-29000000	8	28500001	29000000	0.556	0.96
8:29000001-29500000	8	29000001	29500000	0.892	0.98
8:29500001-30000000	8	29500001	30000000	2.172	1.083
8:30000001-30500000	8	30000001	30500000	1.389	1.03
8:30500001-31000000	8	30500001	31000000	1.052	0.965
8:31000001-31500000	8	31000001	31500000	1.604	1.036
8:31500001-32000000	8	31500001	32000000	1.769	1.153
8:32000001-32500000	8	32000001	32500000	1.624	1.046
8:33500001-34000000	8	33500001	34000000	2.203	1.147
8:34000001-34500000	8	34000001	34500000	2.574	1.127
8:34500001-35000000	8	34500001	35000000	1.489	1.077
8:35000001-35500000	8	35000001	35500000	1.596	1.082
8:35500001-36000000	8	35500001	36000000	2.719	1.11
8:36500001-37000000	8	36500001	37000000	3.383	1.293
8:37000001-37500000	8	37000001	37500000	1.957	1.538
8:37500001-38000000	8	37500001	38000000	4.399	1.222
8:38000001-38500000	8	38000001	38500000	2.37	1.017
8:38500001-39000000	8	38500001	39000000	2.013	1.101
8:39000001-39500000	8	39000001	39500000	1.452	0.833
8:39500001-40000000	8	39500001	40000000	0.889	0.921
8:40500001-41000000	8	40500001	41000000	1.533	1.105
8:41000001-41500000	8	41000001	41500000	1.67	1.251
8:41500001-42000000	8	41500001	42000000	1.554	1.104
8:42000001-42500000	8	42000001	42500000	1.595	1.005
8:42500001-43000000	8	42500001	43000000	1.805	1.132
8:47000001-47500000	8	47000001	47500000	1.293	1.108
8:47500001-48000000	8	47500001	48000000	1.098	1.019
8:48000001-48500000	8	48000001	48500000	1.14	1.089
8:48500001-49000000	8	48500001	49000000	1.002	1.001
8:49000001-49500000	8	49000001	49500000	1.212	1.055
8:49500001-50000000	8	49500001	50000000	1.041	0.971
8:50000001-50500000	8	50000001	50500000	1.107	0.978
8:51000001-51500000	8	51000001	51500000	1.058	0.911
8:51500001-52000000	8	51500001	52000000	1.06	1.048
8:52000001-52500000	8	52000001	52500000	1.033	1.068
8:52500001-53000000	8	52500001	53000000	1.055	1.01
8:53000001-53500000	8	53000001	53500000	1.167	1.085
8:53500001-54000000	8	53500001	54000000	1.131	1.001
8:54000001-54500000	8	54000001	54500000	1.115	1.013
8:54500001-55000000	8	54500001	55000000	1.126	1.099
8:55000001-55500000	8	55000001	55500000	1.159	1.005
8:55500001-56000000	8	55500001	56000000	1.188	0.953
8:56000001-56500000	8	56000001	56500000	1.253	1.028
8:57000001-57500000	8	57000001	57500000	1.156	1.084
8:57500001-58000000	8	57500001	58000000	1.095	1.049
8:58000001-58500000	8	58000001	58500000	1.091	1.011
8:58500001-59000000	8	58500001	59000000	1.256	1.028
8:59000001-59500000	8	59000001	59500000	1.488	1.043
8:59500001-60000000	8	59500001	60000000	1.393	1.036
8:60000001-60500000	8	60000001	60500000	1.488	1.082
8:60500001-61000000	8	60500001	61000000	1.361	0.968
8:61500001-62000000	8	61500001	62000000	1.401	1.042
8:62000001-62500000	8	62000001	62500000	1.333	1.028
8:62500001-63000000	8	62500001	63000000	1.541	1.116
8:63000001-63500000	8	63000001	63500000	1.428	0.961
8:63500001-64000000	8	63500001	64000000	1.428	1.176
8:64000001-64500000	8	64000001	64500000	1.506	1.098
8:64500001-65000000	8	64500001	65000000	1.588	1.083
8:65000001-65500000	8	65000001	65500000	1.427	1.134
8:65500001-66000000	8	65500001	66000000	1.43	0.984
8:66000001-66500000	8	66000001	66500000	1.438	1.086
8:66500001-67000000	8	66500001	67000000	1.406	0.977
8:67000001-67500000	8	67000001	67500000	1.462	0.973
8:68000001-68500000	8	68000001	68500000	1.495	1.043
8:68500001-69000000	8	68500001	69000000	1.356	1.001
8:69500001-70000000	8	69500001	70000000	1.614	1.036
8:70000001-70500000	8	70000001	70500000	1.538	1.078
8:70500001-71000000	8	70500001	71000000	1.483	1.032
8:71000001-71500000	8	71000001	71500000	1.458	1.011
8:71500001-72000000	8	71500001	72000000	1.556	1.016
8:72000001-72500000	8	72000001	72500000	1.518	0.999
8:73000001-73500000	8	73000001	73500000	1.439	1.088
8:73500001-74000000	8	73500001	74000000	1.335	0.991
8:74000001-74500000	8	74000001	74500000	1.435	0.992
8:75000001-75500000	8	75000001	75500000	1.446	1.066
8:75500001-76000000	8	75500001	76000000	1.407	1.015
8:77000001-77500000	8	77000001	77500000	1.488	0.996
8:77500001-78000000	8	77500001	78000000	1.373	1.001
8:78000001-78500000	8	78000001	78500000	1.54	1.087
8:78500001-79000000	8	78500001	79000000	1.261	1.014
8:79000001-79500000	8	79000001	79500000	1.496	1.108
8:79500001-80000000	8	79500001	80000000	1.331	1
8:80000001-80500000	8	80000001	80500000	1.497	1.023
8:80500001-81000000	8	80500001	81000000	1.448	1.048
8:81000001-81500000	8	81000001	81500000	1.529	1.025
8:81500001-82000000	8	81500001	82000000	1.404	1.009
8:82000001-82500000	8	82000001	82500000	1.556	1.007
8:82500001-83000000	8	82500001	83000000	1.571	0.997
8:83000001-83500000	8	83000001	83500000	1.38	1.123
8:83500001-84000000	8	83500001	84000000	1.577	1.018
8:84000001-84500000	8	84000001	84500000	1.371	1.078
8:84500001-85000000	8	84500001	85000000	1.457	1.016
8:85000001-85500000	8	85000001	85500000	1.453	1.089
8:86000001-86500000	8	86000001	86500000	1.331	0.972
8:86500001-87000000	8	86500001	87000000	1.473	1.02
8:87000001-87500000	8	87000001	87500000	1.374	1.119
8:87500001-88000000	8	87500001	88000000	1.463	1.037
8:88000001-88500000	8	88000001	88500000	1.498	1.055
8:88500001-89000000	8	88500001	89000000	1.465	1.087
8:89000001-89500000	8	89000001	89500000	1.492	0.982
8:89500001-90000000	8	89500001	90000000	1.462	1.052
8:90000001-90500000	8	90000001	90500000	1.49	1.045
8:90500001-91000000	8	90500001	91000000	1.587	0.982
8:91000001-91500000	8	91000001	91500000	1.557	1.019
8:91500001-92000000	8	91500001	92000000	1.535	1.125
8:92000001-92500000	8	92000001	92500000	1.53	1.083
8:92500001-93000000	8	92500001	93000000	1.47	1.078
8:93000001-93500000	8	93000001	93500000	1.413	1.104
8:93500001-94000000	8	93500001	94000000	1.473	1.089
8:94000001-94500000	8	94000001	94500000	1.551	1.003
8:94500001-95000000	8	94500001	95000000	1.413	0.977
8:95000001-95500000	8	95000001	95500000	1.426	1.055
8:95500001-96000000	8	95500001	96000000	1.532	1.032
8:96000001-96500000	8	96000001	96500000	1.353	1.062
8:96500001-97000000	8	96500001	97000000	1.52	1.002
8:97000001-97500000	8	97000001	97500000	1.392	1.112
8:98000001-98500000	8	98000001	98500000	1.571	0.972
8:98500001-99000000	8	98500001	99000000	1.544	1.151
8:99500001-100000000	8	99500001	100000000	1.508	1.146
8:100000001-100500000	8	100000001	100500000	1.295	1.055
8:100500001-101000000	8	100500001	101000000	1.447	1.01
8:101000001-101500000	8	101000001	101500000	1.379	1.035
8:101500001-102000000	8	101500001	102000000	1.313	1.026
8:102000001-102500000	8	102000001	102500000	1.429	1.008
8:103500001-104000000	8	103500001	104000000	1.471	1.053
8:104000001-104500000	8	104000001	104500000	1.485	1.102
8:104500001-105000000	8	104500001	105000000	1.528	1.055
8:105000001-105500000	8	105000001	105500000	1.477	1.056
8:105500001-106000000	8	105500001	106000000	1.495	1.096
8:106000001-106500000	8	106000001	106500000	1.602	1.051
8:106500001-107000000	8	106500001	107000000	1.588	0.971
8:107000001-107500000	8	107000001	107500000	1.447	1.053
8:107500001-108000000	8	107500001	108000000	1.464	1.045
8:108000001-108500000	8	108000001	108500000	1.411	1.001
8:109000001-109500000	8	109000001	109500000	1.427	1.066
8:109500001-110000000	8	109500001	110000000	1.356	1.026
8:110000001-110500000	8	110000001	110500000	1.343	0.945
8:111500001-112000000	8	111500001	112000000	1.396	1.038
8:112000001-112500000	8	112000001	112500000	1.469	0.954
8:112500001-113000000	8	112500001	113000000	1.406	1.034
8:113000001-113500000	8	113000001	113500000	1.387	1.051
8:113500001-114000000	8	113500001	114000000	1.433	0.992
8:114000001-114500000	8	114000001	114500000	1.451	1.066
8:114500001-115000000	8	114500001	115000000	1.435	0.948
8:115000001-115500000	8	115000001	115500000	1.332	1.088
8:115500001-116000000	8	115500001	116000000	1.508	1.075
8:116000001-116500000	8	116000001	116500000	1.49	1.029
8:116500001-117000000	8	116500001	117000000	1.432	0.992
8:117000001-117500000	8	117000001	117500000	1.542	1.049
8:117500001-118000000	8	117500001	118000000	1.492	0.993
8:118000001-118500000	8	118000001	118500000	1.608	1.03
8:118500001-119000000	8	118500001	119000000	1.484	1.081
8:119000001-119500000	8	119000001	119500000	1.4	1.115
8:119500001-120000000	8	119500001	120000000	1.475	1.102
8:120500001-121000000	8	120500001	121000000	1.549	1.056
8:121000001-121500000	8	121000001	121500000	1.595	1.112
8:121500001-122000000	8	121500001	122000000	1.348	1.03
8:122000001-122500000	8	122000001	122500000	1.491	1.139
8:122500001-123000000	8	122500001	123000000	1.529	1.07
8:123000001-123500000	8	123000001	123500000	1.559	1.019
8:123500001-124000000	8	123500001	124000000	1.484	1.059
8:124000001-124500000	8	124000001	124500000	1.457	1.088
8:124500001-125000000	8	124500001	125000000	1.3	1.014
8:125000001-125500000	8	125000001	125500000	1.299	1.045
8:125500001-126000000	8	125500001	126000000	1.447	1.13
8:126000001-126500000	8	126000001	126500000	1.378	1.033
8:126500001-127000000	8	126500001	127000000	1.418	1.004
8:128000001-128500000	8	128000001	128500000	1.423	0.97
8:128500001-129000000	8	128500001	129000000	1.585	1.104
8:129000001-129500000	8	129000001	129500000	1.434	1.089
8:129500001-130000000	8	129500001	130000000	1.179	0.986
8:130000001-130500000	8	130000001	130500000	1.484	0.956
8:130500001-131000000	8	130500001	131000000	1.232	1.013
8:131000001-131500000	8	131000001	131500000	1.382	1.138
8:131500001-132000000	8	131500001	132000000	1.41	1.109
8:132000001-132500000	8	132000001	132500000	1.435	1.027
8:132500001-133000000	8	132500001	133000000	1.432	1.083
8:133000001-133500000	8	133000001	133500000	1.391	0.976
8:134000001-134500000	8	134000001	134500000	1.657	1.039
8:134500001-135000000	8	134500001	135000000	1.408	1.017
8:135000001-135500000	8	135000001	135500000	1.494	1.113
8:135500001-136000000	8	135500001	136000000	1.488	1.022
8:136000001-136500000	8	136000001	136500000	1.426	1.078
8:136500001-137000000	8	136500001	137000000	1.425	1.103
8:137000001-137500000	8	137000001	137500000	1.413	1.014
8:137500001-138000000	8	137500001	138000000	1.471	0.992
8:138000001-138500000	8	138000001	138500000	1.439	1.056
8:138500001-139000000	8	138500001	139000000	1.398	1.078
8:139000001-139500000	8	139000001	139500000	1.512	1.096
8:139500001-140000000	8	139500001	140000000	1.563	1.069
8:140000001-140500000	8	140000001	140500000	1.583	0.981
8:140500001-141000000	8	140500001	141000000	1.317	0.908
8:141000001-141500000	8	141000001	141500000	1.62	0.98
8:141500001-142000000	8	141500001	142000000	1.333	1.071
8:142000001-142500000	8	142000001	142500000	1.445	1.024
8:142500001-143000000	8	142500001	143000000	1.415	1.063
8:143000001-143500000	8	143000001	143500000	1.451	1.005
8:143500001-144000000	8	143500001	144000000	1.53	0.942
8:144000001-144500000	8	144000001	144500000	1.371	0.947
8:144500001-145000000	8	144500001	145000000	1.456	1.039
9:500001-1000000	9	500001	1000000	0.999	0.945
9:1000001-1500000	9	1000001	1500000	0.933	1.098
9:1500001-2000000	9	1500001	2000000	1.045	1.017
9:2000001-2500000	9	2000001	2500000	0.916	0.962
9:2500001-3000000	9	2500001	3000000	1.032	1.037
9:3000001-3500000	9	3000001	3500000	1.058	0.963
9:3500001-4000000	9	3500001	4000000	1.045	1.011
9:4000001-4500000	9	4000001	4500000	1.016	1.031
9:4500001-5000000	9	4500001	5000000	0.921	0.908
9:5500001-6000000	9	5500001	6000000	0.959	0.945
9:6000001-6500000	9	6000001	6500000	0.99	1.071
9:6500001-7000000	9	6500001	7000000	0.98	0.938
9:7000001-7500000	9	7000001	7500000	0.958	0.95
9:7500001-8000000	9	7500001	8000000	1.025	0.963
9:8000001-8500000	9	8000001	8500000	1.007	0.965
9:8500001-9000000	9	8500001	9000000	1.022	0.962
9:9000001-9500000	9	9000001	9500000	1.059	1
9:10000001-10500000	9	10000001	10500000	0.962	0.995
9:10500001-11000000	9	10500001	11000000	0.951	1.025
9:11000001-11500000	9	11000001	11500000	0.897	0.954
9:11500001-12000000	9	11500001	12000000	0.957	0.949
9:12000001-12500000	9	12000001	12500000	1.011	0.949
9:12500001-13000000	9	12500001	13000000	0.875	1.003
9:13000001-13500000	9	13000001	13500000	0.968	1.012
9:13500001-14000000	9	13500001	14000000	0.883	0.957
9:14000001-14500000	9	14000001	14500000	0.81	0.966
9:14500001-15000000	9	14500001	15000000	0.944	1.015
9:15000001-15500000	9	15000001	15500000	0.936	1.003
9:16000001-16500000	9	16000001	16500000	1.009	1.049
9:16500001-17000000	9	16500001	17000000	1.01	1.013
9:17000001-17500000	9	17000001	17500000	0.899	1.003
9:17500001-18000000	9	17500001	18000000	1.181	1.066
9:18500001-19000000	9	18500001	19000000	0.968	0.987
9:19000001-19500000	9	19000001	19500000	0.837	0.956
9:19500001-20000000	9	19500001	20000000	0.935	1.141
9:20000001-20500000	9	20000001	20500000	1.079	0.983
9:20500001-21000000	9	20500001	21000000	0.934	0.982
9:21000001-21500000	9	21000001	21500000	0.956	1.009
9:21500001-22000000	9	21500001	22000000	0.918	0.971
9:22000001-22500000	9	22000001	22500000	1.097	0.985
9:22500001-23000000	9	22500001	23000000	0.985	1.015
9:23000001-23500000	9	23000001	23500000	1.123	1.016
9:23500001-24000000	9	23500001	24000000	0.988	0.952
9:24000001-24500000	9	24000001	24500000	1.06	1.05
9:24500001-25000000	9	24500001	25000000	1.001	1.043
9:25000001-25500000	9	25000001	25500000	0.939	1.015
9:25500001-26000000	9	25500001	26000000	0.858	0.906
9:26000001-26500000	9	26000001	26500000	1.081	1.07
9:26500001-27000000	9	26500001	27000000	0.942	1.002
9:27000001-27500000	9	27000001	27500000	1.104	1.006
9:27500001-28000000	9	27500001	28000000	1.005	0.914
9:28000001-28500000	9	28000001	28500000	0.97	0.986
9:28500001-29000000	9	28500001	29000000	0.954	0.976
9:29000001-29500000	9	29000001	29500000	0.967	1.059
9:29500001-30000000	9	29500001	30000000	0.911	0.966
9:30000001-30500000	9	30000001	30500000	1.028	0.989
9:30500001-31000000	9	30500001	31000000	1.033	0.912
9:31500001-32000000	9	31500001	32000000	0.989	1.088
9:32000001-32500000	9	32000001	32500000	0.988	0.956
9:32500001-33000000	9	32500001	33000000	1.043	0.947
9:33000001-33500000	9	33000001	33500000	0.978	0.863
9:34000001-34500000	9	34000001	34500000	1.029	0.997
9:35000001-35500000	9	35000001	35500000	1.071	0.996
9:35500001-36000000	9	35500001	36000000	1.03	0.965
9:36500001-37000000	9	36500001	37000000	1.133	1.106
9:37000001-37500000	9	37000001	37500000	0.923	0.888
9:37500001-38000000	9	37500001	38000000	0.906	1.056
9:38000001-38500000	9	38000001	38500000	0.905	1.006
9:68500001-69000000	9	68500001	69000000	1.031	0.981
9:69000001-69500000	9	69000001	69500000	1.115	1.083
9:69500001-70000000	9	69500001	70000000	1.124	0.906
9:70000001-70500000	9	70000001	70500000	0.909	0.98
9:70500001-71000000	9	70500001	71000000	1.06	1.011
9:71000001-71500000	9	71000001	71500000	0.975	1.057
9:71500001-72000000	9	71500001	72000000	0.919	0.944
9:72000001-72500000	9	72000001	72500000	1.01	1.044
9:73000001-73500000	9	73000001	73500000	0.971	1.019
9:73500001-74000000	9	73500001	74000000	1.021	0.983
9:74000001-74500000	9	74000001	74500000	0.978	0.975
9:74500001-75000000	9	74500001	75000000	1.062	1
9:75000001-75500000	9	75000001	75500000	1.103	0.969
9:75500001-76000000	9	75500001	76000000	1.025	0.927
9:76000001-76500000	9	76000001	76500000	1.13	0.9
9:76500001-77000000	9	76500001	77000000	1.021	0.968
9:77000001-77500000	9	77000001	77500000	1.02	0.994
9:77500001-78000000	9	77500001	78000000	1.082	0.872
9:78000001-78500000	9	78000001	78500000	1	1.094
9:79000001-79500000	9	79000001	79500000	0.932	1.066
9:80000001-80500000	9	80000001	80500000	1.041	0.978
9:81000001-81500000	9	81000001	81500000	1.038	1.045
9:82500001-83000000	9	82500001	83000000	1.019	0.987
9:83000001-83500000	9	83000001	83500000	1.021	0.938
9:83500001-84000000	9	83500001	84000000	0.926	0.891
9:84000001-84500000	9	84000001	84500000	0.951	1.013
9:84500001-85000000	9	84500001	85000000	1.045	1.029
9:85000001-85500000	9	85000001	85500000	1.112	1.124
9:85500001-86000000	9	85500001	86000000	1.026	1.016
9:86000001-86500000	9	86000001	86500000	1.007	1.052
9:86500001-87000000	9	86500001	87000000	0.904	1.046
9:87000001-87500000	9	87000001	87500000	1.042	1.073
9:87500001-88000000	9	87500001	88000000	1.031	1.06
9:88000001-88500000	9	88000001	88500000	1.052	0.987
9:88500001-89000000	9	88500001	89000000	1.036	1.132
9:89000001-89500000	9	89000001	89500000	0.996	1.026
9:89500001-90000000	9	89500001	90000000	1.047	0.978
9:90000001-90500000	9	90000001	90500000	0.905	1.101
9:90500001-91000000	9	90500001	91000000	0.988	1.008
9:91000001-91500000	9	91000001	91500000	0.996	0.894
9:91500001-92000000	9	91500001	92000000	1.045	1.042
9:93000001-93500000	9	93000001	93500000	1.049	0.97
9:93500001-94000000	9	93500001	94000000	0.795	0.968
9:94500001-95000000	9	94500001	95000000	1.055	0.971
9:95000001-95500000	9	95000001	95500000	0.977	0.936
9:96000001-96500000	9	96000001	96500000	1.151	0.996
9:97500001-98000000	9	97500001	98000000	0.966	0.96
9:98000001-98500000	9	98000001	98500000	1.069	0.976
9:98500001-99000000	9	98500001	99000000	1.013	1.02
9:99000001-99500000	9	99000001	99500000	1.041	1.052
9:99500001-100000000	9	99500001	100000000	1.03	0.957
9:100000001-100500000	9	100000001	100500000	1.061	1.011
9:100500001-101000000	9	100500001	101000000	1.065	1.15
9:101000001-101500000	9	101000001	101500000	1.019	0.954
9:101500001-102000000	9	101500001	102000000	1.061	1.022
9:102000001-102500000	9	102000001	102500000	1.03	1.037
9:102500001-103000000	9	102500001	103000000	1.038	1.038
9:103000001-103500000	9	103000001	103500000	0.982	0.965
9:103500001-104000000	9	103500001	104000000	1.076	1.056
9:104000001-104500000	9	104000001	104500000	1.163	0.979
9:104500001-105000000	9	104500001	105000000	1.046	0.963
9:105000001-105500000	9	105000001	105500000	0.943	0.986
9:105500001-106000000	9	105500001	106000000	1.07	1.063
9:106000001-106500000	9	106000001	106500000	1.113	1.045
9:106500001-107000000	9	106500001	107000000	1.025	1.021
9:107000001-107500000	9	107000001	107500000	1.045	0.956
9:107500001-108000000	9	107500001	108000000	0.96	0.965
9:108000001-108500000	9	108000001	108500000	0.978	1.014
9:108500001-109000000	9	108500001	109000000	0.984	0.972
9:109000001-109500000	9	109000001	109500000	0.916	1.031
9:109500001-110000000	9	109500001	110000000	1.032	0.989
9:110000001-110500000	9	110000001	110500000	0.916	1.085
9:110500001-111000000	9	110500001	111000000	0.94	1.061
9:111000001-111500000	9	111000001	111500000	0.964	0.975
9:111500001-112000000	9	111500001	112000000	0.832	0.988
9:112000001-112500000	9	112000001	112500000	0.966	0.898
9:112500001-113000000	9	112500001	113000000	1.009	1.082
9:113000001-113500000	9	113000001	113500000	0.949	1.087
9:113500001-114000000	9	113500001	114000000	1.042	0.941
9:114000001-114500000	9	114000001	114500000	0.995	0.97
9:114500001-115000000	9	114500001	115000000	1.049	1.008
9:115000001-115500000	9	115000001	115500000	1.133	1.045
9:115500001-116000000	9	115500001	116000000	0.962	1.041
9:116000001-116500000	9	116000001	116500000	1.065	1.005
9:116500001-117000000	9	116500001	117000000	1.099	1.012
9:117500001-118000000	9	117500001	118000000	1.065	1.019
9:118000001-118500000	9	118000001	118500000	1.083	1.006
9:118500001-119000000	9	118500001	119000000	0.991	1.042
9:119000001-119500000	9	119000001	119500000	0.994	0.991
9:119500001-120000000	9	119500001	120000000	1.008	1.108
9:120000001-120500000	9	120000001	120500000	0.939	1.035
9:120500001-121000000	9	120500001	121000000	0.9	0.973
9:121000001-121500000	9	121000001	121500000	1.078	0.88
9:121500001-122000000	9	121500001	122000000	0.9	1.032
9:122000001-122500000	9	122000001	122500000	0.971	0.875
9:123000001-123500000	9	123000001	123500000	0.965	1.035
9:123500001-124000000	9	123500001	124000000	0.899	1.054
9:124000001-124500000	9	124000001	124500000	1.107	1.034
9:124500001-125000000	9	124500001	125000000	1.103	1.09
9:125000001-125500000	9	125000001	125500000	1.026	1.043
9:125500001-126000000	9	125500001	126000000	1.059	1.037
9:126000001-126500000	9	126000001	126500000	1.031	0.945
9:126500001-127000000	9	126500001	127000000	1.002	1.064
9:127000001-127500000	9	127000001	127500000	1.011	0.934
9:127500001-128000000	9	127500001	128000000	0.92	1.009
9:128000001-128500000	9	128000001	128500000	1.141	1.062
9:128500001-129000000	9	128500001	129000000	0.869	0.997
9:129000001-129500000	9	129000001	129500000	1.072	0.998
9:130000001-130500000	9	130000001	130500000	0.977	0.949
9:130500001-131000000	9	130500001	131000000	0.948	1.079
9:131000001-131500000	9	131000001	131500000	0.895	1.039
9:131500001-132000000	9	131500001	132000000	0.901	0.971
9:132000001-132500000	9	132000001	132500000	0.967	0.999
9:132500001-133000000	9	132500001	133000000	0.939	0.981
9:133000001-133500000	9	133000001	133500000	1.133	1.059
9:133500001-134000000	9	133500001	134000000	1.066	0.953
9:134500001-135000000	9	134500001	135000000	1.147	1
9:135000001-135500000	9	135000001	135500000	1.053	1.075
9:135500001-136000000	9	135500001	136000000	0.919	1
9:136000001-136500000	9	136000001	136500000	1.012	0.936
9:136500001-137000000	9	136500001	137000000	0.821	1.012
9:137000001-137500000	9	137000001	137500000	0.924	0.96
9:137500001-138000000	9	137500001	138000000	1.153	1.096
10:1-500000	10	1	500000	1.054	1.045
10:500001-1000000	10	500001	1000000	1.023	0.955
10:1000001-1500000	10	1000001	1500000	1.068	0.983
10:1500001-2000000	10	1500001	2000000	1.106	0.962
10:2500001-3000000	10	2500001	3000000	0.968	1.043
10:3000001-3500000	10	3000001	3500000	1.004	0.934
10:3500001-4000000	10	3500001	4000000	0.957	0.899
10:4000001-4500000	10	4000001	4500000	1.021	0.985
10:4500001-5000000	10	4500001	5000000	0.967	0.969
10:5000001-5500000	10	5000001	5500000	0.869	0.997
10:5500001-6000000	10	5500001	6000000	0.962	0.961
10:6000001-6500000	10	6000001	6500000	1.09	0.947
10:6500001-7000000	10	6500001	7000000	1.187	1.097
10:7000001-7500000	10	7000001	7500000	1.098	0.98
10:7500001-8000000	10	7500001	8000000	0.951	1.058
10:8000001-8500000	10	8000001	8500000	1.057	0.965
10:8500001-9000000	10	8500001	9000000	0.968	1.025
10:9000001-9500000	10	9000001	9500000	1.067	1.077
10:9500001-10000000	10	9500001	10000000	1.083	1.07
