feature	chromosome	start	end	SLX-17921.D706tp_D503tp.H5J55BBXY.s_8.r_1	SLX-16150.D706tp_D502tp.HC22VBBXY.s_3.r_1
3:99000001-99500000	3	99000001	99500000	1.114	0.893
3:99500001-100000000	3	99500001	100000000	1.002	1.006
3:100000001-100500000	3	100000001	100500000	0.909	0.928
3:100500001-101000000	3	100500001	101000000	1.038	1.045
3:101000001-101500000	3	101000001	101500000	0.985	1.095
3:101500001-102000000	3	101500001	102000000	0.996	0.898
3:102000001-102500000	3	102000001	102500000	1.043	1.011
3:102500001-103000000	3	102500001	103000000	0.931	1.04
3:103000001-103500000	3	103000001	103500000	1.082	1.034
3:103500001-104000000	3	103500001	104000000	0.99	0.998
3:104000001-104500000	3	104000001	104500000	0.953	0.984
3:104500001-105000000	3	104500001	105000000	1.117	0.972
3:105000001-105500000	3	105000001	105500000	0.894	1.024
3:105500001-106000000	3	105500001	106000000	0.95	0.887
3:106000001-106500000	3	106000001	106500000	0.903	0.989
3:107000001-107500000	3	107000001	107500000	0.994	1.036
3:107500001-108000000	3	107500001	108000000	1.003	1.028
3:108000001-108500000	3	108000001	108500000	0.991	0.983
3:108500001-109000000	3	108500001	109000000	0.976	0.992
3:109000001-109500000	3	109000001	109500000	1.041	1.044
3:109500001-110000000	3	109500001	110000000	1.076	0.998
3:110000001-110500000	3	110000001	110500000	0.957	0.964
3:110500001-111000000	3	110500001	111000000	1.026	1.041
3:111000001-111500000	3	111000001	111500000	1.154	0.891
3:111500001-112000000	3	111500001	112000000	1.048	0.98
3:112000001-112500000	3	112000001	112500000	1.017	1.033
3:112500001-113000000	3	112500001	113000000	0.985	1.018
3:113000001-113500000	3	113000001	113500000	1.096	1.08
3:113500001-114000000	3	113500001	114000000	1.014	0.899
3:114000001-114500000	3	114000001	114500000	1.009	0.996
3:114500001-115000000	3	114500001	115000000	1.086	1.094
3:115000001-115500000	3	115000001	115500000	0.939	0.917
3:115500001-116000000	3	115500001	116000000	1.142	1.026
3:116000001-116500000	3	116000001	116500000	0.932	1.074
3:116500001-117000000	3	116500001	117000000	1.094	1.062
3:117000001-117500000	3	117000001	117500000	1.007	1.031
3:117500001-118000000	3	117500001	118000000	0.968	1.044
3:118000001-118500000	3	118000001	118500000	1.064	0.932
3:118500001-119000000	3	118500001	119000000	1.094	0.98
3:119000001-119500000	3	119000001	119500000	1.138	1.023
3:120000001-120500000	3	120000001	120500000	1.071	0.973
3:121000001-121500000	3	121000001	121500000	1.038	1.122
3:121500001-122000000	3	121500001	122000000	0.823	0.991
3:122000001-122500000	3	122000001	122500000	0.959	0.953
3:123000001-123500000	3	123000001	123500000	1.019	0.994
3:123500001-124000000	3	123500001	124000000	1.075	0.903
3:124000001-124500000	3	124000001	124500000	1.163	1.003
3:124500001-125000000	3	124500001	125000000	0.919	1.024
3:125000001-125500000	3	125000001	125500000	0.869	0.93
3:126000001-126500000	3	126000001	126500000	0.878	1.051
3:126500001-127000000	3	126500001	127000000	1.034	1.114
3:127500001-128000000	3	127500001	128000000	0.953	0.847
3:128000001-128500000	3	128000001	128500000	0.997	0.931
3:129000001-129500000	3	129000001	129500000	1.018	0.891
3:129500001-130000000	3	129500001	130000000	1.03	0.935
3:130500001-131000000	3	130500001	131000000	1.021	1.008
3:131000001-131500000	3	131000001	131500000	0.983	1.076
3:131500001-132000000	3	131500001	132000000	1.042	0.961
3:132000001-132500000	3	132000001	132500000	1.121	0.98
3:132500001-133000000	3	132500001	133000000	1.017	1.026
3:133000001-133500000	3	133000001	133500000	1.045	1.039
3:133500001-134000000	3	133500001	134000000	1.066	0.984
3:134000001-134500000	3	134000001	134500000	0.872	0.992
3:134500001-135000000	3	134500001	135000000	1.1	1.045
3:135000001-135500000	3	135000001	135500000	1.084	1.088
3:135500001-136000000	3	135500001	136000000	1.034	1.239
3:136000001-136500000	3	136000001	136500000	1.131	1.011
3:136500001-137000000	3	136500001	137000000	1.061	0.976
3:137500001-138000000	3	137500001	138000000	1.141	1.041
3:138000001-138500000	3	138000001	138500000	0.962	0.986
3:138500001-139000000	3	138500001	139000000	0.899	0.993
3:139000001-139500000	3	139000001	139500000	1.059	1.005
3:139500001-140000000	3	139500001	140000000	0.956	1.053
3:140000001-140500000	3	140000001	140500000	0.94	1.007
3:140500001-141000000	3	140500001	141000000	1.046	0.937
3:141000001-141500000	3	141000001	141500000	1.116	0.962
3:141500001-142000000	3	141500001	142000000	1.04	1.015
3:142000001-142500000	3	142000001	142500000	0.98	0.923
3:143000001-143500000	3	143000001	143500000	0.914	1.034
3:143500001-144000000	3	143500001	144000000	1.045	0.964
3:144000001-144500000	3	144000001	144500000	0.927	0.99
3:144500001-145000000	3	144500001	145000000	1.107	0.981
3:145000001-145500000	3	145000001	145500000	1.048	0.899
3:145500001-146000000	3	145500001	146000000	0.877	0.953
3:146000001-146500000	3	146000001	146500000	0.929	0.936
3:146500001-147000000	3	146500001	147000000	1.095	1.023
3:147000001-147500000	3	147000001	147500000	0.99	0.942
3:147500001-148000000	3	147500001	148000000	0.914	1.024
3:148000001-148500000	3	148000001	148500000	0.941	1.061
3:148500001-149000000	3	148500001	149000000	1.11	0.964
3:149000001-149500000	3	149000001	149500000	0.851	0.913
3:149500001-150000000	3	149500001	150000000	1.016	1
3:150000001-150500000	3	150000001	150500000	0.972	0.933
3:150500001-151000000	3	150500001	151000000	1.068	0.936
3:151000001-151500000	3	151000001	151500000	1.102	1.019
3:151500001-152000000	3	151500001	152000000	1.092	1.033
3:152000001-152500000	3	152000001	152500000	0.971	0.978
3:153000001-153500000	3	153000001	153500000	1.055	1.022
3:154000001-154500000	3	154000001	154500000	0.956	1.006
3:154500001-155000000	3	154500001	155000000	0.988	1.024
3:155000001-155500000	3	155000001	155500000	1.028	0.961
3:155500001-156000000	3	155500001	156000000	1.065	1.024
3:156000001-156500000	3	156000001	156500000	0.995	1.053
3:156500001-157000000	3	156500001	157000000	0.998	0.988
3:157000001-157500000	3	157000001	157500000	0.935	0.981
3:157500001-158000000	3	157500001	158000000	1.088	0.995
3:158000001-158500000	3	158000001	158500000	1.124	1.116
3:158500001-159000000	3	158500001	159000000	0.993	1.009
3:159000001-159500000	3	159000001	159500000	1.118	1.004
3:159500001-160000000	3	159500001	160000000	1.01	1.1
3:160000001-160500000	3	160000001	160500000	0.995	0.893
3:161000001-161500000	3	161000001	161500000	0.964	0.932
3:161500001-162000000	3	161500001	162000000	1.046	0.97
3:162000001-162500000	3	162000001	162500000	0.988	1.049
3:163000001-163500000	3	163000001	163500000	1.003	0.99
3:163500001-164000000	3	163500001	164000000	0.987	1.036
3:164000001-164500000	3	164000001	164500000	0.948	0.994
3:164500001-165000000	3	164500001	165000000	0.948	1.003
3:165000001-165500000	3	165000001	165500000	1.029	0.976
3:165500001-166000000	3	165500001	166000000	1.04	0.994
3:166500001-167000000	3	166500001	167000000	1.016	0.951
3:167000001-167500000	3	167000001	167500000	1.09	1.043
3:167500001-168000000	3	167500001	168000000	1.047	1.038
3:168000001-168500000	3	168000001	168500000	0.964	1.065
3:168500001-169000000	3	168500001	169000000	1.108	1.131
3:169000001-169500000	3	169000001	169500000	0.988	1.07
3:169500001-170000000	3	169500001	170000000	1.053	0.993
3:170000001-170500000	3	170000001	170500000	0.909	0.876
3:170500001-171000000	3	170500001	171000000	1.095	1.12
3:171000001-171500000	3	171000001	171500000	1.046	0.964
3:172000001-172500000	3	172000001	172500000	1.001	0.907
3:172500001-173000000	3	172500001	173000000	0.953	1.015
3:173000001-173500000	3	173000001	173500000	1.058	1.047
3:173500001-174000000	3	173500001	174000000	0.993	0.984
3:174000001-174500000	3	174000001	174500000	1.001	0.986
3:174500001-175000000	3	174500001	175000000	0.886	0.951
3:175000001-175500000	3	175000001	175500000	0.92	1.03
3:175500001-176000000	3	175500001	176000000	0.938	1.035
3:176000001-176500000	3	176000001	176500000	1.105	0.988
3:176500001-177000000	3	176500001	177000000	1.003	1.114
3:177500001-178000000	3	177500001	178000000	0.967	0.992
3:178000001-178500000	3	178000001	178500000	1.072	1.073
3:178500001-179000000	3	178500001	179000000	1.045	1.04
3:179000001-179500000	3	179000001	179500000	1.011	0.869
3:179500001-180000000	3	179500001	180000000	0.92	0.938
3:180000001-180500000	3	180000001	180500000	1.025	1.062
3:180500001-181000000	3	180500001	181000000	1.027	0.954
3:181000001-181500000	3	181000001	181500000	1.034	1.04
3:181500001-182000000	3	181500001	182000000	1.054	1.009
3:182000001-182500000	3	182000001	182500000	1.058	0.974
3:182500001-183000000	3	182500001	183000000	0.981	0.994
3:183000001-183500000	3	183000001	183500000	0.98	0.933
3:183500001-184000000	3	183500001	184000000	0.966	0.997
3:184000001-184500000	3	184000001	184500000	1.074	0.965
3:184500001-185000000	3	184500001	185000000	0.994	1.005
3:185000001-185500000	3	185000001	185500000	1.113	1.044
3:185500001-186000000	3	185500001	186000000	1.133	0.977
3:186000001-186500000	3	186000001	186500000	1.08	0.997
3:186500001-187000000	3	186500001	187000000	1.04	0.957
3:187000001-187500000	3	187000001	187500000	0.994	1.018
3:187500001-188000000	3	187500001	188000000	1.083	1.029
3:188000001-188500000	3	188000001	188500000	1.015	0.941
3:188500001-189000000	3	188500001	189000000	1.14	0.968
3:189000001-189500000	3	189000001	189500000	0.923	1.012
3:189500001-190000000	3	189500001	190000000	1.052	1.014
3:190000001-190500000	3	190000001	190500000	0.999	1.006
3:190500001-191000000	3	190500001	191000000	1.064	1.051
3:191000001-191500000	3	191000001	191500000	0.934	0.924
3:191500001-192000000	3	191500001	192000000	1.079	0.942
3:192000001-192500000	3	192000001	192500000	1.042	1.034
3:193000001-193500000	3	193000001	193500000	0.895	0.961
3:193500001-194000000	3	193500001	194000000	0.935	0.975
3:194000001-194500000	3	194000001	194500000	0.918	0.941
3:194500001-195000000	3	194500001	195000000	0.966	0.961
3:195000001-195500000	3	195000001	195500000	1.049	0.885
3:196000001-196500000	3	196000001	196500000	1.028	1.036
3:196500001-197000000	3	196500001	197000000	1.05	1.024
3:197000001-197500000	3	197000001	197500000	0.936	0.993
3:197500001-198000000	3	197500001	198000000	1.045	1.093
4:500001-1000000	4	500001	1000000	1.129	1.005
4:1000001-1500000	4	1000001	1500000	1.144	0.993
4:1500001-2000000	4	1500001	2000000	0.869	0.995
4:2000001-2500000	4	2000001	2500000	0.648	1.056
4:2500001-3000000	4	2500001	3000000	0.734	0.862
4:3000001-3500000	4	3000001	3500000	0.549	0.913
4:4500001-5000000	4	4500001	5000000	0.613	0.99
4:5500001-6000000	4	5500001	6000000	0.786	1.089
4:6000001-6500000	4	6000001	6500000	0.649	0.982
4:6500001-7000000	4	6500001	7000000	1.048	0.917
4:7000001-7500000	4	7000001	7500000	1.068	1.033
4:7500001-8000000	4	7500001	8000000	0.68	0.973
4:8000001-8500000	4	8000001	8500000	0.567	0.966
4:8500001-9000000	4	8500001	9000000	0.7	1.037
4:10000001-10500000	4	10000001	10500000	1.023	0.937
4:10500001-11000000	4	10500001	11000000	1.446	1.108
4:11000001-11500000	4	11000001	11500000	1.395	1.141
4:11500001-12000000	4	11500001	12000000	1.514	1.111
4:12000001-12500000	4	12000001	12500000	1.372	1.081
4:13000001-13500000	4	13000001	13500000	0.985	0.946
4:13500001-14000000	4	13500001	14000000	1.047	0.924
4:14000001-14500000	4	14000001	14500000	0.745	0.983
4:15000001-15500000	4	15000001	15500000	0.592	0.994
4:15500001-16000000	4	15500001	16000000	0.575	0.936
4:16000001-16500000	4	16000001	16500000	0.54	0.976
4:16500001-17000000	4	16500001	17000000	0.63	1.035
4:17500001-18000000	4	17500001	18000000	1.241	0.961
4:18000001-18500000	4	18000001	18500000	1.131	1.058
4:19000001-19500000	4	19000001	19500000	0.943	1.013
4:19500001-20000000	4	19500001	20000000	0.823	0.949
4:20000001-20500000	4	20000001	20500000	0.53	0.863
4:20500001-21000000	4	20500001	21000000	0.491	0.934
4:21000001-21500000	4	21000001	21500000	0.605	1.011
4:21500001-22000000	4	21500001	22000000	0.57	0.969
4:22000001-22500000	4	22000001	22500000	0.528	0.941
4:23000001-23500000	4	23000001	23500000	0.665	1.029
4:23500001-24000000	4	23500001	24000000	0.608	0.967
4:24000001-24500000	4	24000001	24500000	0.604	0.922
4:24500001-25000000	4	24500001	25000000	0.612	0.955
4:25000001-25500000	4	25000001	25500000	0.624	0.962
4:26000001-26500000	4	26000001	26500000	0.998	1.038
4:26500001-27000000	4	26500001	27000000	0.595	0.971
4:27000001-27500000	4	27000001	27500000	0.609	1.026
4:28000001-28500000	4	28000001	28500000	0.92	1.027
4:28500001-29000000	4	28500001	29000000	1.062	1.034
4:29000001-29500000	4	29000001	29500000	1.058	0.924
4:29500001-30000000	4	29500001	30000000	1.066	1.014
4:30000001-30500000	4	30000001	30500000	1.018	0.925
4:31000001-31500000	4	31000001	31500000	0.905	1.011
4:31500001-32000000	4	31500001	32000000	0.599	0.907
4:32500001-33000000	4	32500001	33000000	0.534	0.875
4:33000001-33500000	4	33000001	33500000	0.567	0.921
4:33500001-34000000	4	33500001	34000000	0.567	0.95
4:34000001-34500000	4	34000001	34500000	0.533	0.96
4:34500001-35000000	4	34500001	35000000	0.503	0.87
4:35000001-35500000	4	35000001	35500000	0.544	0.971
4:35500001-36000000	4	35500001	36000000	0.633	1.015
4:36000001-36500000	4	36000001	36500000	0.588	0.997
4:36500001-37000000	4	36500001	37000000	0.525	0.97
4:37000001-37500000	4	37000001	37500000	0.599	1.091
4:37500001-38000000	4	37500001	38000000	0.561	0.979
4:38000001-38500000	4	38000001	38500000	0.544	0.948
4:38500001-39000000	4	38500001	39000000	0.583	0.929
4:39000001-39500000	4	39000001	39500000	0.791	0.928
4:39500001-40000000	4	39500001	40000000	0.981	0.878
4:40000001-40500000	4	40000001	40500000	0.924	0.934
4:40500001-41000000	4	40500001	41000000	0.852	1.073
4:41500001-42000000	4	41500001	42000000	1.094	0.981
4:42000001-42500000	4	42000001	42500000	0.966	1.098
4:42500001-43000000	4	42500001	43000000	0.979	1.004
4:43000001-43500000	4	43000001	43500000	0.999	1.052
4:43500001-44000000	4	43500001	44000000	0.949	0.998
4:44000001-44500000	4	44000001	44500000	0.965	1.016
4:44500001-45000000	4	44500001	45000000	0.963	1.006
4:45000001-45500000	4	45000001	45500000	0.903	1.022
4:45500001-46000000	4	45500001	46000000	0.989	1.032
4:46000001-46500000	4	46000001	46500000	1.056	0.98
4:46500001-47000000	4	46500001	47000000	1.081	1.03
4:47000001-47500000	4	47000001	47500000	1.269	1.022
4:48000001-48500000	4	48000001	48500000	0.671	0.98
4:48500001-49000000	4	48500001	49000000	0.906	0.968
4:52000001-52500000	4	52000001	52500000	2.638	1.075
4:52500001-53000000	4	52500001	53000000	2.498	1.176
4:53000001-53500000	4	53000001	53500000	3.295	1.107
4:53500001-54000000	4	53500001	54000000	1.061	1.269
4:54000001-54500000	4	54000001	54500000	0.889	1.062
4:54500001-55000000	4	54500001	55000000	0.606	0.999
4:55500001-56000000	4	55500001	56000000	0.591	0.98
4:56000001-56500000	4	56000001	56500000	0.542	0.913
4:56500001-57000000	4	56500001	57000000	0.52	0.976
4:57000001-57500000	4	57000001	57500000	0.572	0.986
4:57500001-58000000	4	57500001	58000000	0.639	1.049
4:58000001-58500000	4	58000001	58500000	0.564	0.987
4:58500001-59000000	4	58500001	59000000	3.676	1.125
4:59000001-59500000	4	59000001	59500000	2.207	0.986
4:59500001-60000000	4	59500001	60000000	2.048	1.286
4:60000001-60500000	4	60000001	60500000	4.125	1.202
4:60500001-61000000	4	60500001	61000000	2.4	1.121
4:61000001-61500000	4	61000001	61500000	2.37	1.114
4:61500001-62000000	4	61500001	62000000	1.961	1.076
4:62000001-62500000	4	62000001	62500000	1.704	1.075
4:62500001-63000000	4	62500001	63000000	1.748	0.931
4:63000001-63500000	4	63000001	63500000	1.787	0.952
4:63500001-64000000	4	63500001	64000000	1.871	1.051
4:64000001-64500000	4	64000001	64500000	1.753	1.011
4:65000001-65500000	4	65000001	65500000	1.438	1.072
4:65500001-66000000	4	65500001	66000000	2.823	1.202
4:66500001-67000000	4	66500001	67000000	5.604	1.376
4:67000001-67500000	4	67000001	67500000	4.527	1.256
4:67500001-68000000	4	67500001	68000000	3.543	1.265
4:69500001-70000000	4	69500001	70000000	4.376	1.26
4:70000001-70500000	4	70000001	70500000	5.834	1.394
4:70500001-71000000	4	70500001	71000000	5.175	1.276
4:71000001-71500000	4	71000001	71500000	4.322	1.272
4:71500001-72000000	4	71500001	72000000	4.092	1.233
4:72000001-72500000	4	72000001	72500000	4.175	1.368
4:72500001-73000000	4	72500001	73000000	4.605	1.366
4:73000001-73500000	4	73000001	73500000	3.467	1.141
4:73500001-74000000	4	73500001	74000000	3.331	1.201
4:74000001-74500000	4	74000001	74500000	3.915	1.207
4:74500001-75000000	4	74500001	75000000	4.214	1.361
4:75500001-76000000	4	75500001	76000000	3.426	1.12
4:76000001-76500000	4	76000001	76500000	2.141	0.984
4:76500001-77000000	4	76500001	77000000	1.234	1
4:77000001-77500000	4	77000001	77500000	1.356	1.096
4:77500001-78000000	4	77500001	78000000	1.335	1.021
4:78500001-79000000	4	78500001	79000000	1.372	0.988
4:79000001-79500000	4	79000001	79500000	1.32	1.001
4:79500001-80000000	4	79500001	80000000	1.396	1.034
4:80000001-80500000	4	80000001	80500000	2.383	1.092
4:80500001-81000000	4	80500001	81000000	1.482	1.116
4:81000001-81500000	4	81000001	81500000	1.41	1.009
4:81500001-82000000	4	81500001	82000000	1.495	1.112
4:82000001-82500000	4	82000001	82500000	1.577	1.051
4:82500001-83000000	4	82500001	83000000	1.508	1.052
4:83500001-84000000	4	83500001	84000000	1.139	0.943
4:84000001-84500000	4	84000001	84500000	1.123	1.071
4:84500001-85000000	4	84500001	85000000	0.962	0.99
4:85000001-85500000	4	85000001	85500000	0.962	1.095
4:85500001-86000000	4	85500001	86000000	1.101	1.004
4:86000001-86500000	4	86000001	86500000	1.105	1.099
4:86500001-87000000	4	86500001	87000000	1.052	1.043
4:87000001-87500000	4	87000001	87500000	0.942	0.971
4:87500001-88000000	4	87500001	88000000	0.944	0.993
4:88000001-88500000	4	88000001	88500000	0.954	0.99
4:88500001-89000000	4	88500001	89000000	0.984	0.934
4:89000001-89500000	4	89000001	89500000	1.064	0.913
4:90000001-90500000	4	90000001	90500000	1.054	1.087
4:90500001-91000000	4	90500001	91000000	0.917	0.997
4:91000001-91500000	4	91000001	91500000	1.094	0.996
4:91500001-92000000	4	91500001	92000000	1.072	0.995
4:92000001-92500000	4	92000001	92500000	1.021	0.946
4:93000001-93500000	4	93000001	93500000	1.041	0.989
4:93500001-94000000	4	93500001	94000000	0.917	1.019
4:94000001-94500000	4	94000001	94500000	0.954	0.97
4:94500001-95000000	4	94500001	95000000	1.233	0.962
4:95000001-95500000	4	95000001	95500000	1.238	1.022
4:95500001-96000000	4	95500001	96000000	0.914	1.053
4:96000001-96500000	4	96000001	96500000	1.097	0.982
4:96500001-97000000	4	96500001	97000000	1.011	1.009
4:97000001-97500000	4	97000001	97500000	0.912	1.026
4:97500001-98000000	4	97500001	98000000	0.983	0.989
4:98000001-98500000	4	98000001	98500000	1.061	0.988
4:98500001-99000000	4	98500001	99000000	1.018	0.91
4:99000001-99500000	4	99000001	99500000	0.965	0.942
4:99500001-100000000	4	99500001	100000000	0.933	0.99
4:100000001-100500000	4	100000001	100500000	0.989	1.006
4:100500001-101000000	4	100500001	101000000	0.903	1.019
4:101000001-101500000	4	101000001	101500000	0.897	0.957
4:101500001-102000000	4	101500001	102000000	0.945	0.989
4:102000001-102500000	4	102000001	102500000	0.923	1.017
4:103000001-103500000	4	103000001	103500000	1.028	0.976
4:103500001-104000000	4	103500001	104000000	1.029	0.982
4:104000001-104500000	4	104000001	104500000	0.889	0.945
4:104500001-105000000	4	104500001	105000000	0.974	1.073
4:105000001-105500000	4	105000001	105500000	1.059	0.967
4:105500001-106000000	4	105500001	106000000	0.97	0.921
4:106000001-106500000	4	106000001	106500000	0.895	1.024
4:106500001-107000000	4	106500001	107000000	1.074	1.118
4:107000001-107500000	4	107000001	107500000	0.95	1.024
4:108000001-108500000	4	108000001	108500000	1.04	1.021
4:108500001-109000000	4	108500001	109000000	0.895	0.997
4:109000001-109500000	4	109000001	109500000	0.97	0.975
4:109500001-110000000	4	109500001	110000000	0.895	1.02
4:110000001-110500000	4	110000001	110500000	1.016	0.965
4:110500001-111000000	4	110500001	111000000	0.922	0.991
4:111000001-111500000	4	111000001	111500000	0.883	0.928
4:111500001-112000000	4	111500001	112000000	1.021	1.048
4:112500001-113000000	4	112500001	113000000	1.085	0.943
4:113000001-113500000	4	113000001	113500000	1.014	1.014
4:113500001-114000000	4	113500001	114000000	1.064	0.957
4:114000001-114500000	4	114000001	114500000	0.912	0.946
4:114500001-115000000	4	114500001	115000000	0.938	0.991
4:115000001-115500000	4	115000001	115500000	1.046	0.996
4:115500001-116000000	4	115500001	116000000	0.983	0.925
4:116500001-117000000	4	116500001	117000000	1.049	1.03
4:117000001-117500000	4	117000001	117500000	0.861	1.033
4:117500001-118000000	4	117500001	118000000	0.976	0.984
4:118000001-118500000	4	118000001	118500000	1.076	1.026
4:119500001-120000000	4	119500001	120000000	0.937	0.998
4:120000001-120500000	4	120000001	120500000	1.084	1.078
4:120500001-121000000	4	120500001	121000000	1.071	0.965
4:121000001-121500000	4	121000001	121500000	1.01	0.961
4:121500001-122000000	4	121500001	122000000	1.078	1.038
4:122000001-122500000	4	122000001	122500000	0.991	1.075
4:122500001-123000000	4	122500001	123000000	1.069	1.041
4:123000001-123500000	4	123000001	123500000	0.988	0.964
4:123500001-124000000	4	123500001	124000000	1.003	1.035
4:124000001-124500000	4	124000001	124500000	1.082	1.015
4:124500001-125000000	4	124500001	125000000	0.9	0.937
4:125000001-125500000	4	125000001	125500000	0.99	1.024
4:125500001-126000000	4	125500001	126000000	0.925	1.022
4:126000001-126500000	4	126000001	126500000	1.001	0.963
4:126500001-127000000	4	126500001	127000000	0.988	0.993
4:127000001-127500000	4	127000001	127500000	1.007	1.025
4:127500001-128000000	4	127500001	128000000	1.02	1.031
4:128500001-129000000	4	128500001	129000000	0.986	0.964
4:129000001-129500000	4	129000001	129500000	1.04	0.977
4:129500001-130000000	4	129500001	130000000	0.985	1.024
4:130000001-130500000	4	130000001	130500000	0.958	1.031
4:130500001-131000000	4	130500001	131000000	1.042	0.958
4:131000001-131500000	4	131000001	131500000	1.022	1.003
4:132000001-132500000	4	132000001	132500000	1.079	0.971
4:132500001-133000000	4	132500001	133000000	0.929	0.953
4:133000001-133500000	4	133000001	133500000	0.911	0.977
4:133500001-134000000	4	133500001	134000000	0.895	1.012
4:134000001-134500000	4	134000001	134500000	1.001	0.94
4:134500001-135000000	4	134500001	135000000	0.942	0.977
4:135000001-135500000	4	135000001	135500000	0.986	1.01
4:135500001-136000000	4	135500001	136000000	1.178	0.986
4:136000001-136500000	4	136000001	136500000	0.994	1.051
4:136500001-137000000	4	136500001	137000000	1.08	0.976
4:137000001-137500000	4	137000001	137500000	1.048	0.946
4:137500001-138000000	4	137500001	138000000	1.031	1.019
4:138000001-138500000	4	138000001	138500000	0.966	1.053
4:138500001-139000000	4	138500001	139000000	1.062	1.01
4:139000001-139500000	4	139000001	139500000	0.989	0.872
4:139500001-140000000	4	139500001	140000000	0.99	1.025
4:140000001-140500000	4	140000001	140500000	1.018	1.008
4:141000001-141500000	4	141000001	141500000	1.089	1.073
4:141500001-142000000	4	141500001	142000000	1.059	0.972
4:142000001-142500000	4	142000001	142500000	1.058	1.077
4:142500001-143000000	4	142500001	143000000	1.043	0.963
4:144500001-145000000	4	144500001	145000000	1.049	1.006
4:145000001-145500000	4	145000001	145500000	0.965	1.007
4:145500001-146000000	4	145500001	146000000	0.977	1.039
4:146000001-146500000	4	146000001	146500000	0.969	0.954
4:146500001-147000000	4	146500001	147000000	1.089	1.132
4:147000001-147500000	4	147000001	147500000	1.012	1.014
4:147500001-148000000	4	147500001	148000000	0.92	0.971
4:148000001-148500000	4	148000001	148500000	1.036	1.059
4:148500001-149000000	4	148500001	149000000	0.974	0.985
4:149000001-149500000	4	149000001	149500000	1.081	1.016
4:149500001-150000000	4	149500001	150000000	1.066	0.971
4:150000001-150500000	4	150000001	150500000	0.877	1.042
4:150500001-151000000	4	150500001	151000000	0.82	0.975
4:151000001-151500000	4	151000001	151500000	0.966	0.935
4:151500001-152000000	4	151500001	152000000	1.027	1.012
4:152000001-152500000	4	152000001	152500000	0.994	0.997
4:152500001-153000000	4	152500001	153000000	0.921	0.875
4:153000001-153500000	4	153000001	153500000	1.038	1.007
4:153500001-154000000	4	153500001	154000000	0.984	1.005
4:154000001-154500000	4	154000001	154500000	1.153	1.04
4:154500001-155000000	4	154500001	155000000	1.055	0.954
4:155500001-156000000	4	155500001	156000000	1.008	0.992
4:156000001-156500000	4	156000001	156500000	1.066	0.953
4:156500001-157000000	4	156500001	157000000	0.996	0.944
4:157000001-157500000	4	157000001	157500000	1.07	1.006
4:158000001-158500000	4	158000001	158500000	0.927	0.973
4:158500001-159000000	4	158500001	159000000	0.969	0.955
4:159000001-159500000	4	159000001	159500000	0.972	0.901
4:159500001-160000000	4	159500001	160000000	1.008	0.99
4:160500001-161000000	4	160500001	161000000	1.133	1.039
4:162500001-163000000	4	162500001	163000000	1.083	0.919
4:163000001-163500000	4	163000001	163500000	1.045	0.934
4:163500001-164000000	4	163500001	164000000	0.98	0.929
4:164000001-164500000	4	164000001	164500000	0.93	1.01
4:164500001-165000000	4	164500001	165000000	1.035	1.102
4:165000001-165500000	4	165000001	165500000	0.952	0.987
4:165500001-166000000	4	165500001	166000000	0.945	1.007
4:166000001-166500000	4	166000001	166500000	1.067	1.063
4:166500001-167000000	4	166500001	167000000	1.042	0.956
4:167000001-167500000	4	167000001	167500000	0.918	0.996
4:167500001-168000000	4	167500001	168000000	0.999	0.943
4:168000001-168500000	4	168000001	168500000	1.011	1.023
4:168500001-169000000	4	168500001	169000000	0.966	1.026
4:169000001-169500000	4	169000001	169500000	0.898	0.976
4:169500001-170000000	4	169500001	170000000	0.995	0.939
4:170000001-170500000	4	170000001	170500000	0.928	0.923
4:170500001-171000000	4	170500001	171000000	1.061	0.93
4:171000001-171500000	4	171000001	171500000	1.16	0.937
4:171500001-172000000	4	171500001	172000000	1.03	0.919
4:172500001-173000000	4	172500001	173000000	0.98	1.015
4:173000001-173500000	4	173000001	173500000	0.877	0.948
4:173500001-174000000	4	173500001	174000000	1.019	1.027
4:174000001-174500000	4	174000001	174500000	1.025	1.029
4:174500001-175000000	4	174500001	175000000	0.979	0.909
4:175000001-175500000	4	175000001	175500000	1.009	1.005
4:175500001-176000000	4	175500001	176000000	1.111	1.019
4:176000001-176500000	4	176000001	176500000	0.973	1.059
4:176500001-177000000	4	176500001	177000000	1.042	0.928
4:177000001-177500000	4	177000001	177500000	0.99	1.026
4:177500001-178000000	4	177500001	178000000	1.014	0.973
4:178000001-178500000	4	178000001	178500000	0.957	0.973
4:178500001-179000000	4	178500001	179000000	0.98	0.946
4:179500001-180000000	4	179500001	180000000	0.889	0.938
4:180000001-180500000	4	180000001	180500000	1.084	1.014
4:180500001-181000000	4	180500001	181000000	0.943	1.005
4:181000001-181500000	4	181000001	181500000	1.025	0.938
4:181500001-182000000	4	181500001	182000000	0.952	0.996
4:182000001-182500000	4	182000001	182500000	1.042	0.914
4:182500001-183000000	4	182500001	183000000	0.954	1.063
4:183500001-184000000	4	183500001	184000000	1.056	1.023
4:184000001-184500000	4	184000001	184500000	0.981	1.008
4:184500001-185000000	4	184500001	185000000	0.998	0.871
4:185000001-185500000	4	185000001	185500000	0.988	0.978
4:185500001-186000000	4	185500001	186000000	0.973	0.979
4:186000001-186500000	4	186000001	186500000	1.115	0.982
