feature	chromosome	start	end	SLX-17922.D709tp_D508tp.HC22GBBXY.s_6.r_1	SLX-17922.D710tp_D503tp.HC22GBBXY.s_6.r_1	SLX-17922.D710tp_D506tp.HC22GBBXY.s_6.r_1
3:23500001-24000000	3	23500001	24000000	1.055	0.914	0.979
3:24000001-24500000	3	24000001	24500000	1.069	1.012	1.017
3:25500001-26000000	3	25500001	26000000	0.925	0.965	0.925
3:26000001-26500000	3	26000001	26500000	1.045	1.135	1.008
3:26500001-27000000	3	26500001	27000000	1.01	1.022	0.934
3:27000001-27500000	3	27000001	27500000	1.013	1.068	1
3:27500001-28000000	3	27500001	28000000	1.11	0.85	1.043
3:28000001-28500000	3	28000001	28500000	1.044	0.988	0.983
3:28500001-29000000	3	28500001	29000000	0.958	1.08	0.943
3:29000001-29500000	3	29000001	29500000	0.893	1.115	1.029
3:30000001-30500000	3	30000001	30500000	1.122	1.039	1.146
3:30500001-31000000	3	30500001	31000000	1.096	0.987	0.99
3:31000001-31500000	3	31000001	31500000	0.999	1.002	0.978
3:31500001-32000000	3	31500001	32000000	1.028	0.955	0.924
3:32000001-32500000	3	32000001	32500000	0.962	1.065	0.971
3:32500001-33000000	3	32500001	33000000	0.881	0.94	0.893
3:33000001-33500000	3	33000001	33500000	0.945	1.055	0.994
3:34000001-34500000	3	34000001	34500000	1.02	1.01	1.027
3:34500001-35000000	3	34500001	35000000	0.896	1.017	1.002
3:35000001-35500000	3	35000001	35500000	0.928	1.017	0.979
3:35500001-36000000	3	35500001	36000000	1.043	1.06	1.137
3:36000001-36500000	3	36000001	36500000	0.981	1.059	1.092
3:36500001-37000000	3	36500001	37000000	1.073	1.065	1.02
3:37000001-37500000	3	37000001	37500000	0.962	1.009	0.913
3:37500001-38000000	3	37500001	38000000	1.1	1.227	0.966
3:38000001-38500000	3	38000001	38500000	1.024	1.02	0.939
3:38500001-39000000	3	38500001	39000000	1.018	1.091	0.97
3:39000001-39500000	3	39000001	39500000	0.959	1.022	0.926
3:39500001-40000000	3	39500001	40000000	1.097	0.95	1.078
3:40500001-41000000	3	40500001	41000000	1.089	1.029	0.988
3:41000001-41500000	3	41000001	41500000	1.022	1.097	1.044
3:42000001-42500000	3	42000001	42500000	1.017	1.096	0.979
3:42500001-43000000	3	42500001	43000000	1.035	1.026	0.979
3:43500001-44000000	3	43500001	44000000	1.085	0.97	1.125
3:44000001-44500000	3	44000001	44500000	0.943	1.03	0.902
3:44500001-45000000	3	44500001	45000000	0.903	0.98	0.933
3:45000001-45500000	3	45000001	45500000	1.002	0.983	1.009
3:45500001-46000000	3	45500001	46000000	1.006	0.952	0.923
3:46000001-46500000	3	46000001	46500000	0.957	1.035	1.046
3:46500001-47000000	3	46500001	47000000	1.097	0.976	1.069
3:47000001-47500000	3	47000001	47500000	1.033	0.934	1.07
3:47500001-48000000	3	47500001	48000000	1.041	0.912	0.939
3:48000001-48500000	3	48000001	48500000	1.017	0.934	0.954
3:48500001-49000000	3	48500001	49000000	1.016	0.972	0.999
3:49500001-50000000	3	49500001	50000000	0.877	0.984	1.008
3:50000001-50500000	3	50000001	50500000	1.08	1.056	1.019
3:50500001-51000000	3	50500001	51000000	0.937	1.011	1.054
3:51000001-51500000	3	51000001	51500000	0.996	1.068	1.13
3:51500001-52000000	3	51500001	52000000	1.119	0.976	1.032
3:52000001-52500000	3	52000001	52500000	0.985	0.932	0.882
3:52500001-53000000	3	52500001	53000000	0.952	0.933	1.01
3:53000001-53500000	3	53000001	53500000	0.925	0.955	0.912
3:53500001-54000000	3	53500001	54000000	1.022	1.07	1.007
3:54000001-54500000	3	54000001	54500000	1.12	1.024	1.126
3:54500001-55000000	3	54500001	55000000	0.98	0.976	0.969
3:55000001-55500000	3	55000001	55500000	0.955	1.051	1.016
3:55500001-56000000	3	55500001	56000000	0.988	1.041	1.046
3:56000001-56500000	3	56000001	56500000	0.94	0.954	1.097
3:56500001-57000000	3	56500001	57000000	0.904	0.952	0.952
3:57000001-57500000	3	57000001	57500000	1.113	1.058	1.045
3:57500001-58000000	3	57500001	58000000	0.926	0.948	0.993
3:58000001-58500000	3	58000001	58500000	1.088	1.116	1.03
3:58500001-59000000	3	58500001	59000000	1.019	1.058	1.208
3:59000001-59500000	3	59000001	59500000	1.003	1.044	1.085
3:59500001-60000000	3	59500001	60000000	1.001	1.006	1.058
3:60000001-60500000	3	60000001	60500000	0.942	0.979	1.007
3:60500001-61000000	3	60500001	61000000	1	1.104	1.061
3:61000001-61500000	3	61000001	61500000	1.029	0.984	1.031
3:61500001-62000000	3	61500001	62000000	0.983	1.076	0.904
3:62000001-62500000	3	62000001	62500000	1.055	0.871	1.019
3:62500001-63000000	3	62500001	63000000	0.986	1.051	0.908
3:63000001-63500000	3	63000001	63500000	1.064	0.976	1.073
3:63500001-64000000	3	63500001	64000000	1.036	1.05	1.088
3:64000001-64500000	3	64000001	64500000	1.036	1.004	0.93
3:64500001-65000000	3	64500001	65000000	1.144	1.001	0.969
3:65000001-65500000	3	65000001	65500000	1.058	1.05	1.007
3:65500001-66000000	3	65500001	66000000	1.02	1.005	0.984
3:66000001-66500000	3	66000001	66500000	1.118	1.046	1.022
3:66500001-67000000	3	66500001	67000000	1.001	0.997	0.965
3:67000001-67500000	3	67000001	67500000	1.046	1.031	1.096
3:67500001-68000000	3	67500001	68000000	1.041	0.986	1.068
3:68000001-68500000	3	68000001	68500000	0.928	0.951	0.989
3:69000001-69500000	3	69000001	69500000	1.039	0.861	0.975
3:69500001-70000000	3	69500001	70000000	0.97	0.934	0.937
3:70000001-70500000	3	70000001	70500000	1.088	1.103	1.028
3:70500001-71000000	3	70500001	71000000	1.069	1.009	1.112
3:71000001-71500000	3	71000001	71500000	0.952	0.969	0.976
3:71500001-72000000	3	71500001	72000000	0.944	0.955	0.917
3:72000001-72500000	3	72000001	72500000	0.981	0.889	1.023
3:72500001-73000000	3	72500001	73000000	1.06	0.975	0.952
3:73500001-74000000	3	73500001	74000000	0.979	1.06	0.969
3:74000001-74500000	3	74000001	74500000	1.003	0.99	0.984
3:74500001-75000000	3	74500001	75000000	0.935	0.988	1.054
3:76000001-76500000	3	76000001	76500000	1.053	1.002	0.897
3:76500001-77000000	3	76500001	77000000	1	0.907	0.95
3:77000001-77500000	3	77000001	77500000	0.911	0.909	1.075
3:77500001-78000000	3	77500001	78000000	0.986	0.909	1.059
3:78000001-78500000	3	78000001	78500000	1.014	0.885	0.978
3:78500001-79000000	3	78500001	79000000	0.9	1.076	0.972
3:79000001-79500000	3	79000001	79500000	1.026	1.082	1.052
3:79500001-80000000	3	79500001	80000000	1.031	0.835	0.945
3:80000001-80500000	3	80000001	80500000	0.869	0.97	0.905
3:80500001-81000000	3	80500001	81000000	0.95	0.989	1.009
3:81000001-81500000	3	81000001	81500000	0.975	1.061	1.068
3:81500001-82000000	3	81500001	82000000	0.983	1.084	1.012
3:82000001-82500000	3	82000001	82500000	0.943	0.908	1.061
3:83000001-83500000	3	83000001	83500000	0.975	1.045	0.995
3:83500001-84000000	3	83500001	84000000	0.928	0.983	1.022
3:84000001-84500000	3	84000001	84500000	0.966	0.953	0.908
3:84500001-85000000	3	84500001	85000000	0.888	0.897	0.94
3:85000001-85500000	3	85000001	85500000	1.028	1.042	0.974
3:85500001-86000000	3	85500001	86000000	0.993	0.954	1.018
3:86000001-86500000	3	86000001	86500000	0.977	0.93	1.006
3:86500001-87000000	3	86500001	87000000	1.072	0.976	0.968
3:87000001-87500000	3	87000001	87500000	0.929	1.029	0.906
3:87500001-88000000	3	87500001	88000000	0.983	0.971	0.94
3:88000001-88500000	3	88000001	88500000	0.95	1.055	1.017
3:88500001-89000000	3	88500001	89000000	1.014	0.999	0.955
3:89000001-89500000	3	89000001	89500000	0.983	1.055	1.069
3:94000001-94500000	3	94000001	94500000	1.034	1.014	1.081
3:94500001-95000000	3	94500001	95000000	0.993	1.121	1.084
3:95000001-95500000	3	95000001	95500000	0.965	0.868	1
3:95500001-96000000	3	95500001	96000000	1.008	1.016	0.903
3:97000001-97500000	3	97000001	97500000	1.039	0.94	0.932
3:97500001-98000000	3	97500001	98000000	0.929	1.006	1.042
3:98000001-98500000	3	98000001	98500000	1.005	0.878	1.014
3:98500001-99000000	3	98500001	99000000	1.014	0.94	0.971
3:99000001-99500000	3	99000001	99500000	1.008	0.953	0.998
3:99500001-100000000	3	99500001	100000000	1.057	0.995	1.09
3:100000001-100500000	3	100000001	100500000	0.938	1.029	1.034
3:100500001-101000000	3	100500001	101000000	1.016	0.885	1.049
3:101000001-101500000	3	101000001	101500000	1.017	1.105	1.069
3:101500001-102000000	3	101500001	102000000	0.97	0.916	1.041
3:102000001-102500000	3	102000001	102500000	1.153	1.053	0.936
3:102500001-103000000	3	102500001	103000000	0.972	1.052	1.092
3:103000001-103500000	3	103000001	103500000	0.871	0.915	1.022
3:103500001-104000000	3	103500001	104000000	1.014	1.009	0.963
3:104000001-104500000	3	104000001	104500000	1.038	0.992	0.912
3:104500001-105000000	3	104500001	105000000	0.96	0.922	1.04
3:105000001-105500000	3	105000001	105500000	1.019	0.988	0.931
3:105500001-106000000	3	105500001	106000000	1	1.031	1.042
3:106000001-106500000	3	106000001	106500000	0.974	1.031	1.086
3:107000001-107500000	3	107000001	107500000	1.005	0.971	0.941
3:107500001-108000000	3	107500001	108000000	1.091	1.085	1.104
3:108000001-108500000	3	108000001	108500000	1.001	0.978	0.978
3:108500001-109000000	3	108500001	109000000	1.089	0.921	1.005
3:109000001-109500000	3	109000001	109500000	1.024	1.057	1.075
3:109500001-110000000	3	109500001	110000000	1.135	0.949	1.071
3:110000001-110500000	3	110000001	110500000	1.031	0.936	1.056
3:110500001-111000000	3	110500001	111000000	0.915	1.006	0.945
3:111000001-111500000	3	111000001	111500000	1.06	0.949	0.863
3:111500001-112000000	3	111500001	112000000	1.003	1.018	0.895
3:112000001-112500000	3	112000001	112500000	1.095	1.043	1.012
3:112500001-113000000	3	112500001	113000000	0.998	1.015	0.929
3:113000001-113500000	3	113000001	113500000	0.977	1.084	1.013
3:113500001-114000000	3	113500001	114000000	0.948	0.971	0.889
3:114000001-114500000	3	114000001	114500000	0.996	1.059	0.973
3:114500001-115000000	3	114500001	115000000	1.027	0.937	1.082
3:115000001-115500000	3	115000001	115500000	1.025	1.143	1.015
3:115500001-116000000	3	115500001	116000000	1.025	0.916	1.049
3:116000001-116500000	3	116000001	116500000	1.024	1.132	0.997
3:116500001-117000000	3	116500001	117000000	0.955	1.095	0.954
3:117000001-117500000	3	117000001	117500000	1.031	0.991	0.927
3:117500001-118000000	3	117500001	118000000	0.924	1.051	1.051
3:118000001-118500000	3	118000001	118500000	0.98	0.926	0.964
3:118500001-119000000	3	118500001	119000000	0.998	0.946	1.045
3:119000001-119500000	3	119000001	119500000	0.954	1.052	1.058
3:120000001-120500000	3	120000001	120500000	1.025	1.024	0.947
3:121000001-121500000	3	121000001	121500000	1.074	1.015	0.983
3:121500001-122000000	3	121500001	122000000	0.92	1.082	1.01
3:122000001-122500000	3	122000001	122500000	1.016	1.033	0.957
3:123000001-123500000	3	123000001	123500000	1.014	0.934	0.963
3:123500001-124000000	3	123500001	124000000	0.912	0.905	0.925
3:124000001-124500000	3	124000001	124500000	1.168	1.083	1.111
3:124500001-125000000	3	124500001	125000000	0.983	0.904	0.911
3:125000001-125500000	3	125000001	125500000	0.966	1.03	0.957
3:126000001-126500000	3	126000001	126500000	0.988	1.027	1.004
3:126500001-127000000	3	126500001	127000000	1.091	1.06	1.007
3:127500001-128000000	3	127500001	128000000	0.916	1.024	0.93
3:128000001-128500000	3	128000001	128500000	0.984	0.992	0.943
3:129000001-129500000	3	129000001	129500000	1.036	0.928	0.995
3:129500001-130000000	3	129500001	130000000	0.897	0.952	1.017
3:130500001-131000000	3	130500001	131000000	0.993	1.145	1.078
3:131000001-131500000	3	131000001	131500000	1.006	1.08	1.01
3:131500001-132000000	3	131500001	132000000	0.979	1.135	1.04
3:132000001-132500000	3	132000001	132500000	1.011	1.001	1.047
3:132500001-133000000	3	132500001	133000000	1.071	0.996	1.122
3:133000001-133500000	3	133000001	133500000	1.068	0.982	1.059
3:133500001-134000000	3	133500001	134000000	0.906	1.009	1.01
3:134000001-134500000	3	134000001	134500000	1.075	1.026	1.047
3:134500001-135000000	3	134500001	135000000	1.036	1.049	1.05
3:135000001-135500000	3	135000001	135500000	1.022	1.127	1.065
3:135500001-136000000	3	135500001	136000000	0.967	0.982	1.017
3:136000001-136500000	3	136000001	136500000	0.997	0.953	1.142
3:136500001-137000000	3	136500001	137000000	0.8	0.934	0.988
3:137500001-138000000	3	137500001	138000000	1.044	1.11	1.118
3:138000001-138500000	3	138000001	138500000	1.009	0.964	0.995
3:138500001-139000000	3	138500001	139000000	1.021	0.989	0.94
3:139000001-139500000	3	139000001	139500000	0.958	1.12	0.97
3:139500001-140000000	3	139500001	140000000	1.014	1.065	0.985
3:140000001-140500000	3	140000001	140500000	1.093	0.935	1.035
3:140500001-141000000	3	140500001	141000000	1.068	1.157	1.09
3:141000001-141500000	3	141000001	141500000	0.95	0.956	1
3:141500001-142000000	3	141500001	142000000	0.897	1.061	0.928
3:142000001-142500000	3	142000001	142500000	0.819	0.943	0.993
3:143000001-143500000	3	143000001	143500000	1.027	0.934	0.997
3:143500001-144000000	3	143500001	144000000	1.019	1.018	0.992
3:144000001-144500000	3	144000001	144500000	1.027	1.006	0.968
3:144500001-145000000	3	144500001	145000000	1.051	0.992	0.958
3:145000001-145500000	3	145000001	145500000	1.023	0.894	1.018
3:145500001-146000000	3	145500001	146000000	0.951	0.985	1.031
3:146000001-146500000	3	146000001	146500000	1.018	0.941	0.975
3:146500001-147000000	3	146500001	147000000	0.978	0.973	0.956
3:147000001-147500000	3	147000001	147500000	0.938	1.011	0.95
3:147500001-148000000	3	147500001	148000000	1	1.008	0.951
3:148000001-148500000	3	148000001	148500000	1.107	1.024	1.096
3:148500001-149000000	3	148500001	149000000	1.063	1.069	0.997
3:149000001-149500000	3	149000001	149500000	1.03	0.93	0.962
3:149500001-150000000	3	149500001	150000000	0.981	0.982	1.003
3:150000001-150500000	3	150000001	150500000	0.994	0.919	0.988
3:150500001-151000000	3	150500001	151000000	1.131	0.967	0.966
3:151000001-151500000	3	151000001	151500000	1.151	1.026	1.028
3:151500001-152000000	3	151500001	152000000	1.15	1.016	1.029
3:152000001-152500000	3	152000001	152500000	1.058	0.926	1.03
3:153000001-153500000	3	153000001	153500000	1.01	0.947	0.954
3:154000001-154500000	3	154000001	154500000	1.136	1.069	1.021
3:154500001-155000000	3	154500001	155000000	1.038	0.975	1.082
3:155000001-155500000	3	155000001	155500000	1.028	1.05	0.979
3:155500001-156000000	3	155500001	156000000	1.069	1.059	0.996
3:156000001-156500000	3	156000001	156500000	0.984	0.989	1.133
3:156500001-157000000	3	156500001	157000000	1.025	0.918	0.956
3:157000001-157500000	3	157000001	157500000	0.988	1.037	0.963
3:157500001-158000000	3	157500001	158000000	1.11	1.08	1.146
3:158000001-158500000	3	158000001	158500000	0.976	0.95	1.046
3:158500001-159000000	3	158500001	159000000	0.897	1.116	0.992
3:159000001-159500000	3	159000001	159500000	1.021	0.966	1.013
3:159500001-160000000	3	159500001	160000000	0.918	0.951	0.999
3:160000001-160500000	3	160000001	160500000	0.931	0.943	0.957
3:161000001-161500000	3	161000001	161500000	0.935	1.08	1.097
3:161500001-162000000	3	161500001	162000000	1.03	1.132	1.035
3:162000001-162500000	3	162000001	162500000	0.997	0.915	0.943
3:163000001-163500000	3	163000001	163500000	0.946	0.863	0.914
3:163500001-164000000	3	163500001	164000000	0.954	0.997	0.968
3:164000001-164500000	3	164000001	164500000	1.095	0.99	0.963
3:164500001-165000000	3	164500001	165000000	0.943	1.116	1.089
3:165000001-165500000	3	165000001	165500000	0.864	1.038	1.017
3:165500001-166000000	3	165500001	166000000	1.008	0.946	1.024
3:166500001-167000000	3	166500001	167000000	0.916	1.012	0.918
3:167000001-167500000	3	167000001	167500000	0.933	1.001	0.881
3:167500001-168000000	3	167500001	168000000	1.005	1.129	0.995
3:168000001-168500000	3	168000001	168500000	1.019	0.987	1.054
3:168500001-169000000	3	168500001	169000000	1.06	1.008	1.035
3:169000001-169500000	3	169000001	169500000	1.013	1.024	1.101
3:169500001-170000000	3	169500001	170000000	1.046	1.018	1.043
3:170000001-170500000	3	170000001	170500000	0.819	0.945	0.913
3:170500001-171000000	3	170500001	171000000	1.191	1.138	1.063
3:171000001-171500000	3	171000001	171500000	1.009	1.035	0.956
3:172000001-172500000	3	172000001	172500000	0.96	1.03	0.976
3:172500001-173000000	3	172500001	173000000	0.898	1.148	0.971
3:173000001-173500000	3	173000001	173500000	0.911	0.996	1.028
3:173500001-174000000	3	173500001	174000000	0.946	1.046	1.008
3:174000001-174500000	3	174000001	174500000	1.113	1.076	1.025
3:174500001-175000000	3	174500001	175000000	1.029	1.038	1.053
3:175000001-175500000	3	175000001	175500000	0.953	0.882	0.995
3:175500001-176000000	3	175500001	176000000	1.058	0.953	1.026
3:176000001-176500000	3	176000001	176500000	1.032	1.149	0.976
3:176500001-177000000	3	176500001	177000000	0.971	1.028	1.098
3:177500001-178000000	3	177500001	178000000	1.074	0.992	0.997
3:178000001-178500000	3	178000001	178500000	1.046	1.084	1.066
3:178500001-179000000	3	178500001	179000000	0.963	1.012	1.112
3:179000001-179500000	3	179000001	179500000	0.925	0.993	0.927
3:179500001-180000000	3	179500001	180000000	1.021	1	0.954
3:180000001-180500000	3	180000001	180500000	0.972	1.058	1.065
3:180500001-181000000	3	180500001	181000000	0.95	0.971	0.976
3:181000001-181500000	3	181000001	181500000	0.981	1.003	1.091
3:181500001-182000000	3	181500001	182000000	1.066	1.004	1.021
3:182000001-182500000	3	182000001	182500000	1.027	0.993	0.958
3:182500001-183000000	3	182500001	183000000	0.942	0.938	1.049
3:183000001-183500000	3	183000001	183500000	0.947	1.162	0.943
3:183500001-184000000	3	183500001	184000000	0.959	0.955	1.066
3:184000001-184500000	3	184000001	184500000	1.015	0.951	0.976
3:184500001-185000000	3	184500001	185000000	0.958	0.945	1.06
3:185000001-185500000	3	185000001	185500000	1.061	1.04	1.12
3:185500001-186000000	3	185500001	186000000	0.969	0.975	0.862
3:186000001-186500000	3	186000001	186500000	0.957	0.994	0.989
3:186500001-187000000	3	186500001	187000000	1.1	1.011	0.941
3:187000001-187500000	3	187000001	187500000	1.01	1.016	0.994
3:187500001-188000000	3	187500001	188000000	1.026	0.957	1.074
3:188000001-188500000	3	188000001	188500000	1.005	1.093	0.926
3:188500001-189000000	3	188500001	189000000	0.975	0.912	1.015
3:189000001-189500000	3	189000001	189500000	0.956	1.019	1.013
3:189500001-190000000	3	189500001	190000000	0.973	0.997	0.992
3:190000001-190500000	3	190000001	190500000	1.004	1.055	1.036
3:190500001-191000000	3	190500001	191000000	1.203	0.964	1.056
3:191000001-191500000	3	191000001	191500000	0.896	0.959	0.989
3:191500001-192000000	3	191500001	192000000	0.915	1.049	1.033
3:192000001-192500000	3	192000001	192500000	0.982	1.024	1.005
3:193000001-193500000	3	193000001	193500000	1.006	0.903	0.918
3:193500001-194000000	3	193500001	194000000	1.017	0.892	1.023
3:194000001-194500000	3	194000001	194500000	1.008	0.962	1.037
3:194500001-195000000	3	194500001	195000000	1.022	0.912	1.08
3:195000001-195500000	3	195000001	195500000	1.108	1.118	1.02
3:196000001-196500000	3	196000001	196500000	0.908	0.921	0.95
3:196500001-197000000	3	196500001	197000000	1.014	0.99	0.959
3:197000001-197500000	3	197000001	197500000	0.93	0.894	0.956
3:197500001-198000000	3	197500001	198000000	0.958	0.996	0.915
4:500001-1000000	4	500001	1000000	0.92	1.02	0.985
4:1000001-1500000	4	1000001	1500000	1.064	0.936	0.939
4:1500001-2000000	4	1500001	2000000	1.004	1.082	1.006
4:2000001-2500000	4	2000001	2500000	1.041	0.927	0.952
4:2500001-3000000	4	2500001	3000000	0.967	0.989	0.871
4:3000001-3500000	4	3000001	3500000	0.884	1.074	1.045
4:4500001-5000000	4	4500001	5000000	1.102	1.022	1.075
4:5500001-6000000	4	5500001	6000000	1.03	1.04	1.092
4:6000001-6500000	4	6000001	6500000	0.955	1.029	1.05
4:6500001-7000000	4	6500001	7000000	0.95	1.016	0.971
4:7000001-7500000	4	7000001	7500000	1.098	0.909	0.992
4:7500001-8000000	4	7500001	8000000	1.008	0.904	0.979
4:8000001-8500000	4	8000001	8500000	0.989	1.007	0.906
4:8500001-9000000	4	8500001	9000000	1.2	1.073	1.16
4:10000001-10500000	4	10000001	10500000	1.032	0.925	0.853
4:10500001-11000000	4	10500001	11000000	1.042	1.075	0.896
4:11000001-11500000	4	11000001	11500000	0.996	0.979	1.081
4:11500001-12000000	4	11500001	12000000	1.038	1.029	1.058
4:12000001-12500000	4	12000001	12500000	1.065	0.988	1.048
4:13000001-13500000	4	13000001	13500000	1.009	1.077	0.931
4:13500001-14000000	4	13500001	14000000	0.913	0.977	0.994
4:14000001-14500000	4	14000001	14500000	1.061	1.149	1.064
4:15000001-15500000	4	15000001	15500000	1.041	1.006	1.028
4:15500001-16000000	4	15500001	16000000	0.997	0.875	0.996
4:16000001-16500000	4	16000001	16500000	0.955	1.043	0.98
4:16500001-17000000	4	16500001	17000000	0.944	0.98	0.986
4:17500001-18000000	4	17500001	18000000	0.882	0.819	0.94
4:18000001-18500000	4	18000001	18500000	0.958	0.947	0.945
4:19000001-19500000	4	19000001	19500000	0.969	1.017	1.083
4:19500001-20000000	4	19500001	20000000	0.935	0.991	1.101
4:20000001-20500000	4	20000001	20500000	1.146	0.968	1.026
4:20500001-21000000	4	20500001	21000000	0.915	1.071	1.06
4:21000001-21500000	4	21000001	21500000	0.926	0.941	0.917
4:21500001-22000000	4	21500001	22000000	0.968	0.86	1.049
4:22000001-22500000	4	22000001	22500000	1.161	1.076	1.035
4:23000001-23500000	4	23000001	23500000	1.018	1.051	1.025
4:23500001-24000000	4	23500001	24000000	0.912	1.02	0.82
4:24000001-24500000	4	24000001	24500000	1.032	1.07	0.97
4:24500001-25000000	4	24500001	25000000	1.066	0.966	1.068
4:25000001-25500000	4	25000001	25500000	0.91	0.966	0.895
4:26000001-26500000	4	26000001	26500000	0.992	0.969	0.937
4:26500001-27000000	4	26500001	27000000	1.101	0.96	1.016
4:27000001-27500000	4	27000001	27500000	0.916	1.123	0.996
4:28000001-28500000	4	28000001	28500000	0.927	0.956	0.999
4:28500001-29000000	4	28500001	29000000	1.026	1.011	1.063
4:29000001-29500000	4	29000001	29500000	1.027	0.941	0.985
4:29500001-30000000	4	29500001	30000000	0.908	1.039	0.99
4:30000001-30500000	4	30000001	30500000	1.042	0.953	1.009
4:31000001-31500000	4	31000001	31500000	1.048	1.022	0.934
4:31500001-32000000	4	31500001	32000000	0.824	0.96	0.852
4:32500001-33000000	4	32500001	33000000	0.962	0.865	0.942
4:33000001-33500000	4	33000001	33500000	0.915	0.977	0.975
4:33500001-34000000	4	33500001	34000000	0.967	0.974	0.993
4:34000001-34500000	4	34000001	34500000	1.011	1.009	0.861
4:34500001-35000000	4	34500001	35000000	0.956	0.936	0.872
4:35000001-35500000	4	35000001	35500000	0.986	1.04	0.929
4:35500001-36000000	4	35500001	36000000	1.034	0.99	0.98
4:36000001-36500000	4	36000001	36500000	1.097	1.022	1.041
4:36500001-37000000	4	36500001	37000000	1.027	0.994	0.995
4:37000001-37500000	4	37000001	37500000	0.954	0.929	1.012
4:37500001-38000000	4	37500001	38000000	1.025	1.045	0.935
4:38000001-38500000	4	38000001	38500000	1.076	0.995	1.036
4:38500001-39000000	4	38500001	39000000	0.966	0.844	0.963
4:39000001-39500000	4	39000001	39500000	0.917	1.039	0.993
4:39500001-40000000	4	39500001	40000000	0.959	0.892	0.977
4:40000001-40500000	4	40000001	40500000	1.028	0.906	0.983
4:40500001-41000000	4	40500001	41000000	1.142	1.033	0.921
4:41500001-42000000	4	41500001	42000000	1.025	1.031	1.065
4:42000001-42500000	4	42000001	42500000	1.079	0.902	0.974
4:42500001-43000000	4	42500001	43000000	1.053	1.109	0.947
4:43000001-43500000	4	43000001	43500000	0.882	1.047	1.036
4:43500001-44000000	4	43500001	44000000	1.079	0.974	0.999
4:44000001-44500000	4	44000001	44500000	0.861	1.061	1.006
4:44500001-45000000	4	44500001	45000000	0.975	1.02	1.062
4:45000001-45500000	4	45000001	45500000	0.968	1	0.938
4:45500001-46000000	4	45500001	46000000	0.916	1.028	0.997
4:46000001-46500000	4	46000001	46500000	0.954	1.052	1.147
4:46500001-47000000	4	46500001	47000000	1.049	1.038	1.049
4:47000001-47500000	4	47000001	47500000	0.925	1.021	0.989
4:48000001-48500000	4	48000001	48500000	0.964	0.928	0.943
4:48500001-49000000	4	48500001	49000000	1.025	1.024	0.952
4:52000001-52500000	4	52000001	52500000	1.117	1.107	1.023
4:52500001-53000000	4	52500001	53000000	1.026	1.155	1.099
4:53000001-53500000	4	53000001	53500000	1.114	1.058	1.007
4:53500001-54000000	4	53500001	54000000	1.114	1.117	1.032
4:54000001-54500000	4	54000001	54500000	0.981	0.939	0.984
4:54500001-55000000	4	54500001	55000000	1.108	1.17	1.042
4:55500001-56000000	4	55500001	56000000	0.973	1.018	0.983
4:56000001-56500000	4	56000001	56500000	0.841	0.884	0.958
4:56500001-57000000	4	56500001	57000000	0.893	1.025	1.06
4:57000001-57500000	4	57000001	57500000	1.095	0.958	0.938
4:57500001-58000000	4	57500001	58000000	0.987	0.965	1.062
4:58000001-58500000	4	58000001	58500000	0.88	0.988	0.901
4:58500001-59000000	4	58500001	59000000	1.014	0.964	0.933
4:59000001-59500000	4	59000001	59500000	1.017	0.999	1.005
4:59500001-60000000	4	59500001	60000000	0.922	1.078	0.932
4:60000001-60500000	4	60000001	60500000	1.02	0.875	0.9
4:60500001-61000000	4	60500001	61000000	0.944	1.06	1.011
4:61000001-61500000	4	61000001	61500000	1.043	1.067	1.046
4:61500001-62000000	4	61500001	62000000	0.913	1.062	0.993
4:62000001-62500000	4	62000001	62500000	0.972	0.967	0.937
4:62500001-63000000	4	62500001	63000000	1.044	0.94	0.993
4:63000001-63500000	4	63000001	63500000	0.801	0.919	0.963
4:63500001-64000000	4	63500001	64000000	1.057	0.95	0.965
4:64000001-64500000	4	64000001	64500000	0.833	1.016	0.891
4:65000001-65500000	4	65000001	65500000	0.912	1.043	0.94
4:65500001-66000000	4	65500001	66000000	1.028	1.009	0.966
4:66500001-67000000	4	66500001	67000000	0.934	0.979	0.957
4:67000001-67500000	4	67000001	67500000	0.951	0.981	1.023
4:67500001-68000000	4	67500001	68000000	1.105	0.982	0.934
4:69500001-70000000	4	69500001	70000000	0.995	0.959	0.888
4:70000001-70500000	4	70000001	70500000	0.979	1.012	0.979
4:70500001-71000000	4	70500001	71000000	0.979	0.971	0.966
4:71000001-71500000	4	71000001	71500000	1.08	0.991	1.042
4:71500001-72000000	4	71500001	72000000	0.965	0.932	1.045
4:72000001-72500000	4	72000001	72500000	1.136	1.035	1.07
4:72500001-73000000	4	72500001	73000000	0.946	1.086	0.997
4:73000001-73500000	4	73000001	73500000	0.872	0.919	0.948
4:73500001-74000000	4	73500001	74000000	0.867	0.977	0.926
4:74000001-74500000	4	74000001	74500000	0.974	1.032	0.97
4:74500001-75000000	4	74500001	75000000	1.066	1.033	0.978
4:75500001-76000000	4	75500001	76000000	0.896	0.955	0.933
4:76000001-76500000	4	76000001	76500000	0.976	0.948	1.079
4:76500001-77000000	4	76500001	77000000	1.015	0.916	0.923
4:77000001-77500000	4	77000001	77500000	0.945	1.061	1.008
4:77500001-78000000	4	77500001	78000000	1.134	1.053	0.995
4:78500001-79000000	4	78500001	79000000	0.997	0.915	0.995
4:79000001-79500000	4	79000001	79500000	1.016	1.093	0.926
