feature	chromosome	start	end	SLX-17922.D709tp_D508tp.HC22GBBXY.s_6.r_1	SLX-17922.D710tp_D503tp.HC22GBBXY.s_6.r_1	SLX-17922.D710tp_D506tp.HC22GBBXY.s_6.r_1
13:35500001-36000000	13	35500001	36000000	0.964	0.962	0.963
13:36500001-37000000	13	36500001	37000000	0.955	0.938	0.973
13:37000001-37500000	13	37000001	37500000	0.887	0.877	0.898
13:37500001-38000000	13	37500001	38000000	1.012	1.069	0.991
13:38000001-38500000	13	38000001	38500000	0.79	0.927	0.987
13:38500001-39000000	13	38500001	39000000	0.924	0.994	0.983
13:39000001-39500000	13	39000001	39500000	0.915	0.888	0.98
13:39500001-40000000	13	39500001	40000000	1.01	1.14	1.026
13:40000001-40500000	13	40000001	40500000	1.003	1.024	0.997
13:41000001-41500000	13	41000001	41500000	0.828	0.89	0.928
13:41500001-42000000	13	41500001	42000000	0.934	1.249	1.023
13:42000001-42500000	13	42000001	42500000	1.052	1	1.008
13:42500001-43000000	13	42500001	43000000	1.064	0.986	0.981
13:43000001-43500000	13	43000001	43500000	1.014	1.107	1.079
13:43500001-44000000	13	43500001	44000000	0.981	1.028	1.072
13:44000001-44500000	13	44000001	44500000	1.023	0.917	0.95
13:44500001-45000000	13	44500001	45000000	1.005	1.034	1.019
13:45000001-45500000	13	45000001	45500000	0.919	0.998	0.97
13:45500001-46000000	13	45500001	46000000	1.022	1.029	1.053
13:46000001-46500000	13	46000001	46500000	1.107	0.91	0.977
13:46500001-47000000	13	46500001	47000000	1.059	1.003	1.011
13:47000001-47500000	13	47000001	47500000	0.906	0.958	0.961
13:47500001-48000000	13	47500001	48000000	1.056	1.086	1.041
13:48000001-48500000	13	48000001	48500000	0.932	0.946	0.997
13:48500001-49000000	13	48500001	49000000	0.924	0.935	1.031
13:49000001-49500000	13	49000001	49500000	0.948	0.949	0.982
13:49500001-50000000	13	49500001	50000000	0.908	1.011	0.866
13:50000001-50500000	13	50000001	50500000	0.99	0.954	1.085
13:50500001-51000000	13	50500001	51000000	0.881	1.088	1.043
13:51000001-51500000	13	51000001	51500000	0.87	1.079	1.009
13:51500001-52000000	13	51500001	52000000	0.962	0.989	1.103
13:52500001-53000000	13	52500001	53000000	1.046	1.094	0.964
13:53000001-53500000	13	53000001	53500000	0.917	0.944	1.08
13:54000001-54500000	13	54000001	54500000	0.89	0.999	1.049
13:54500001-55000000	13	54500001	55000000	0.894	0.976	0.941
13:55000001-55500000	13	55000001	55500000	1.031	0.935	0.94
13:56000001-56500000	13	56000001	56500000	0.915	1.012	0.948
13:57000001-57500000	13	57000001	57500000	0.924	0.986	0.873
13:57500001-58000000	13	57500001	58000000	1.096	0.966	1.005
13:58000001-58500000	13	58000001	58500000	1.064	1.005	1.025
13:58500001-59000000	13	58500001	59000000	0.873	1.065	0.95
13:59000001-59500000	13	59000001	59500000	1.039	0.992	1.001
13:59500001-60000000	13	59500001	60000000	1.033	0.964	0.952
13:60000001-60500000	13	60000001	60500000	1.047	0.952	1.013
13:60500001-61000000	13	60500001	61000000	0.933	0.981	0.99
13:61000001-61500000	13	61000001	61500000	0.955	1.046	0.99
13:61500001-62000000	13	61500001	62000000	0.959	0.87	1.075
13:62000001-62500000	13	62000001	62500000	1.001	0.927	0.832
13:62500001-63000000	13	62500001	63000000	0.911	0.922	0.983
13:63000001-63500000	13	63000001	63500000	0.931	1.021	0.961
13:63500001-64000000	13	63500001	64000000	0.827	0.947	0.869
13:64000001-64500000	13	64000001	64500000	0.967	1.025	0.84
13:64500001-65000000	13	64500001	65000000	0.992	0.901	1.01
13:65000001-65500000	13	65000001	65500000	1.216	1.029	1.034
13:65500001-66000000	13	65500001	66000000	1.026	1.08	1.029
13:66000001-66500000	13	66000001	66500000	0.949	0.984	0.96
13:66500001-67000000	13	66500001	67000000	1.001	1.04	1.036
13:67000001-67500000	13	67000001	67500000	1.105	1.077	1.034
13:67500001-68000000	13	67500001	68000000	0.997	1.116	1.026
13:68000001-68500000	13	68000001	68500000	1.046	0.97	0.947
13:68500001-69000000	13	68500001	69000000	0.943	0.927	0.959
13:69000001-69500000	13	69000001	69500000	0.901	0.845	0.899
13:69500001-70000000	13	69500001	70000000	0.912	0.963	0.932
13:70000001-70500000	13	70000001	70500000	0.936	1.058	0.961
13:70500001-71000000	13	70500001	71000000	1.028	0.966	1.125
13:71000001-71500000	13	71000001	71500000	0.984	0.968	0.95
13:71500001-72000000	13	71500001	72000000	1.031	0.938	1.071
13:72500001-73000000	13	72500001	73000000	0.895	1.066	0.995
13:73000001-73500000	13	73000001	73500000	1.009	1.03	0.92
13:73500001-74000000	13	73500001	74000000	0.913	0.948	0.97
13:74000001-74500000	13	74000001	74500000	1.066	0.949	0.996
13:74500001-75000000	13	74500001	75000000	1.019	1.059	1.061
13:75000001-75500000	13	75000001	75500000	1.033	0.923	0.979
13:76000001-76500000	13	76000001	76500000	0.925	0.95	1.016
13:76500001-77000000	13	76500001	77000000	1.019	1.012	1.031
13:77000001-77500000	13	77000001	77500000	0.941	0.925	0.987
13:77500001-78000000	13	77500001	78000000	1.013	1.033	0.979
13:78000001-78500000	13	78000001	78500000	1.089	0.934	1.05
13:78500001-79000000	13	78500001	79000000	0.959	1.069	0.973
13:79000001-79500000	13	79000001	79500000	1.052	0.994	0.966
13:79500001-80000000	13	79500001	80000000	1.021	0.957	0.936
13:80000001-80500000	13	80000001	80500000	0.928	1.12	0.897
13:80500001-81000000	13	80500001	81000000	0.9	1.008	1.036
13:81000001-81500000	13	81000001	81500000	0.983	0.909	1.005
13:81500001-82000000	13	81500001	82000000	0.83	0.897	0.9
13:82000001-82500000	13	82000001	82500000	0.991	0.877	0.984
13:82500001-83000000	13	82500001	83000000	0.889	0.966	1.007
13:83000001-83500000	13	83000001	83500000	0.998	0.948	0.946
13:84000001-84500000	13	84000001	84500000	0.957	0.956	0.971
13:85000001-85500000	13	85000001	85500000	0.946	0.93	0.957
13:85500001-86000000	13	85500001	86000000	1	0.932	1.028
13:86000001-86500000	13	86000001	86500000	0.926	0.898	0.954
13:86500001-87000000	13	86500001	87000000	1.057	0.879	0.983
13:87000001-87500000	13	87000001	87500000	0.875	0.962	0.979
13:87500001-88000000	13	87500001	88000000	0.969	1.097	1.032
13:88500001-89000000	13	88500001	89000000	1.054	1.027	0.99
13:89000001-89500000	13	89000001	89500000	0.938	0.952	0.984
13:89500001-90000000	13	89500001	90000000	0.988	0.932	0.91
13:90000001-90500000	13	90000001	90500000	1.028	1.017	1.015
13:90500001-91000000	13	90500001	91000000	1.037	0.978	1.006
13:91000001-91500000	13	91000001	91500000	1.125	0.991	0.979
13:91500001-92000000	13	91500001	92000000	0.966	1.099	1.051
13:92000001-92500000	13	92000001	92500000	0.955	1.026	1.042
13:92500001-93000000	13	92500001	93000000	0.947	0.956	1.127
13:93000001-93500000	13	93000001	93500000	1.009	1.025	0.984
13:93500001-94000000	13	93500001	94000000	0.987	1.06	1.052
13:94000001-94500000	13	94000001	94500000	0.901	0.846	1.028
13:94500001-95000000	13	94500001	95000000	0.918	1.064	1.024
13:95000001-95500000	13	95000001	95500000	0.87	1.053	1
13:96000001-96500000	13	96000001	96500000	0.991	1	0.952
13:96500001-97000000	13	96500001	97000000	0.928	0.985	1.079
13:97000001-97500000	13	97000001	97500000	0.96	1.016	1.023
13:97500001-98000000	13	97500001	98000000	1.117	1.024	0.951
13:98000001-98500000	13	98000001	98500000	1.188	0.861	0.984
13:98500001-99000000	13	98500001	99000000	1	1.03	0.892
13:99000001-99500000	13	99000001	99500000	0.866	0.959	0.946
13:99500001-100000000	13	99500001	100000000	0.958	0.978	1.041
13:100000001-100500000	13	100000001	100500000	1.015	0.88	1.009
13:100500001-101000000	13	100500001	101000000	0.988	1.006	0.959
13:101000001-101500000	13	101000001	101500000	0.993	0.989	1.02
13:101500001-102000000	13	101500001	102000000	1.075	1.067	1.039
13:102000001-102500000	13	102000001	102500000	1.047	1.046	0.974
13:102500001-103000000	13	102500001	103000000	0.905	0.976	0.982
13:103000001-103500000	13	103000001	103500000	0.926	1.057	0.98
13:103500001-104000000	13	103500001	104000000	1.04	0.909	0.953
13:104000001-104500000	13	104000001	104500000	0.945	0.976	0.96
13:104500001-105000000	13	104500001	105000000	1.037	0.99	0.938
13:105500001-106000000	13	105500001	106000000	1	0.95	0.988
13:106000001-106500000	13	106000001	106500000	1.04	1.043	1.018
13:106500001-107000000	13	106500001	107000000	0.983	1.028	1.01
13:107500001-108000000	13	107500001	108000000	1.033	1.001	0.984
13:108000001-108500000	13	108000001	108500000	0.926	1.044	0.96
13:108500001-109000000	13	108500001	109000000	0.904	0.986	1.031
13:109500001-110000000	13	109500001	110000000	1.088	0.986	0.946
13:110000001-110500000	13	110000001	110500000	0.962	1.005	0.944
13:110500001-111000000	13	110500001	111000000	0.923	0.978	0.957
13:111000001-111500000	13	111000001	111500000	1.001	0.971	0.958
13:112000001-112500000	13	112000001	112500000	1.057	1.009	0.992
13:112500001-113000000	13	112500001	113000000	0.997	0.958	0.945
13:113000001-113500000	13	113000001	113500000	1.023	1.001	0.979
13:113500001-114000000	13	113500001	114000000	1.119	0.972	1.011
13:114000001-114364328	13	114000001	114364328	0.964	0.914	0.96
14:20000001-20500000	14	20000001	20500000	0.929	0.987	0.909
14:20500001-21000000	14	20500001	21000000	1.079	0.983	1.044
14:21000001-21500000	14	21000001	21500000	0.96	0.983	0.881
14:21500001-22000000	14	21500001	22000000	0.973	0.934	0.971
14:22000001-22500000	14	22000001	22500000	0.995	1.113	1.084
14:22500001-23000000	14	22500001	23000000	1.131	1.005	1.041
14:23500001-24000000	14	23500001	24000000	1.034	1.226	1.018
14:24000001-24500000	14	24000001	24500000	1.076	0.995	1.124
14:24500001-25000000	14	24500001	25000000	1.136	1.181	0.979
14:25000001-25500000	14	25000001	25500000	1.059	0.925	1.094
14:25500001-26000000	14	25500001	26000000	1.013	0.985	1.002
14:26000001-26500000	14	26000001	26500000	0.951	1.115	0.925
14:26500001-27000000	14	26500001	27000000	1.09	1.025	1.026
14:27000001-27500000	14	27000001	27500000	1.055	1.021	0.93
14:27500001-28000000	14	27500001	28000000	1.051	0.975	1.032
14:28000001-28500000	14	28000001	28500000	0.969	0.976	0.929
14:28500001-29000000	14	28500001	29000000	1.077	1.026	0.926
14:29000001-29500000	14	29000001	29500000	1.058	0.938	0.981
14:29500001-30000000	14	29500001	30000000	0.982	0.982	0.957
14:30000001-30500000	14	30000001	30500000	0.971	1.027	1.082
14:30500001-31000000	14	30500001	31000000	0.999	0.92	0.97
14:31000001-31500000	14	31000001	31500000	0.936	0.814	0.94
14:31500001-32000000	14	31500001	32000000	1.054	0.997	1.066
14:32500001-33000000	14	32500001	33000000	1.152	1.092	0.997
14:33000001-33500000	14	33000001	33500000	1.148	1.065	1.052
14:33500001-34000000	14	33500001	34000000	1.05	1.088	1.061
14:34000001-34500000	14	34000001	34500000	0.943	1.02	1.044
14:35000001-35500000	14	35000001	35500000	0.892	0.993	0.925
14:35500001-36000000	14	35500001	36000000	0.887	1.079	0.965
14:36000001-36500000	14	36000001	36500000	1.136	1.074	1.023
14:36500001-37000000	14	36500001	37000000	1.07	1.021	0.956
14:37500001-38000000	14	37500001	38000000	1.065	1.098	1
14:38000001-38500000	14	38000001	38500000	1.01	1.017	0.986
14:38500001-39000000	14	38500001	39000000	1.113	1.089	1.079
14:39000001-39500000	14	39000001	39500000	0.962	1.017	0.973
14:39500001-40000000	14	39500001	40000000	0.968	1.019	1.016
14:40000001-40500000	14	40000001	40500000	0.959	0.925	0.916
14:41000001-41500000	14	41000001	41500000	0.925	1.1	0.901
14:41500001-42000000	14	41500001	42000000	0.934	1.018	1.041
14:42000001-42500000	14	42000001	42500000	0.956	1.008	0.908
14:42500001-43000000	14	42500001	43000000	1.078	1.039	1.006
14:43500001-44000000	14	43500001	44000000	0.957	1.015	1.069
14:44000001-44500000	14	44000001	44500000	0.928	1.016	0.919
14:44500001-45000000	14	44500001	45000000	1.032	1.092	0.974
14:45500001-46000000	14	45500001	46000000	0.861	0.969	0.952
14:47000001-47500000	14	47000001	47500000	1.054	0.927	1.112
14:47500001-48000000	14	47500001	48000000	0.926	0.946	0.978
14:48000001-48500000	14	48000001	48500000	0.996	1.026	0.984
14:48500001-49000000	14	48500001	49000000	1.108	1.097	1.048
14:49000001-49500000	14	49000001	49500000	1.055	1.135	0.972
14:49500001-50000000	14	49500001	50000000	0.938	0.93	0.971
14:50000001-50500000	14	50000001	50500000	1.009	0.782	0.873
14:50500001-51000000	14	50500001	51000000	0.945	0.958	0.915
14:51000001-51500000	14	51000001	51500000	1.089	1.037	0.975
14:52000001-52500000	14	52000001	52500000	1.028	1.021	1.019
14:52500001-53000000	14	52500001	53000000	0.881	1.113	0.858
14:53000001-53500000	14	53000001	53500000	1.024	0.993	1.067
14:53500001-54000000	14	53500001	54000000	1.004	0.948	1.115
14:54000001-54500000	14	54000001	54500000	1.083	1.015	1.047
14:54500001-55000000	14	54500001	55000000	0.91	1.014	1
14:55000001-55500000	14	55000001	55500000	1.076	0.951	1.009
14:55500001-56000000	14	55500001	56000000	1.084	0.946	1.123
14:56000001-56500000	14	56000001	56500000	0.948	1.082	0.999
14:56500001-57000000	14	56500001	57000000	0.947	1.153	0.994
14:57000001-57500000	14	57000001	57500000	1.038	0.982	1.07
14:57500001-58000000	14	57500001	58000000	1.018	1.042	0.999
14:58000001-58500000	14	58000001	58500000	0.971	0.945	1.006
14:58500001-59000000	14	58500001	59000000	1.07	1.14	1.076
14:59000001-59500000	14	59000001	59500000	0.932	1.151	0.954
14:59500001-60000000	14	59500001	60000000	1.053	0.956	1.086
14:60000001-60500000	14	60000001	60500000	1.071	0.988	1.025
14:60500001-61000000	14	60500001	61000000	0.953	0.978	1.059
14:61000001-61500000	14	61000001	61500000	1.041	1.07	0.972
14:61500001-62000000	14	61500001	62000000	1.1	0.904	0.932
14:62000001-62500000	14	62000001	62500000	0.973	1.092	0.945
14:62500001-63000000	14	62500001	63000000	1.017	1.003	1.017
14:63000001-63500000	14	63000001	63500000	1.026	0.948	1.008
14:63500001-64000000	14	63500001	64000000	1.049	0.972	0.912
14:64000001-64500000	14	64000001	64500000	1.057	0.935	0.996
14:64500001-65000000	14	64500001	65000000	0.959	0.901	0.893
14:65000001-65500000	14	65000001	65500000	0.969	0.999	0.955
14:65500001-66000000	14	65500001	66000000	0.887	0.983	1.045
14:66000001-66500000	14	66000001	66500000	1.108	1.134	1.114
14:66500001-67000000	14	66500001	67000000	1.057	0.876	0.916
14:67000001-67500000	14	67000001	67500000	1.031	1.085	1.044
14:67500001-68000000	14	67500001	68000000	0.914	0.989	0.932
14:68000001-68500000	14	68000001	68500000	1.025	1.071	1.013
14:68500001-69000000	14	68500001	69000000	0.982	0.884	0.939
14:69000001-69500000	14	69000001	69500000	1.017	0.94	0.998
14:69500001-70000000	14	69500001	70000000	0.953	0.969	1.063
14:70000001-70500000	14	70000001	70500000	1.103	1.001	1.023
14:70500001-71000000	14	70500001	71000000	0.949	0.956	1.072
14:71000001-71500000	14	71000001	71500000	1.105	1.039	1.012
14:71500001-72000000	14	71500001	72000000	1.169	1.05	1.117
14:72000001-72500000	14	72000001	72500000	1.044	1.135	0.982
14:72500001-73000000	14	72500001	73000000	1.045	0.955	1.023
14:73000001-73500000	14	73000001	73500000	0.986	0.992	1.043
14:73500001-74000000	14	73500001	74000000	0.912	0.981	0.956
14:74000001-74500000	14	74000001	74500000	0.93	1.032	1.136
14:74500001-75000000	14	74500001	75000000	0.951	1.115	1.002
14:75000001-75500000	14	75000001	75500000	0.985	0.893	0.989
14:75500001-76000000	14	75500001	76000000	1.071	1.027	0.905
14:76000001-76500000	14	76000001	76500000	0.871	0.933	0.969
14:76500001-77000000	14	76500001	77000000	1.118	0.996	1.018
14:77000001-77500000	14	77000001	77500000	0.901	1.061	0.925
14:77500001-78000000	14	77500001	78000000	1.073	0.877	0.931
14:78000001-78500000	14	78000001	78500000	0.932	1.152	0.991
14:78500001-79000000	14	78500001	79000000	1.008	1.022	1.04
14:79000001-79500000	14	79000001	79500000	1.157	1.004	1.065
14:79500001-80000000	14	79500001	80000000	0.91	0.968	1.083
14:80000001-80500000	14	80000001	80500000	1.124	0.953	1.049
14:80500001-81000000	14	80500001	81000000	0.96	0.92	0.989
14:81000001-81500000	14	81000001	81500000	0.989	0.939	0.954
14:81500001-82000000	14	81500001	82000000	1.122	1.055	1.086
14:82000001-82500000	14	82000001	82500000	1.033	1.103	1.001
14:82500001-83000000	14	82500001	83000000	1.031	0.997	0.949
14:83000001-83500000	14	83000001	83500000	1.037	0.958	0.973
14:84500001-85000000	14	84500001	85000000	0.951	0.948	0.935
14:85000001-85500000	14	85000001	85500000	0.987	0.953	0.934
14:85500001-86000000	14	85500001	86000000	0.928	1.066	0.99
14:86500001-87000000	14	86500001	87000000	0.941	1.11	0.939
14:87000001-87500000	14	87000001	87500000	1.061	1.017	1.043
14:87500001-88000000	14	87500001	88000000	1.074	1.13	0.943
14:88000001-88500000	14	88000001	88500000	1.048	1.005	1.03
14:88500001-89000000	14	88500001	89000000	1.02	1.005	0.999
14:89000001-89500000	14	89000001	89500000	0.937	1.015	0.899
14:89500001-90000000	14	89500001	90000000	0.91	1.004	0.996
14:90000001-90500000	14	90000001	90500000	0.991	0.97	1.027
14:90500001-91000000	14	90500001	91000000	0.929	0.964	1.022
14:91000001-91500000	14	91000001	91500000	0.959	1.132	0.983
14:91500001-92000000	14	91500001	92000000	0.875	1.015	0.923
14:92000001-92500000	14	92000001	92500000	0.888	0.965	0.989
14:92500001-93000000	14	92500001	93000000	0.961	1.034	0.852
14:93000001-93500000	14	93000001	93500000	1.091	0.986	1.043
14:93500001-94000000	14	93500001	94000000	0.924	0.962	0.926
14:94000001-94500000	14	94000001	94500000	1.069	0.977	0.986
14:94500001-95000000	14	94500001	95000000	1.067	0.949	1.007
14:95000001-95500000	14	95000001	95500000	0.954	0.915	0.946
14:95500001-96000000	14	95500001	96000000	1.029	1.039	1.016
14:96000001-96500000	14	96000001	96500000	0.997	1	1.067
14:96500001-97000000	14	96500001	97000000	1.032	0.896	0.974
14:97000001-97500000	14	97000001	97500000	1.116	1.022	1.088
14:97500001-98000000	14	97500001	98000000	1.003	1.054	1.036
14:98000001-98500000	14	98000001	98500000	1.06	1.004	0.988
14:98500001-99000000	14	98500001	99000000	0.927	1.019	1.065
14:99000001-99500000	14	99000001	99500000	0.918	1.046	0.948
14:99500001-100000000	14	99500001	100000000	0.99	0.935	1.02
14:100000001-100500000	14	100000001	100500000	0.951	0.974	0.984
14:100500001-101000000	14	100500001	101000000	0.961	1.002	1.034
14:101000001-101500000	14	101000001	101500000	1.157	0.993	0.984
14:101500001-102000000	14	101500001	102000000	1.087	0.894	0.997
14:102000001-102500000	14	102000001	102500000	0.993	0.962	0.987
14:102500001-103000000	14	102500001	103000000	0.964	0.976	0.987
14:103000001-103500000	14	103000001	103500000	0.794	0.994	0.922
14:103500001-104000000	14	103500001	104000000	0.962	0.955	0.962
14:104000001-104500000	14	104000001	104500000	1.018	0.975	1.007
14:104500001-105000000	14	104500001	105000000	0.927	1.04	1.022
14:105000001-105500000	14	105000001	105500000	1.071	1.047	0.975
15:23500001-24000000	15	23500001	24000000	0.914	0.985	0.998
15:24500001-25000000	15	24500001	25000000	1.019	0.994	0.936
15:25000001-25500000	15	25000001	25500000	0.956	0.994	0.982
15:26000001-26500000	15	26000001	26500000	0.92	1.074	0.98
15:26500001-27000000	15	26500001	27000000	0.977	0.989	0.901
15:27000001-27500000	15	27000001	27500000	1.065	1.067	0.974
15:27500001-28000000	15	27500001	28000000	0.939	1.01	0.941
15:29000001-29500000	15	29000001	29500000	1.038	1.043	0.936
15:29500001-30000000	15	29500001	30000000	1.016	1.069	1.013
15:31000001-31500000	15	31000001	31500000	0.925	0.98	0.983
15:31500001-32000000	15	31500001	32000000	1.45	1.31	1.188
15:33000001-33500000	15	33000001	33500000	1.065	1.024	1.113
15:33500001-34000000	15	33500001	34000000	0.958	1.025	1.098
15:34000001-34500000	15	34000001	34500000	0.811	0.993	1.097
15:35500001-36000000	15	35500001	36000000	1.041	1.014	0.985
15:36000001-36500000	15	36000001	36500000	0.98	1.014	0.928
15:36500001-37000000	15	36500001	37000000	1.047	1.044	0.992
15:37000001-37500000	15	37000001	37500000	1.137	0.978	1.088
15:37500001-38000000	15	37500001	38000000	0.933	1.068	1.088
15:38000001-38500000	15	38000001	38500000	1.077	0.966	0.929
15:38500001-39000000	15	38500001	39000000	1.065	0.982	1.076
15:39000001-39500000	15	39000001	39500000	0.993	0.97	0.992
15:39500001-40000000	15	39500001	40000000	1.04	1.005	0.975
15:40500001-41000000	15	40500001	41000000	0.928	0.956	0.897
15:41500001-42000000	15	41500001	42000000	1.018	0.937	0.992
15:42000001-42500000	15	42000001	42500000	0.984	1.009	1.01
15:42500001-43000000	15	42500001	43000000	0.995	0.954	1.029
15:43000001-43500000	15	43000001	43500000	1.007	0.964	0.95
15:44000001-44500000	15	44000001	44500000	1.003	0.906	1.033
15:45000001-45500000	15	45000001	45500000	0.965	1.048	0.953
15:45500001-46000000	15	45500001	46000000	0.929	0.959	1.037
15:46000001-46500000	15	46000001	46500000	0.963	1.009	1
15:46500001-47000000	15	46500001	47000000	0.989	0.928	1.001
15:47000001-47500000	15	47000001	47500000	1.027	0.954	1.128
15:47500001-48000000	15	47500001	48000000	0.985	1.011	0.969
15:48000001-48500000	15	48000001	48500000	1.089	0.928	1.01
15:48500001-49000000	15	48500001	49000000	1.092	0.998	1.095
15:49000001-49500000	15	49000001	49500000	0.971	1.017	0.917
15:49500001-50000000	15	49500001	50000000	1.021	1.117	1.041
15:50000001-50500000	15	50000001	50500000	0.977	0.917	1.023
15:50500001-51000000	15	50500001	51000000	0.876	0.874	0.897
15:51000001-51500000	15	51000001	51500000	1.027	1.055	1.007
15:51500001-52000000	15	51500001	52000000	0.965	0.962	0.907
15:52500001-53000000	15	52500001	53000000	1.013	1.059	0.963
15:53000001-53500000	15	53000001	53500000	0.968	1.012	1.19
15:53500001-54000000	15	53500001	54000000	1.092	0.941	1.081
15:54000001-54500000	15	54000001	54500000	1.145	1.086	1.042
15:55000001-55500000	15	55000001	55500000	1.117	1.05	0.985
15:55500001-56000000	15	55500001	56000000	1.015	1.016	1.062
15:56000001-56500000	15	56000001	56500000	0.961	1.095	0.944
15:56500001-57000000	15	56500001	57000000	0.952	0.924	1.016
15:57000001-57500000	15	57000001	57500000	0.968	0.883	1.003
15:57500001-58000000	15	57500001	58000000	0.973	0.969	0.935
15:58500001-59000000	15	58500001	59000000	0.913	1.042	0.914
15:59000001-59500000	15	59000001	59500000	1.053	1.028	0.965
15:59500001-60000000	15	59500001	60000000	1.031	1.027	1.004
15:60000001-60500000	15	60000001	60500000	1.073	1.006	0.984
15:60500001-61000000	15	60500001	61000000	0.971	0.966	1.01
15:61000001-61500000	15	61000001	61500000	1.049	1.053	1.087
15:61500001-62000000	15	61500001	62000000	1.153	1.032	0.989
15:62000001-62500000	15	62000001	62500000	1.045	0.864	1.033
15:62500001-63000000	15	62500001	63000000	1.113	0.963	0.977
15:63000001-63500000	15	63000001	63500000	0.985	0.867	1.004
15:63500001-64000000	15	63500001	64000000	1.066	0.953	0.887
15:64000001-64500000	15	64000001	64500000	0.977	1.027	1.009
15:64500001-65000000	15	64500001	65000000	0.971	0.997	1.016
15:65000001-65500000	15	65000001	65500000	1.014	1.017	0.988
15:65500001-66000000	15	65500001	66000000	0.961	0.91	1
15:66000001-66500000	15	66000001	66500000	1.018	1.046	1.012
15:66500001-67000000	15	66500001	67000000	0.882	1.05	0.973
15:67500001-68000000	15	67500001	68000000	0.912	0.982	1.056
15:68000001-68500000	15	68000001	68500000	1.033	1.022	0.996
15:68500001-69000000	15	68500001	69000000	1.042	1.115	0.967
15:69000001-69500000	15	69000001	69500000	0.939	1.025	0.964
15:69500001-70000000	15	69500001	70000000	1.086	1.044	1.05
15:70000001-70500000	15	70000001	70500000	0.968	1.031	1.013
15:70500001-71000000	15	70500001	71000000	1.096	1.099	0.924
15:71000001-71500000	15	71000001	71500000	1.069	1.093	1.082
15:71500001-72000000	15	71500001	72000000	1.076	1.125	0.997
15:72000001-72500000	15	72000001	72500000	1.055	0.98	1.024
15:72500001-73000000	15	72500001	73000000	1.02	1.049	1.013
15:73000001-73500000	15	73000001	73500000	0.984	1.122	1.066
15:73500001-74000000	15	73500001	74000000	0.984	0.985	1.035
15:74000001-74500000	15	74000001	74500000	1.132	1.084	1.023
15:74500001-75000000	15	74500001	75000000	0.938	1.054	0.957
15:75500001-76000000	15	75500001	76000000	0.953	0.981	1.015
15:76000001-76500000	15	76000001	76500000	1.158	1.011	1.123
15:76500001-77000000	15	76500001	77000000	1.08	1.134	1.081
15:77000001-77500000	15	77000001	77500000	1.056	1.085	0.983
15:77500001-78000000	15	77500001	78000000	1.264	1.117	1.091
15:78000001-78500000	15	78000001	78500000	0.983	0.952	1.004
15:78500001-79000000	15	78500001	79000000	1.126	0.982	0.958
15:79000001-79500000	15	79000001	79500000	1.066	1.023	0.992
15:79500001-80000000	15	79500001	80000000	1.042	1.025	1.008
15:80000001-80500000	15	80000001	80500000	1.006	1.128	1.039
15:80500001-81000000	15	80500001	81000000	1.031	1.092	1
15:81000001-81500000	15	81000001	81500000	0.932	0.898	1.018
15:81500001-82000000	15	81500001	82000000	1.03	1.116	1.089
15:82500001-83000000	15	82500001	83000000	0.996	1.028	1.145
15:83000001-83500000	15	83000001	83500000	1.097	1.067	1.011
15:83500001-84000000	15	83500001	84000000	1.043	0.991	1.108
15:84500001-85000000	15	84500001	85000000	0.957	0.992	1.026
15:85500001-86000000	15	85500001	86000000	1.171	0.897	1.023
15:86000001-86500000	15	86000001	86500000	1.011	0.957	1.029
15:86500001-87000000	15	86500001	87000000	1.096	0.903	1.018
15:87000001-87500000	15	87000001	87500000	1.036	1.114	1.155
15:87500001-88000000	15	87500001	88000000	1.121	1.134	1.02
15:88000001-88500000	15	88000001	88500000	1.102	1.031	0.988
15:88500001-89000000	15	88500001	89000000	1.004	1.122	1.014
15:89000001-89500000	15	89000001	89500000	0.978	1.012	0.972
15:89500001-90000000	15	89500001	90000000	1.045	1.151	0.984
15:90000001-90500000	15	90000001	90500000	1.013	0.993	0.905
15:90500001-91000000	15	90500001	91000000	0.951	0.94	0.998
15:91000001-91500000	15	91000001	91500000	1.16	1.067	1.055
15:92000001-92500000	15	92000001	92500000	1.01	1.038	1.013
15:92500001-93000000	15	92500001	93000000	1.097	0.892	1.026
15:93000001-93500000	15	93000001	93500000	0.991	1.002	0.968
15:93500001-94000000	15	93500001	94000000	1.092	0.967	1.1
15:94000001-94500000	15	94000001	94500000	1.025	0.979	1.058
15:94500001-95000000	15	94500001	95000000	1.121	1.06	0.956
15:95000001-95500000	15	95000001	95500000	0.965	0.89	1.025
15:95500001-96000000	15	95500001	96000000	0.962	1.062	1.084
15:96000001-96500000	15	96000001	96500000	1.029	0.97	0.984
15:96500001-97000000	15	96500001	97000000	1.025	0.927	1.041
15:97000001-97500000	15	97000001	97500000	1.03	1.125	1.006
15:97500001-98000000	15	97500001	98000000	0.965	1.006	0.946
15:98000001-98500000	15	98000001	98500000	1.006	0.998	1.059
15:98500001-99000000	15	98500001	99000000	0.916	0.967	0.95
15:99000001-99500000	15	99000001	99500000	0.998	0.966	1.031
15:99500001-100000000	15	99500001	100000000	1.081	1.087	1.047
15:100000001-100500000	15	100000001	100500000	1.07	1.001	0.978
15:100500001-101000000	15	100500001	101000000	1.067	1.049	1.01
15:101000001-101500000	15	101000001	101500000	0.875	0.851	0.837
16:1-500000	16	1	500000	0.881	0.97	1.005
