feature	chromosome	start	end	SLX-17921.D711tp_D506tp.H5J55BBXY.s_8.r_1	SLX-16150.D706tp_D503tp.HC22VBBXY.s_3.r_1
4:46500001-47000000	4	46500001	47000000	0.993	0.996
4:47000001-47500000	4	47000001	47500000	0.993	0.996
4:48000001-48500000	4	48000001	48500000	0.993	0.996
4:48500001-49000000	4	48500001	49000000	0.993	0.996
4:52000001-52500000	4	52000001	52500000	0.993	0.996
4:52500001-53000000	4	52500001	53000000	0.993	0.996
4:53000001-53500000	4	53000001	53500000	0.993	0.996
4:53500001-54000000	4	53500001	54000000	0.993	0.996
4:54000001-54500000	4	54000001	54500000	0.993	0.996
4:54500001-55000000	4	54500001	55000000	0.993	0.996
4:55500001-56000000	4	55500001	56000000	0.993	0.996
4:56000001-56500000	4	56000001	56500000	0.993	0.996
4:56500001-57000000	4	56500001	57000000	0.993	0.996
4:57000001-57500000	4	57000001	57500000	0.993	0.996
4:57500001-58000000	4	57500001	58000000	0.993	0.996
4:58000001-58500000	4	58000001	58500000	0.993	0.996
4:58500001-59000000	4	58500001	59000000	0.993	0.996
4:59000001-59500000	4	59000001	59500000	0.993	0.996
4:59500001-60000000	4	59500001	60000000	0.993	0.996
4:60000001-60500000	4	60000001	60500000	0.993	0.996
4:60500001-61000000	4	60500001	61000000	0.993	0.996
4:61000001-61500000	4	61000001	61500000	0.993	0.996
4:61500001-62000000	4	61500001	62000000	0.993	0.996
4:62000001-62500000	4	62000001	62500000	0.993	0.996
4:62500001-63000000	4	62500001	63000000	0.993	0.996
4:63000001-63500000	4	63000001	63500000	0.993	0.996
4:63500001-64000000	4	63500001	64000000	0.993	0.996
4:64000001-64500000	4	64000001	64500000	0.993	0.996
4:65000001-65500000	4	65000001	65500000	0.993	0.996
4:65500001-66000000	4	65500001	66000000	0.993	0.996
4:66500001-67000000	4	66500001	67000000	0.993	0.996
4:67000001-67500000	4	67000001	67500000	0.993	0.996
4:67500001-68000000	4	67500001	68000000	0.993	0.996
4:69500001-70000000	4	69500001	70000000	0.993	0.996
4:70000001-70500000	4	70000001	70500000	0.993	0.996
4:70500001-71000000	4	70500001	71000000	0.993	0.996
4:71000001-71500000	4	71000001	71500000	0.993	0.996
4:71500001-72000000	4	71500001	72000000	0.993	0.996
4:72000001-72500000	4	72000001	72500000	0.993	0.996
4:72500001-73000000	4	72500001	73000000	0.993	0.996
4:73000001-73500000	4	73000001	73500000	0.993	0.996
4:73500001-74000000	4	73500001	74000000	0.993	0.996
4:74000001-74500000	4	74000001	74500000	0.993	0.996
4:74500001-75000000	4	74500001	75000000	0.993	0.996
4:75500001-76000000	4	75500001	76000000	0.993	0.996
4:76000001-76500000	4	76000001	76500000	0.993	0.996
4:76500001-77000000	4	76500001	77000000	0.993	0.996
4:77000001-77500000	4	77000001	77500000	0.993	0.996
4:77500001-78000000	4	77500001	78000000	0.993	0.996
4:78500001-79000000	4	78500001	79000000	0.993	0.996
4:79000001-79500000	4	79000001	79500000	0.993	0.996
4:79500001-80000000	4	79500001	80000000	0.993	0.996
4:80000001-80500000	4	80000001	80500000	0.993	0.996
4:80500001-81000000	4	80500001	81000000	0.993	0.996
4:81000001-81500000	4	81000001	81500000	0.993	0.996
4:81500001-82000000	4	81500001	82000000	0.993	0.996
4:82000001-82500000	4	82000001	82500000	0.993	0.996
4:82500001-83000000	4	82500001	83000000	0.993	0.996
4:83500001-84000000	4	83500001	84000000	0.993	0.996
4:84000001-84500000	4	84000001	84500000	0.993	0.996
4:84500001-85000000	4	84500001	85000000	0.993	0.996
4:85000001-85500000	4	85000001	85500000	0.993	0.996
4:85500001-86000000	4	85500001	86000000	0.993	0.996
4:86000001-86500000	4	86000001	86500000	0.993	0.996
4:86500001-87000000	4	86500001	87000000	0.993	0.996
4:87000001-87500000	4	87000001	87500000	0.993	0.996
4:87500001-88000000	4	87500001	88000000	0.993	0.996
4:88000001-88500000	4	88000001	88500000	0.993	0.996
4:88500001-89000000	4	88500001	89000000	0.993	0.996
4:89000001-89500000	4	89000001	89500000	0.993	0.996
4:90000001-90500000	4	90000001	90500000	0.993	0.996
4:90500001-91000000	4	90500001	91000000	0.993	0.996
4:91000001-91500000	4	91000001	91500000	0.993	0.996
4:91500001-92000000	4	91500001	92000000	0.993	0.996
4:92000001-92500000	4	92000001	92500000	0.993	0.996
4:93000001-93500000	4	93000001	93500000	0.993	0.996
4:93500001-94000000	4	93500001	94000000	0.993	0.996
4:94000001-94500000	4	94000001	94500000	0.993	0.996
4:94500001-95000000	4	94500001	95000000	0.993	0.996
4:95000001-95500000	4	95000001	95500000	0.993	0.996
4:95500001-96000000	4	95500001	96000000	0.993	0.996
4:96000001-96500000	4	96000001	96500000	0.993	0.996
4:96500001-97000000	4	96500001	97000000	0.993	0.996
4:97000001-97500000	4	97000001	97500000	0.993	0.996
4:97500001-98000000	4	97500001	98000000	0.993	0.996
4:98000001-98500000	4	98000001	98500000	0.993	0.996
4:98500001-99000000	4	98500001	99000000	0.993	0.996
4:99000001-99500000	4	99000001	99500000	0.993	0.996
4:99500001-100000000	4	99500001	100000000	0.993	0.996
4:100000001-100500000	4	100000001	100500000	0.993	0.996
4:100500001-101000000	4	100500001	101000000	0.993	0.996
4:101000001-101500000	4	101000001	101500000	0.993	0.996
4:101500001-102000000	4	101500001	102000000	0.993	0.996
4:102000001-102500000	4	102000001	102500000	0.993	0.996
4:103000001-103500000	4	103000001	103500000	0.993	0.996
4:103500001-104000000	4	103500001	104000000	0.993	0.996
4:104000001-104500000	4	104000001	104500000	0.993	0.996
4:104500001-105000000	4	104500001	105000000	0.993	0.996
4:105000001-105500000	4	105000001	105500000	0.993	0.996
4:105500001-106000000	4	105500001	106000000	0.993	0.996
4:106000001-106500000	4	106000001	106500000	0.993	0.996
4:106500001-107000000	4	106500001	107000000	0.993	0.996
4:107000001-107500000	4	107000001	107500000	0.993	0.996
4:108000001-108500000	4	108000001	108500000	0.993	0.996
4:108500001-109000000	4	108500001	109000000	0.993	0.996
4:109000001-109500000	4	109000001	109500000	0.993	0.996
4:109500001-110000000	4	109500001	110000000	0.993	0.996
4:110000001-110500000	4	110000001	110500000	0.993	0.996
4:110500001-111000000	4	110500001	111000000	0.993	0.996
4:111000001-111500000	4	111000001	111500000	0.993	0.996
4:111500001-112000000	4	111500001	112000000	0.993	0.996
4:112500001-113000000	4	112500001	113000000	0.993	0.996
4:113000001-113500000	4	113000001	113500000	0.993	0.996
4:113500001-114000000	4	113500001	114000000	0.993	0.996
4:114000001-114500000	4	114000001	114500000	0.993	0.996
4:114500001-115000000	4	114500001	115000000	0.993	0.996
4:115000001-115500000	4	115000001	115500000	0.993	0.996
4:115500001-116000000	4	115500001	116000000	0.993	0.996
4:116500001-117000000	4	116500001	117000000	0.993	0.996
4:117000001-117500000	4	117000001	117500000	0.993	0.996
4:117500001-118000000	4	117500001	118000000	0.993	0.996
4:118000001-118500000	4	118000001	118500000	0.993	0.996
4:119500001-120000000	4	119500001	120000000	0.993	0.996
4:120000001-120500000	4	120000001	120500000	0.993	0.996
4:120500001-121000000	4	120500001	121000000	0.993	0.996
4:121000001-121500000	4	121000001	121500000	0.993	0.996
4:121500001-122000000	4	121500001	122000000	0.993	0.996
4:122000001-122500000	4	122000001	122500000	0.993	0.996
4:122500001-123000000	4	122500001	123000000	0.993	0.996
4:123000001-123500000	4	123000001	123500000	0.993	0.996
4:123500001-124000000	4	123500001	124000000	0.993	0.996
4:124000001-124500000	4	124000001	124500000	0.993	0.996
4:124500001-125000000	4	124500001	125000000	0.993	0.996
4:125000001-125500000	4	125000001	125500000	0.993	0.996
4:125500001-126000000	4	125500001	126000000	0.993	0.996
4:126000001-126500000	4	126000001	126500000	0.993	0.996
4:126500001-127000000	4	126500001	127000000	0.993	0.996
4:127000001-127500000	4	127000001	127500000	0.993	0.996
4:127500001-128000000	4	127500001	128000000	0.993	0.996
4:128500001-129000000	4	128500001	129000000	0.993	0.996
4:129000001-129500000	4	129000001	129500000	0.993	0.996
4:129500001-130000000	4	129500001	130000000	0.993	0.996
4:130000001-130500000	4	130000001	130500000	0.993	0.996
4:130500001-131000000	4	130500001	131000000	0.993	0.996
4:131000001-131500000	4	131000001	131500000	0.993	0.996
4:132000001-132500000	4	132000001	132500000	0.993	0.996
4:132500001-133000000	4	132500001	133000000	0.993	0.996
4:133000001-133500000	4	133000001	133500000	0.993	0.996
4:133500001-134000000	4	133500001	134000000	0.993	0.996
4:134000001-134500000	4	134000001	134500000	0.993	0.996
4:134500001-135000000	4	134500001	135000000	0.993	0.996
4:135000001-135500000	4	135000001	135500000	0.993	0.996
4:135500001-136000000	4	135500001	136000000	0.993	0.996
4:136000001-136500000	4	136000001	136500000	0.993	0.996
4:136500001-137000000	4	136500001	137000000	0.993	0.996
4:137000001-137500000	4	137000001	137500000	0.993	0.996
4:137500001-138000000	4	137500001	138000000	0.993	0.996
4:138000001-138500000	4	138000001	138500000	0.993	0.996
4:138500001-139000000	4	138500001	139000000	0.993	0.996
4:139000001-139500000	4	139000001	139500000	0.993	0.996
4:139500001-140000000	4	139500001	140000000	0.993	0.996
4:140000001-140500000	4	140000001	140500000	0.993	0.996
4:141000001-141500000	4	141000001	141500000	0.993	0.996
4:141500001-142000000	4	141500001	142000000	0.993	0.996
4:142000001-142500000	4	142000001	142500000	0.993	0.996
4:142500001-143000000	4	142500001	143000000	0.993	0.996
4:144500001-145000000	4	144500001	145000000	0.993	0.996
4:145000001-145500000	4	145000001	145500000	0.993	0.996
4:145500001-146000000	4	145500001	146000000	0.993	0.996
4:146000001-146500000	4	146000001	146500000	0.993	0.996
4:146500001-147000000	4	146500001	147000000	0.993	0.996
4:147000001-147500000	4	147000001	147500000	0.993	0.996
4:147500001-148000000	4	147500001	148000000	0.993	0.996
4:148000001-148500000	4	148000001	148500000	0.993	0.996
4:148500001-149000000	4	148500001	149000000	0.993	0.996
4:149000001-149500000	4	149000001	149500000	0.993	0.996
4:149500001-150000000	4	149500001	150000000	0.993	0.996
4:150000001-150500000	4	150000001	150500000	0.993	0.996
4:150500001-151000000	4	150500001	151000000	0.993	0.996
4:151000001-151500000	4	151000001	151500000	0.993	0.996
4:151500001-152000000	4	151500001	152000000	0.993	0.996
4:152000001-152500000	4	152000001	152500000	0.993	0.996
4:152500001-153000000	4	152500001	153000000	0.993	0.996
4:153000001-153500000	4	153000001	153500000	0.993	0.996
4:153500001-154000000	4	153500001	154000000	0.993	0.996
4:154000001-154500000	4	154000001	154500000	0.993	0.996
4:154500001-155000000	4	154500001	155000000	0.993	0.996
4:155500001-156000000	4	155500001	156000000	0.993	0.996
4:156000001-156500000	4	156000001	156500000	0.993	0.996
4:156500001-157000000	4	156500001	157000000	0.993	0.996
4:157000001-157500000	4	157000001	157500000	0.993	0.996
4:158000001-158500000	4	158000001	158500000	0.993	0.996
4:158500001-159000000	4	158500001	159000000	0.993	0.996
4:159000001-159500000	4	159000001	159500000	0.993	0.996
4:159500001-160000000	4	159500001	160000000	0.993	0.996
4:160500001-161000000	4	160500001	161000000	0.993	0.996
4:162500001-163000000	4	162500001	163000000	0.993	0.996
4:163000001-163500000	4	163000001	163500000	0.993	0.996
4:163500001-164000000	4	163500001	164000000	0.993	0.996
4:164000001-164500000	4	164000001	164500000	0.993	0.996
4:164500001-165000000	4	164500001	165000000	0.993	0.996
4:165000001-165500000	4	165000001	165500000	0.993	0.996
4:165500001-166000000	4	165500001	166000000	0.993	0.996
4:166000001-166500000	4	166000001	166500000	0.993	0.996
4:166500001-167000000	4	166500001	167000000	0.993	0.996
4:167000001-167500000	4	167000001	167500000	0.993	0.996
4:167500001-168000000	4	167500001	168000000	0.993	0.996
4:168000001-168500000	4	168000001	168500000	0.993	0.996
4:168500001-169000000	4	168500001	169000000	0.993	0.996
4:169000001-169500000	4	169000001	169500000	0.993	0.996
4:169500001-170000000	4	169500001	170000000	0.993	0.996
4:170000001-170500000	4	170000001	170500000	0.993	0.996
4:170500001-171000000	4	170500001	171000000	0.993	0.996
4:171000001-171500000	4	171000001	171500000	0.993	0.996
4:171500001-172000000	4	171500001	172000000	0.993	0.996
4:172500001-173000000	4	172500001	173000000	0.993	0.996
4:173000001-173500000	4	173000001	173500000	0.993	0.996
4:173500001-174000000	4	173500001	174000000	0.993	0.996
4:174000001-174500000	4	174000001	174500000	0.993	0.996
4:174500001-175000000	4	174500001	175000000	0.993	0.996
4:175000001-175500000	4	175000001	175500000	0.993	0.996
4:175500001-176000000	4	175500001	176000000	0.993	0.996
4:176000001-176500000	4	176000001	176500000	0.993	0.996
4:176500001-177000000	4	176500001	177000000	0.993	0.996
4:177000001-177500000	4	177000001	177500000	0.993	0.996
4:177500001-178000000	4	177500001	178000000	0.993	0.996
4:178000001-178500000	4	178000001	178500000	0.993	0.996
4:178500001-179000000	4	178500001	179000000	0.993	0.996
4:179500001-180000000	4	179500001	180000000	0.993	0.996
4:180000001-180500000	4	180000001	180500000	0.993	0.996
4:180500001-181000000	4	180500001	181000000	0.993	0.996
4:181000001-181500000	4	181000001	181500000	0.993	0.996
4:181500001-182000000	4	181500001	182000000	0.993	0.996
4:182000001-182500000	4	182000001	182500000	0.993	0.996
4:182500001-183000000	4	182500001	183000000	0.993	0.996
4:183500001-184000000	4	183500001	184000000	0.993	0.996
4:184000001-184500000	4	184000001	184500000	0.993	0.996
4:184500001-185000000	4	184500001	185000000	0.993	0.996
4:185000001-185500000	4	185000001	185500000	0.993	0.996
4:185500001-186000000	4	185500001	186000000	0.993	0.996
4:186000001-186500000	4	186000001	186500000	0.993	0.996
4:186500001-187000000	4	186500001	187000000	0.993	0.996
4:187000001-187500000	4	187000001	187500000	0.993	0.996
4:187500001-188000000	4	187500001	188000000	0.993	0.996
4:188500001-189000000	4	188500001	189000000	0.993	0.996
4:189000001-189500000	4	189000001	189500000	0.993	0.996
5:500001-1000000	5	500001	1000000	1.001	1.27
5:1000001-1500000	5	1000001	1500000	1.001	1.27
5:1500001-2000000	5	1500001	2000000	1.001	1.27
5:2000001-2500000	5	2000001	2500000	1.001	1.27
5:2500001-3000000	5	2500001	3000000	1.001	1.27
5:3000001-3500000	5	3000001	3500000	1.001	1.27
5:4000001-4500000	5	4000001	4500000	1.001	1.27
5:4500001-5000000	5	4500001	5000000	1.001	1.27
5:5500001-6000000	5	5500001	6000000	1.001	1.27
5:6000001-6500000	5	6000001	6500000	1.001	1.27
5:6500001-7000000	5	6500001	7000000	1.001	1.27
5:7000001-7500000	5	7000001	7500000	1.001	1.27
5:7500001-8000000	5	7500001	8000000	1.001	1.27
5:8000001-8500000	5	8000001	8500000	1.001	1.27
5:9000001-9500000	5	9000001	9500000	1.001	1.27
5:9500001-10000000	5	9500001	10000000	1.001	1.27
5:10000001-10500000	5	10000001	10500000	1.001	1.27
5:10500001-11000000	5	10500001	11000000	1.001	1.27
5:11000001-11500000	5	11000001	11500000	1.001	1.27
5:11500001-12000000	5	11500001	12000000	1.001	1.27
5:12000001-12500000	5	12000001	12500000	1.001	1.27
5:12500001-13000000	5	12500001	13000000	1.001	1.27
5:13000001-13500000	5	13000001	13500000	1.001	1.27
5:13500001-14000000	5	13500001	14000000	1.001	1.27
5:14000001-14500000	5	14000001	14500000	1.001	1.27
5:14500001-15000000	5	14500001	15000000	1.001	1.27
5:15000001-15500000	5	15000001	15500000	1.001	1.27
5:15500001-16000000	5	15500001	16000000	1.001	1.27
5:16000001-16500000	5	16000001	16500000	1.001	1.27
5:16500001-17000000	5	16500001	17000000	1.001	1.27
5:17000001-17500000	5	17000001	17500000	1.001	1.27
5:17500001-18000000	5	17500001	18000000	1.001	1.27
5:18000001-18500000	5	18000001	18500000	1.001	1.27
5:18500001-19000000	5	18500001	19000000	1.001	1.27
5:19000001-19500000	5	19000001	19500000	1.001	1.27
5:19500001-20000000	5	19500001	20000000	1.001	1.27
5:20000001-20500000	5	20000001	20500000	1.001	1.27
5:21500001-22000000	5	21500001	22000000	1.001	1.27
5:22000001-22500000	5	22000001	22500000	1.001	1.27
5:22500001-23000000	5	22500001	23000000	1.001	1.27
5:23000001-23500000	5	23000001	23500000	1.001	1.27
5:23500001-24000000	5	23500001	24000000	1.001	1.27
5:24000001-24500000	5	24000001	24500000	1.001	1.27
5:24500001-25000000	5	24500001	25000000	1.001	1.27
5:25000001-25500000	5	25000001	25500000	1.001	1.27
5:25500001-26000000	5	25500001	26000000	1.001	1.27
5:26000001-26500000	5	26000001	26500000	1.001	1.27
5:26500001-27000000	5	26500001	27000000	1.001	1.27
5:27000001-27500000	5	27000001	27500000	1.001	1.27
5:27500001-28000000	5	27500001	28000000	1.001	1.27
5:28000001-28500000	5	28000001	28500000	1.001	1.27
5:28500001-29000000	5	28500001	29000000	1.001	1.27
5:29000001-29500000	5	29000001	29500000	1.001	1.27
5:29500001-30000000	5	29500001	30000000	1.001	1.27
5:30000001-30500000	5	30000001	30500000	1.001	1.27
5:30500001-31000000	5	30500001	31000000	1.001	1.27
5:31000001-31500000	5	31000001	31500000	1.001	1.27
5:31500001-32000000	5	31500001	32000000	1.001	1.27
5:32000001-32500000	5	32000001	32500000	1.001	1.27
5:33000001-33500000	5	33000001	33500000	1.001	1.27
5:33500001-34000000	5	33500001	34000000	1.001	1.27
5:34500001-35000000	5	34500001	35000000	1.001	1.27
5:35000001-35500000	5	35000001	35500000	1.001	1.27
5:35500001-36000000	5	35500001	36000000	1.001	1.27
5:36000001-36500000	5	36000001	36500000	1.001	1.27
5:36500001-37000000	5	36500001	37000000	1.001	1.27
5:37500001-38000000	5	37500001	38000000	1.001	1.27
5:38000001-38500000	5	38000001	38500000	1.001	1.27
5:38500001-39000000	5	38500001	39000000	1.001	1.27
5:39000001-39500000	5	39000001	39500000	1.001	1.27
5:39500001-40000000	5	39500001	40000000	1.001	1.27
5:40000001-40500000	5	40000001	40500000	1.001	1.27
5:40500001-41000000	5	40500001	41000000	1.001	1.27
5:41000001-41500000	5	41000001	41500000	1.001	1.27
5:41500001-42000000	5	41500001	42000000	1.001	1.27
5:42000001-42500000	5	42000001	42500000	1.001	1.27
5:42500001-43000000	5	42500001	43000000	1.001	1.27
5:43000001-43500000	5	43000001	43500000	1.001	1.27
5:43500001-44000000	5	43500001	44000000	1.001	1.27
5:44000001-44500000	5	44000001	44500000	1.001	1.27
5:44500001-45000000	5	44500001	45000000	1.001	1.27
5:45000001-45500000	5	45000001	45500000	1.001	1.27
5:50500001-51000000	5	50500001	51000000	1.001	1.27
5:51000001-51500000	5	51000001	51500000	1.001	1.27
5:51500001-52000000	5	51500001	52000000	1.001	1.27
5:52000001-52500000	5	52000001	52500000	1.001	1.27
5:52500001-53000000	5	52500001	53000000	1.001	1.27
5:53000001-53500000	5	53000001	53500000	1.001	1.27
5:53500001-54000000	5	53500001	54000000	1.001	1.27
5:54000001-54500000	5	54000001	54500000	1.001	1.27
5:54500001-55000000	5	54500001	55000000	1.001	1.27
5:55000001-55500000	5	55000001	55500000	1.001	1.27
5:55500001-56000000	5	55500001	56000000	1.001	1.27
5:56000001-56500000	5	56000001	56500000	1.001	1.27
5:56500001-57000000	5	56500001	57000000	1.001	1.27
5:57000001-57500000	5	57000001	57500000	1.001	1.27
5:57500001-58000000	5	57500001	58000000	1.001	1.27
5:58000001-58500000	5	58000001	58500000	1.001	1.27
5:58500001-59000000	5	58500001	59000000	1.001	1.27
5:59000001-59500000	5	59000001	59500000	1.001	1.27
5:59500001-60000000	5	59500001	60000000	1.001	1.27
5:60000001-60500000	5	60000001	60500000	1.001	1.27
5:61000001-61500000	5	61000001	61500000	1.001	1.27
5:61500001-62000000	5	61500001	62000000	1.001	1.27
5:62000001-62500000	5	62000001	62500000	1.001	1.27
5:62500001-63000000	5	62500001	63000000	1.001	1.27
5:63000001-63500000	5	63000001	63500000	1.001	1.27
5:63500001-64000000	5	63500001	64000000	1.001	1.27
5:64000001-64500000	5	64000001	64500000	1.001	1.27
5:64500001-65000000	5	64500001	65000000	1.001	1.27
5:65000001-65500000	5	65000001	65500000	1.001	1.27
5:65500001-66000000	5	65500001	66000000	1.001	1.27
5:66500001-67000000	5	66500001	67000000	1.001	1.27
5:67000001-67500000	5	67000001	67500000	1.001	1.27
5:67500001-68000000	5	67500001	68000000	1.001	1.27
5:68000001-68500000	5	68000001	68500000	1.001	1.27
5:68500001-69000000	5	68500001	69000000	1.001	1.27
5:69000001-69500000	5	69000001	69500000	1.001	1.27
5:71500001-72000000	5	71500001	72000000	1.001	1.27
5:72000001-72500000	5	72000001	72500000	1.001	1.27
5:72500001-73000000	5	72500001	73000000	1.001	1.27
5:73000001-73500000	5	73000001	73500000	1.001	1.27
5:74000001-74500000	5	74000001	74500000	1.001	1.27
5:74500001-75000000	5	74500001	75000000	1.001	1.27
5:75000001-75500000	5	75000001	75500000	1.001	1.27
5:75500001-76000000	5	75500001	76000000	1.001	1.27
5:76000001-76500000	5	76000001	76500000	1.001	1.27
5:76500001-77000000	5	76500001	77000000	1.001	1.27
5:77000001-77500000	5	77000001	77500000	1.001	1.27
5:77500001-78000000	5	77500001	78000000	1.001	1.27
5:78000001-78500000	5	78000001	78500000	1.001	1.27
5:78500001-79000000	5	78500001	79000000	1.001	1.27
5:79500001-80000000	5	79500001	80000000	1.001	1.27
5:80000001-80500000	5	80000001	80500000	1.001	1.27
5:81000001-81500000	5	81000001	81500000	1.001	1.27
5:81500001-82000000	5	81500001	82000000	1.001	1.27
5:82000001-82500000	5	82000001	82500000	1.001	1.27
5:82500001-83000000	5	82500001	83000000	1.001	1.27
5:83000001-83500000	5	83000001	83500000	1.001	1.27
5:83500001-84000000	5	83500001	84000000	1.001	1.27
5:84000001-84500000	5	84000001	84500000	1.001	1.27
5:84500001-85000000	5	84500001	85000000	1.001	1.27
5:85000001-85500000	5	85000001	85500000	1.001	1.27
5:85500001-86000000	5	85500001	86000000	1.001	1.27
5:86000001-86500000	5	86000001	86500000	1.001	1.27
5:86500001-87000000	5	86500001	87000000	1.001	1.27
5:87000001-87500000	5	87000001	87500000	1.001	1.27
5:87500001-88000000	5	87500001	88000000	1.001	1.27
5:88000001-88500000	5	88000001	88500000	1.001	1.27
5:88500001-89000000	5	88500001	89000000	1.001	1.27
5:89000001-89500000	5	89000001	89500000	1.001	1.27
5:89500001-90000000	5	89500001	90000000	1.001	1.27
5:90000001-90500000	5	90000001	90500000	1.001	1.27
5:90500001-91000000	5	90500001	91000000	1.001	1.27
5:91000001-91500000	5	91000001	91500000	1.001	1.27
5:91500001-92000000	5	91500001	92000000	1.001	1.27
5:92000001-92500000	5	92000001	92500000	1.001	1.27
5:92500001-93000000	5	92500001	93000000	1.001	1.27
5:93000001-93500000	5	93000001	93500000	1.001	1.27
5:93500001-94000000	5	93500001	94000000	1.001	1.27
5:94000001-94500000	5	94000001	94500000	1.001	1.27
5:95000001-95500000	5	95000001	95500000	1.001	1.27
5:95500001-96000000	5	95500001	96000000	1.001	1.27
5:96000001-96500000	5	96000001	96500000	1.001	1.27
5:96500001-97000000	5	96500001	97000000	1.001	1.27
5:97000001-97500000	5	97000001	97500000	1.001	1.27
5:98500001-99000000	5	98500001	99000000	1.001	1.27
5:99000001-99500000	5	99000001	99500000	1.001	1.27
5:100500001-101000000	5	100500001	101000000	1.001	1.27
5:101000001-101500000	5	101000001	101500000	1.001	1.27
5:101500001-102000000	5	101500001	102000000	1.001	1.27
5:102000001-102500000	5	102000001	102500000	1.001	1.27
5:102500001-103000000	5	102500001	103000000	1.001	1.27
5:103000001-103500000	5	103000001	103500000	1.001	1.27
5:103500001-104000000	5	103500001	104000000	1.001	1.27
5:104000001-104500000	5	104000001	104500000	1.001	1.27
5:104500001-105000000	5	104500001	105000000	1.001	1.27
5:105000001-105500000	5	105000001	105500000	1.001	1.27
5:105500001-106000000	5	105500001	106000000	1.001	1.27
5:106000001-106500000	5	106000001	106500000	1.001	1.27
5:107000001-107500000	5	107000001	107500000	1.001	1.27
5:107500001-108000000	5	107500001	108000000	1.001	1.27
5:108000001-108500000	5	108000001	108500000	1.001	1.27
5:108500001-109000000	5	108500001	109000000	1.001	1.27
5:109000001-109500000	5	109000001	109500000	1.001	1.27
5:109500001-110000000	5	109500001	110000000	1.001	1.27
5:110000001-110500000	5	110000001	110500000	1.001	1.27
5:110500001-111000000	5	110500001	111000000	1.001	1.27
5:111500001-112000000	5	111500001	112000000	1.001	1.27
5:112000001-112500000	5	112000001	112500000	1.001	1.27
5:112500001-113000000	5	112500001	113000000	1.001	1.27
5:113000001-113500000	5	113000001	113500000	1.001	1.27
5:113500001-114000000	5	113500001	114000000	1.001	1.27
5:114000001-114500000	5	114000001	114500000	1.001	1.27
5:114500001-115000000	5	114500001	115000000	1.001	1.27
5:115000001-115500000	5	115000001	115500000	1.001	1.27
5:115500001-116000000	5	115500001	116000000	1.001	1.27
5:116000001-116500000	5	116000001	116500000	1.001	1.27
5:116500001-117000000	5	116500001	117000000	1.001	1.27
5:117000001-117500000	5	117000001	117500000	1.001	1.27
5:117500001-118000000	5	117500001	118000000	1.001	1.27
5:118000001-118500000	5	118000001	118500000	1.001	1.27
5:118500001-119000000	5	118500001	119000000	1.001	1.27
5:119500001-120000000	5	119500001	120000000	1.001	1.27
5:120000001-120500000	5	120000001	120500000	1.001	1.27
5:120500001-121000000	5	120500001	121000000	1.001	1.27
5:121500001-122000000	5	121500001	122000000	1.001	1.27
5:122500001-123000000	5	122500001	123000000	1.001	1.27
5:123000001-123500000	5	123000001	123500000	1.001	1.27
5:124000001-124500000	5	124000001	124500000	1.001	1.27
5:124500001-125000000	5	124500001	125000000	1.001	1.27
5:125000001-125500000	5	125000001	125500000	1.001	1.27
5:125500001-126000000	5	125500001	126000000	1.001	1.27
5:126000001-126500000	5	126000001	126500000	1.001	1.27
5:126500001-127000000	5	126500001	127000000	1.001	1.27
5:127000001-127500000	5	127000001	127500000	1.001	1.27
5:127500001-128000000	5	127500001	128000000	1.001	1.27
5:128000001-128500000	5	128000001	128500000	1.001	1.27
5:128500001-129000000	5	128500001	129000000	1.001	1.27
5:129000001-129500000	5	129000001	129500000	1.001	1.27
5:129500001-130000000	5	129500001	130000000	1.001	1.27
5:130000001-130500000	5	130000001	130500000	1.001	1.27
5:131000001-131500000	5	131000001	131500000	1.001	1.27
5:131500001-132000000	5	131500001	132000000	1.001	1.27
5:132000001-132500000	5	132000001	132500000	1.001	1.27
5:132500001-133000000	5	132500001	133000000	1.001	1.27
5:133000001-133500000	5	133000001	133500000	1.001	1.27
5:133500001-134000000	5	133500001	134000000	1.001	1.27
5:134000001-134500000	5	134000001	134500000	1.001	1.27
5:135000001-135500000	5	135000001	135500000	1.001	1.27
5:135500001-136000000	5	135500001	136000000	1.001	1.27
5:136000001-136500000	5	136000001	136500000	1.001	1.27
5:137500001-138000000	5	137500001	138000000	1.001	1.27
5:138000001-138500000	5	138000001	138500000	1.001	1.27
5:138500001-139000000	5	138500001	139000000	1.001	1.27
5:139000001-139500000	5	139000001	139500000	1.001	1.27
5:139500001-140000000	5	139500001	140000000	1.001	1.27
5:140000001-140500000	5	140000001	140500000	1.001	1.27
5:140500001-141000000	5	140500001	141000000	1.001	1.27
5:141000001-141500000	5	141000001	141500000	1.001	1.27
5:141500001-142000000	5	141500001	142000000	1.001	1.27
5:142000001-142500000	5	142000001	142500000	1.001	1.27
5:142500001-143000000	5	142500001	143000000	1.001	1.27
5:143000001-143500000	5	143000001	143500000	1.001	1.27
5:144000001-144500000	5	144000001	144500000	1.001	1.27
5:144500001-145000000	5	144500001	145000000	1.001	1.27
5:145000001-145500000	5	145000001	145500000	1.001	1.27
5:145500001-146000000	5	145500001	146000000	1.001	1.27
5:146000001-146500000	5	146000001	146500000	1.001	1.27
5:146500001-147000000	5	146500001	147000000	1.001	1.27
5:147000001-147500000	5	147000001	147500000	1.001	1.27
